n,B,G,base_p,rate_mode,utility_mode,V_laminar,V_opt_en_arbol_practico,V_greedy_laminar,V_rollout_laminar,costo_arbol,costo_miopia,producto
4,3,2,0.05,beta_bimodal,flat,3.799892617427055,3.799892617427055,3.797441362646886,3.799577823896593,1.0,0.9993549147233984,0.9993549147233984
4,3,2,0.05,beta_bimodal,flat,3.790593508712547,3.790593508712547,3.747459350747392,3.769655168041523,1.0,0.9886207376586246,0.9886207376586246
4,3,2,0.05,beta_bimodal,flat,3.79999982256959,3.79999982256959,3.799999020943899,3.7999994328234634,1.0,0.9999997890458611,0.9999997890458611
4,3,2,0.05,beta_bimodal,log_uniform,3.89633022478596,3.896313639745115,3.896238161704029,3.896313639745115,0.9999957434201189,0.9999806283456456,0.9999763718482214
4,3,2,0.05,beta_bimodal,log_uniform,3.7162814894058807,3.7162814894058807,3.6647758619429527,3.71076486184767,1.0,0.9861405473159779,0.9861405473159779
4,3,2,0.05,beta_bimodal,log_uniform,3.6934262056994247,3.6931923839048797,3.692865784420601,3.692867349674803,0.999936692441781,0.9999115671618674,0.9998482652021154
4,3,3,0.05,homogeneous,flat,3.743475,3.705,3.61475,3.705,0.9897221164826798,0.9756410256410256,0.9656135008247684
4,3,3,0.05,homogeneous,log_uniform,3.7794305986579073,3.7334463648942022,3.722474835565302,3.7334463648942022,0.9878330260171905,0.9970612864745919,0.9849300677427889
4,3,3,0.05,homogeneous,log_uniform,3.76911762974712,3.7314631837257237,3.7094680198578143,3.731463183725724,0.9900097450596355,0.9941054854932407,0.9841741182555485
4,3,3,0.05,homogeneous,log_uniform,3.784513499639986,3.7452912036170822,3.7409594893105553,3.7452912036170822,0.9896361061926098,0.9988434238965602,0.9884915167210861
4,3,3,0.05,beta_bimodal,flat,3.799998126545955,3.799604286964846,3.7996028095987713,3.799604286964846,0.9998963579538743,0.9999996111789641,0.9998959691731366
4,3,3,0.05,beta_bimodal,flat,3.7999815739783007,3.799555385492316,3.799477781432567,3.799555385492316,0.9998878445914309,0.9999795754892676,0.9998674223714179
4,3,3,0.05,beta_bimodal,flat,3.7936992692201574,3.709729241756939,3.702600798477144,3.709729241756939,0.9778659241272756,0.9980784464807951,0.9759869024194583
4,3,3,0.05,beta_bimodal,log_uniform,3.766649456087369,3.6862558242658032,3.684953902336895,3.6862558242658032,0.9786564604009965,0.9996468172609351,0.9783108158317085
4,3,3,0.05,beta_bimodal,log_uniform,3.8603650673697216,3.8224033538928923,3.821827540976702,3.822403353892892,0.9901662892461374,0.9998493584106962,0.9900171290226504
4,3,3,0.05,beta_bimodal,log_uniform,3.905228321677978,3.861315159961587,3.8610935454194473,3.861315159961587,0.9887552895505165,0.999942606461022,0.9886985413852659
5,2,2,0.05,homogeneous,flat,3.61,3.6100000000000003,3.61,3.61,1.0000000000000002,0.9999999999999999,1.0
5,2,2,0.05,homogeneous,log_uniform,4.356783822990498,4.356783822990497,4.356783822990497,4.356783822990497,0.9999999999999998,1.0,0.9999999999999998
5,2,2,0.05,homogeneous,log_uniform,4.110356999702378,4.110356999702379,4.110356999702378,4.110356999702379,1.0000000000000002,0.9999999999999998,1.0
5,2,2,0.05,homogeneous,log_uniform,3.9618991236806416,3.961899123680642,3.9618991236806416,3.961899123680642,1.0000000000000002,0.9999999999999999,1.0
5,2,2,0.05,beta_bimodal,flat,3.9439773113289696,3.9439773113289696,3.9439773113289696,3.9439773113289696,1.0,1.0,1.0
5,2,2,0.05,beta_bimodal,flat,3.9293716796802807,3.9293716796802807,3.9293716796802807,3.9293716796802807,1.0,1.0,1.0
5,2,2,0.05,beta_bimodal,flat,3.738317305655252,3.738317305655252,3.738317305655252,3.738317305655252,1.0,1.0,1.0
5,2,2,0.05,beta_bimodal,log_uniform,4.3941848855328125,4.27602264818127,4.27602264818127,4.27602264818127,0.9731094069936442,1.0,0.9731094069936442
5,2,2,0.05,beta_bimodal,log_uniform,4.192039715488437,4.192039715488437,4.192039715488437,4.192039715488437,1.0,1.0,1.0
5,2,2,0.05,beta_bimodal,log_uniform,4.477309997251044,4.444300869510164,4.444300869510164,4.444300869510164,0.9926274643120204,1.0,0.9926274643120204
5,2,3,0.05,homogeneous,flat,4.377125,4.377125,4.377125,4.377125,1.0,1.0,1.0
5,2,3,0.05,homogeneous,log_uniform,4.423973641213029,4.349763649473886,4.349763649473886,4.349763649473886,0.9832254896259294,1.0,0.9832254896259294
5,2,3,0.05,homogeneous,log_uniform,4.419934871577252,4.382052192288318,4.382052192288318,4.382052192288318,0.9914291317882213,1.0,0.9914291317882213
5,2,3,0.05,homogeneous,log_uniform,4.421094805225223,4.339551370793601,4.339551370793601,4.339551370793601,0.981555827679776,1.0,0.981555827679776
5,2,3,0.05,beta_bimodal,flat,4.49670585130592,4.494827143809395,4.494827143809395,4.494827143809395,0.9995822036044498,1.0,0.9995822036044498
5,2,3,0.05,beta_bimodal,flat,4.472150621288494,4.472150621288494,4.472150621288493,4.472150621288494,1.0,0.9999999999999998,0.9999999999999998
5,2,3,0.05,beta_bimodal,flat,4.501421284515216,4.5009418313793645,4.5009418313793645,4.5009418313793645,0.9998934884993989,1.0,0.9998934884993989
5,2,3,0.05,beta_bimodal,log_uniform,4.767955312703444,4.76059060388361,4.76059060388361,4.76059060388361,0.9984553737741183,1.0,0.9984553737741183
5,2,3,0.05,beta_bimodal,log_uniform,4.345856858085156,4.292542841968552,4.292542841968552,4.292542841968552,0.9877322199378432,1.0,0.9877322199378432
5,2,3,0.05,beta_bimodal,log_uniform,4.546479217081577,4.36861208592246,4.36861208592246,4.36861208592246,0.9608780503183975,1.0,0.9608780503183975
5,3,2,0.05,homogeneous,flat,4.5600000000000005,4.5600000000000005,4.5600000000000005,4.5600000000000005,1.0,1.0,1.0
5,3,2,0.05,homogeneous,log_uniform,4.667985111939134,4.662435917784353,4.662435917784353,4.662435917784353,0.9988112228248996,1.0,0.9988112228248996
5,3,2,0.05,homogeneous,log_uniform,4.584429524482762,4.560358021653573,4.560358021653573,4.560358021653573,0.9947492915529321,1.0,0.9947492915529321
5,3,2,0.05,homogeneous,log_uniform,4.633718501967358,4.6181182018872935,4.6141673090440385,4.6181182018872935,0.9966333086324857,0.9991444799222245,0.9957806688267707
5,3,2,0.05,beta_bimodal,flat,4.649294594020365,4.64651291915005,4.646512919150049,4.64651291915005,0.9994016995881714,0.9999999999999998,0.9994016995881712
5,3,2,0.05,beta_bimodal,flat,4.722383199585414,4.7200191271485545,4.7200191271485545,4.7200191271485545,0.9994993899611817,1.0,0.9994993899611817
5,3,2,0.05,beta_bimodal,flat,4.744736791583399,4.744199930982062,4.744199930982062,4.744199930982062,0.9998868513418301,1.0,0.9998868513418301
5,3,2,0.05,beta_bimodal,log_uniform,4.690309943279669,4.594699081823334,4.568163886806673,4.568163886806673,0.9796152359625344,0.9942248241845402,0.9739577857433477
5,3,2,0.05,beta_bimodal,log_uniform,4.757966158243452,4.713629471569275,4.713629471569275,4.713629471569275,0.9906815884771772,1.0,0.9906815884771772
5,3,2,0.05,beta_bimodal,log_uniform,4.8440262613380725,4.843759566987638,4.843752671433739,4.843759566987638,0.9999449436613167,0.9999985764045876,0.9999435201442822
5,3,3,0.05,homogeneous,flat,4.5922703125,4.5922703125,4.5105940625,4.5600000000000005,1.0,0.9822144071576797,0.9822144071576797
5,3,3,0.05,homogeneous,log_uniform,4.686077041480602,4.652594779070582,4.633822241643844,4.646003178256551,0.9928549483686164,0.9959651466938008,0.9888489242976151
5,3,3,0.05,homogeneous,log_uniform,4.65614175205983,4.633692747957988,4.597103669671325,4.617743240506309,0.9951786252873613,0.9921036891574679,0.9873203855182486
5,3,3,0.05,homogeneous,log_uniform,4.670780488846156,4.637447186651659,4.613147726194576,4.621838975615916,0.9928634406446424,0.9947601644872579,0.9876609995290493
5,3,3,0.05,beta_bimodal,flat,4.746047434553197,4.744569661323726,4.737236137281411,4.742231659927274,0.9996886307501455,0.9984543331501495,0.9981434451734225
5,3,3,0.05,beta_bimodal,flat,4.745196520415433,4.744364230156304,4.696228177096717,4.741638379266235,0.9998246036269417,0.9898540561549591,0.9896804393436526
5,3,3,0.05,beta_bimodal,flat,4.721515665083693,4.716367083240775,4.6535771864453475,4.697780026914328,0.9989095489228189,0.986686808790065,0.9856108750965795
5,3,3,0.05,beta_bimodal,log_uniform,4.540735030659991,4.487410225356996,4.4581621904231685,4.487410225356996,0.9882563494802197,0.993482201656413,0.9818150938825382
5,3,3,0.05,beta_bimodal,log_uniform,4.73332714887949,4.731422657889837,4.721668691458892,4.72794345678283,0.9995976422229543,0.9979384707018977,0.9975369423971977
5,3,3,0.05,beta_bimodal,log_uniform,4.718512808455452,4.622952218496411,4.6229074509543695,4.622952218496411,0.9797477311521123,0.999990316243836,0.9797382435139816
6,2,2,0.05,homogeneous,flat,3.61,3.61,3.61,3.61,1.0,1.0,1.0
6,2,2,0.05,homogeneous,log_uniform,4.692480268532028,4.692480268532028,4.692480268532028,4.692480268532028,1.0,1.0,1.0
6,2,2,0.05,homogeneous,log_uniform,4.789547085893216,4.789547085893216,4.789547085893216,4.789547085893216,1.0,1.0,1.0
6,2,2,0.05,homogeneous,log_uniform,4.7058415112846514,4.7058415112846514,4.705841511284651,4.7058415112846514,1.0,0.9999999999999998,0.9999999999999998
6,2,2,0.05,beta_bimodal,flat,3.929192156708872,3.929192156708872,3.929192156708872,3.929192156708872,1.0,1.0,1.0
6,2,2,0.05,beta_bimodal,flat,3.947340623903866,3.947340623903866,3.9473406239038655,3.947340623903866,1.0,0.9999999999999999,0.9999999999999999
6,2,2,0.05,beta_bimodal,flat,3.974716086633388,3.974716086633388,3.974716086633388,3.974716086633388,1.0,1.0,1.0
6,2,2,0.05,beta_bimodal,log_uniform,4.695900186681495,4.534475715558646,4.534475715558644,4.534475715558646,0.9656243819703235,0.9999999999999996,0.9656243819703232
6,2,2,0.05,beta_bimodal,log_uniform,4.604540503982815,4.348779311551457,4.348779311551457,4.348779311551457,0.9444545677880061,1.0,0.9444545677880061
6,2,2,0.05,beta_bimodal,log_uniform,4.79612607658519,4.79612607658519,4.796126076585189,4.79612607658519,1.0,0.9999999999999998,0.9999999999999998
6,2,3,0.05,homogeneous,flat,5.14425,5.14425,5.14425,5.14425,1.0,1.0,1.0
6,2,3,0.05,homogeneous,log_uniform,5.144250000000001,5.14425,5.1442499999999995,5.14425,0.9999999999999998,0.9999999999999998,0.9999999999999997
6,2,3,0.05,homogeneous,log_uniform,5.169146349606809,5.169146349606809,5.169146349606809,5.169146349606809,1.0,1.0,1.0
6,2,3,0.05,homogeneous,log_uniform,5.193072639068303,5.193072639068303,5.193072639068303,5.193072639068303,1.0,1.0,1.0
6,2,3,0.05,beta_bimodal,flat,5.112313166296278,5.112313166296278,5.112313166296278,5.112313166296278,1.0,1.0,1.0
6,2,3,0.05,beta_bimodal,flat,5.100000781782558,5.100000781782558,5.1000007817825574,5.100000781782558,1.0,0.9999999999999998,0.9999999999999998
6,2,3,0.05,beta_bimodal,flat,5.102363924003811,5.102363924003811,5.102363924003811,5.102363924003811,1.0,1.0,1.0
6,2,3,0.05,beta_bimodal,log_uniform,5.465043882179151,5.380914587552419,5.380914587552419,5.380914587552419,0.9846059251415954,1.0,0.9846059251415954
6,2,3,0.05,beta_bimodal,log_uniform,5.572932322179451,5.516653260663053,5.516653260663053,5.516653260663053,0.9899013556485486,1.0,0.9899013556485486
6,2,3,0.05,beta_bimodal,log_uniform,5.312280405443912,5.312280405443912,5.312280405443912,5.312280405443912,1.0,1.0,1.0
6,3,2,0.05,homogeneous,flat,5.415,5.415,5.415,5.415,1.0,1.0,1.0
6,3,2,0.05,homogeneous,log_uniform,5.474968448268936,5.474968448268936,5.440782726574077,5.474968448268936,1.0,0.9937559965837487,0.9937559965837487
6,3,2,0.05,homogeneous,log_uniform,5.4605663718166,5.449287939904878,5.449287939904878,5.449287939904878,0.9979345673793231,1.0,0.9979345673793231
6,3,2,0.05,homogeneous,log_uniform,5.415,5.415,5.415,5.415,1.0,1.0,1.0
6,3,2,0.05,beta_bimodal,flat,5.400590477615083,5.400590477615083,5.400590477615082,5.400590477615083,1.0,0.9999999999999999,0.9999999999999999
6,3,2,0.05,beta_bimodal,flat,5.429934871158272,5.429934871158272,5.42993487115827,5.429934871158272,1.0,0.9999999999999997,0.9999999999999997
6,3,2,0.05,beta_bimodal,flat,5.408674548147093,5.408674548147093,5.408674548147091,5.408674548147093,1.0,0.9999999999999997,0.9999999999999997
6,3,2,0.05,beta_bimodal,log_uniform,5.812241599567912,5.812112235506758,5.812112235506758,5.812112235506758,0.9999777428279712,1.0,0.9999777428279712
6,3,2,0.05,beta_bimodal,log_uniform,5.783010923138685,5.783010923138685,5.783010923138685,5.783010923138685,1.0,1.0,1.0
6,3,2,0.05,beta_bimodal,log_uniform,5.618579780393814,5.618579780393814,5.618143240060145,5.618143240060145,1.0,0.9999223041496728,0.9999223041496728
6,3,3,0.05,homogeneous,flat,5.415,5.3940118281250005,5.316622453125,5.327125,0.9961240679824562,0.985652724267959,0.9818324013157895
6,3,3,0.05,homogeneous,log_uniform,5.57104462732515,5.535777987606555,5.509866607914383,5.515942284214937,0.9936696540635096,0.9953192884992531,0.9890185730857913
6,3,3,0.05,homogeneous,log_uniform,5.521940861337103,5.4824471326415845,5.453838027447519,5.456848582876858,0.9928478537370726,0.994781690638888,0.9876668664877565
6,3,3,0.05,homogeneous,log_uniform,5.530855615138294,5.503551748079747,5.472674041087805,5.478768301789915,0.9950633556616785,0.9943894945654475,0.9894805472970145
6,3,3,0.05,beta_bimodal,flat,5.611603933562755,5.47337683449178,5.40250728524715,5.468214966728329,0.975367630946966,0.9870519514026463,0.9627385234611789
6,3,3,0.05,beta_bimodal,flat,5.605061980062989,5.47113291424746,5.398769231438404,5.461400926340483,0.9761056940508579,0.9867735469155552,0.9631952778830348
6,3,3,0.05,beta_bimodal,flat,5.6280220301255675,5.459624999198792,5.417315714366577,5.454578303147063,0.9700788252026408,0.9922505144880053,0.9625612134012401
6,3,3,0.05,beta_bimodal,log_uniform,5.857482500699059,5.8108269143593,5.810082224688807,5.810675838460675,0.9920348739694586,0.999871844458376,0.991907739202875
6,3,3,0.05,beta_bimodal,log_uniform,5.791157846024619,5.790204375156512,5.789745080764874,5.790042338101647,0.9998353574719498,0.999920677343686,0.9997560478755185
6,3,3,0.05,beta_bimodal,log_uniform,5.90022991849118,5.70564848567585,5.705468174658623,5.70564848567585,0.9670213812845637,0.9999683978047931,0.966990821286103
4,2,2,0.1,homogeneous,flat,3.2399999999999993,3.2399999999999993,3.2399999999999993,3.2399999999999993,1.0,1.0,1.0
4,2,2,0.1,homogeneous,log_uniform,3.24,3.2399999999999998,3.24,3.24,0.9999999999999999,1.0000000000000002,1.0
4,2,2,0.1,homogeneous,log_uniform,3.345008350793986,3.345008350793986,3.345008350793986,3.345008350793986,1.0,1.0,1.0
4,2,2,0.1,homogeneous,log_uniform,3.24,3.2399999999999998,3.2399999999999993,3.24,0.9999999999999999,0.9999999999999999,0.9999999999999998
4,2,2,0.1,beta_bimodal,flat,3.2576571221359325,3.2576571221359325,3.2576571221359325,3.2576571221359325,1.0,1.0,1.0
4,2,2,0.1,beta_bimodal,flat,3.2773061043563567,3.2773061043563567,3.2773061043563567,3.2773061043563567,1.0,1.0,1.0
4,2,2,0.1,beta_bimodal,flat,3.246600591417551,3.246600591417551,3.2466005914175504,3.246600591417551,1.0,0.9999999999999999,0.9999999999999999
4,2,2,0.1,beta_bimodal,log_uniform,3.463739275543886,3.463739275543886,3.463739275543886,3.463739275543886,1.0,1.0,1.0
4,2,2,0.1,beta_bimodal,log_uniform,3.367327890769069,3.367327890769069,3.3673278907690687,3.367327890769069,1.0,0.9999999999999999,0.9999999999999999
4,2,2,0.1,beta_bimodal,log_uniform,3.0742645375336526,3.0430610793687016,3.0430610793687016,3.0430610793687016,0.9898501063314531,1.0,0.9898501063314531
4,2,3,0.1,homogeneous,flat,3.2399999999999993,3.087,3.087,3.087,0.9527777777777781,1.0,0.9527777777777781
4,2,3,0.1,homogeneous,log_uniform,3.295905300555872,3.2395803394865292,3.2395803394865292,3.2395803394865292,0.9829106251748667,1.0,0.9829106251748667
4,2,3,0.1,homogeneous,log_uniform,3.3325957356797495,3.232526906971422,3.232526906971422,3.232526906971422,0.9699727069692369,1.0,0.9699727069692369
4,2,3,0.1,homogeneous,log_uniform,3.388908030750448,3.341011217776742,3.341011217776742,3.341011217776742,0.9858665940358671,1.0,0.9858665940358671
4,2,3,0.1,beta_bimodal,flat,3.589906889298066,3.5759153488812743,3.5759153488812743,3.5759153488812743,0.9961025338962127,1.0,0.9961025338962127
4,2,3,0.1,beta_bimodal,flat,3.5925922502820837,3.585680769727995,3.585680769727995,3.585680769727995,0.9980761856418451,1.0,0.9980761856418451
4,2,3,0.1,beta_bimodal,flat,3.5950494544359297,3.5946589560153486,3.594658956015349,3.594658956015349,0.9998913788459574,1.0000000000000002,0.9998913788459575
4,2,3,0.1,beta_bimodal,log_uniform,3.782445935111088,3.6420794788303246,3.642079478830325,3.642079478830325,0.9628900297086094,1.0000000000000002,0.9628900297086095
4,2,3,0.1,beta_bimodal,log_uniform,3.605514677930525,3.605514677930525,3.605514677930525,3.605514677930525,1.0,1.0,1.0
4,2,3,0.1,beta_bimodal,log_uniform,3.5108403763108655,3.5108403763108655,3.5108403763108655,3.5108403763108655,1.0,1.0,1.0
4,3,2,0.1,homogeneous,flat,3.4775999999999994,3.4775999999999994,3.4037999999999995,3.419999999999999,1.0,0.9787784679089028,0.9787784679089028
4,3,2,0.1,homogeneous,log_uniform,3.5472860782730797,3.547286078273079,3.5103329463717734,3.534000615912198,0.9999999999999998,0.9895827032029807,0.9895827032029804
4,3,2,0.1,homogeneous,log_uniform,3.5213411477879744,3.5213411477879744,3.447729277084443,3.4867163918543858,1.0,0.9790955015109023,0.9790955015109023
4,3,2,0.1,homogeneous,log_uniform,3.5267678335772055,3.526767833577205,3.463931497286867,3.502066049068839,0.9999999999999999,0.9821830244417866,0.9821830244417865
4,3,2,0.1,beta_bimodal,flat,3.5990463953542515,3.5990463953542515,3.576413168632209,3.5984634934816695,1.0,0.9937113267694304,0.9937113267694304
4,3,2,0.1,beta_bimodal,flat,3.5983702983266306,3.5983702983266306,3.596170190803751,3.597469844713717,1.0,0.999388582235713,0.999388582235713
4,3,2,0.1,beta_bimodal,flat,3.599189123499323,3.599189123499323,3.59243731441427,3.59871987952109,1.0,0.9981240749364988,0.9981240749364988
4,3,2,0.1,beta_bimodal,log_uniform,3.4322240644587643,3.4249917010922752,3.4194729715203347,3.4249917010922752,0.9978928055888363,0.9983886881915128,0.9962848891275866
4,3,2,0.1,beta_bimodal,log_uniform,3.5320580692076473,3.5320580692076473,3.5318032310478293,3.5320580692076473,1.0,0.9999278499518341,0.9999278499518341
4,3,2,0.1,beta_bimodal,log_uniform,3.686987556284941,3.686987556284941,3.631289096285111,3.6853636994790175,1.0,0.9848932335274947,0.9848932335274947
4,3,3,0.1,homogeneous,flat,3.4775999999999994,3.419999999999999,3.258,3.419999999999999,0.9834368530020703,0.9526315789473687,0.9368530020703936
4,3,3,0.1,homogeneous,log_uniform,3.5541950393343984,3.510961642245102,3.4895679085202467,3.510961642245102,0.9878359525544235,0.9939065885917299,0.9818166616916288
4,3,3,0.1,homogeneous,log_uniform,3.543272589285068,3.496450637963208,3.467161305162138,3.496450637963208,0.9867856761956586,0.9916231241811176,0.9785194951263158
4,3,3,0.1,homogeneous,log_uniform,3.5565403932527913,3.5283228492205554,3.50357109633896,3.5283228492205554,0.9920660133410074,0.9929848389902689,0.9851065105251382
4,3,3,0.1,beta_bimodal,flat,3.599355813859467,3.596783806311972,3.595257720044716,3.596783806311972,0.9992854255926599,0.9995757080910512,0.9988614368718505
4,3,3,0.1,beta_bimodal,flat,3.58731396156448,3.5737517285022498,3.5689011494113454,3.5737517285022498,0.9962193905502724,0.9986427207429607,0.9948672426360182
4,3,3,0.1,beta_bimodal,flat,3.5999993528271106,3.5999912679242887,3.5999896586561797,3.5999912679242887,0.9999977541932569,0.9999995529799965,0.9999973071742573
4,3,3,0.1,beta_bimodal,log_uniform,3.403122648586038,3.328398059750131,3.2599204216603814,3.328398059750131,0.9780423462354628,0.9794262474438258,0.9579203450145544
4,3,3,0.1,beta_bimodal,log_uniform,3.777170203393687,3.7769395905622942,3.7765805858771246,3.7769395905622942,0.999938945607697,0.9999049482586201,0.9998438996696435
4,3,3,0.1,beta_bimodal,log_uniform,3.4379305714957566,3.38668790115438,3.386669713444667,3.38668790115438,0.9850949083247245,0.999994629646946,0.985089618017275
5,2,2,0.1,homogeneous,flat,3.24,3.24,3.24,3.24,1.0,1.0,1.0
5,2,2,0.1,homogeneous,log_uniform,3.7244317865044825,3.7244317865044825,3.7244317865044825,3.7244317865044825,1.0,1.0,1.0
5,2,2,0.1,homogeneous,log_uniform,3.749645265682956,3.7496452656829553,3.749645265682955,3.7496452656829553,0.9999999999999998,0.9999999999999999,0.9999999999999997
5,2,2,0.1,homogeneous,log_uniform,3.884993231068064,3.8849932310680644,3.884993231068064,3.884993231068064,1.0000000000000002,0.9999999999999999,1.0
5,2,2,0.1,beta_bimodal,flat,3.862289666556364,3.862289666556364,3.862289666556364,3.862289666556364,1.0,1.0,1.0
5,2,2,0.1,beta_bimodal,flat,3.920381950117426,3.920381950117426,3.920381950117426,3.920381950117426,1.0,1.0,1.0
5,2,2,0.1,beta_bimodal,flat,3.399315406141044,3.399315406141044,3.399315406141044,3.399315406141044,1.0,1.0,1.0
5,2,2,0.1,beta_bimodal,log_uniform,3.6016288346504033,3.3785788129540455,3.3785788129540455,3.3785788129540455,0.9380696812646414,1.0,0.9380696812646414
5,2,2,0.1,beta_bimodal,log_uniform,3.4346670977630867,3.4346670977630867,3.434667097763086,3.4346670977630867,1.0,0.9999999999999999,0.9999999999999999
5,2,2,0.1,beta_bimodal,log_uniform,4.181370783114223,4.135838952649828,4.135838952649828,4.135838952649828,0.9891107885843878,1.0,0.9891107885843878
5,2,3,0.1,homogeneous,flat,3.807,3.8069999999999995,3.806999999999999,3.806999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999998
5,2,3,0.1,homogeneous,log_uniform,4.025393656115441,4.022696755804349,4.022696755804349,4.022696755804349,0.9993300281807233,1.0,0.9993300281807233
5,2,3,0.1,homogeneous,log_uniform,3.914329644570859,3.8378159927692455,3.8378159927692455,3.8378159927692455,0.9804529360709983,1.0,0.9804529360709983
5,2,3,0.1,homogeneous,log_uniform,3.9252157757120294,3.8397305111338125,3.839730511133813,3.839730511133813,0.9782215120230658,1.0000000000000002,0.978221512023066
5,2,3,0.1,beta_bimodal,flat,3.94402424729583,3.94402424729583,3.94402424729583,3.94402424729583,1.0,1.0,1.0
5,2,3,0.1,beta_bimodal,flat,4.01266147119141,4.00624712967715,4.006247129677149,4.00624712967715,0.9984014745424424,0.9999999999999998,0.9984014745424422
5,2,3,0.1,beta_bimodal,flat,3.969434594447213,3.969434594447213,3.969434594447213,3.969434594447213,1.0,1.0,1.0
5,2,3,0.1,beta_bimodal,log_uniform,4.588828009506407,4.58882546824517,4.58882546824517,4.58882546824517,0.9999994462069113,1.0,0.9999994462069113
5,2,3,0.1,beta_bimodal,log_uniform,4.072214570810222,4.072214570810222,4.072214570810222,4.072214570810222,1.0,1.0,1.0
5,2,3,0.1,beta_bimodal,log_uniform,4.525267866490878,4.114369898228715,3.807909949738187,4.114369898228715,0.9091991943051996,0.9255147310351306,0.8414772477747342
5,3,2,0.1,homogeneous,flat,4.140000000000001,4.140000000000001,4.14,4.140000000000001,1.0,0.9999999999999998,0.9999999999999998
5,3,2,0.1,homogeneous,log_uniform,4.292360797152725,4.2737328151090255,4.269601319904614,4.2719171645853065,0.9956602012449522,0.9990332818210335,0.9946976784283352
5,3,2,0.1,homogeneous,log_uniform,4.316220955712357,4.307316430789005,4.307316430789005,4.307316430789005,0.9979369626776017,1.0,0.9979369626776017
5,3,2,0.1,homogeneous,log_uniform,4.258104781670345,4.254125080361494,4.254125080361494,4.254125080361494,0.9990653820154961,1.0,0.9990653820154961
