G,replicate,pool_count,candidates,cache_convolutions,cache_seconds,one_scratch_seconds,one_reuse_seconds,one_speedup,sweep_scratch_convolutions,sweep_reuse_convolutions,sweep_scratch_seconds,sweep_reuse_seconds,sweep_speedup,max_abs_error
8,4,4,246,255,0.00022295897360891104,6.108300294727087e-05,3.912497777491808e-05,1.561227799250776,11076,0,0.020300666976254433,0.011527499998919666,1.727648853863105,0.0
8,5,5,218,255,0.00022487499518319964,6.0165999457240105e-05,3.8457976188510656e-05,1.5644608848453845,9228,0,0.01735249999910593,0.009965542005375028,1.7028253110893663,0.0
8,6,3,246,255,0.0002542499569244683,6.583298090845346e-05,3.995798761025071e-05,1.6475549657451931,11076,0,0.019701249955687672,0.011296958022285253,1.7055575478466571,0.0
8,7,3,246,255,0.0002339589991606772,6.587500683963299e-05,4.0000013541430235e-05,1.6468746134648826,11076,0,0.020174000004772097,0.011245000001508743,1.7574764404677818,0.0
8,8,4,246,255,0.0002614169497974217,6.524997297674417e-05,3.650004509836435e-05,1.7876682837213307,11076,0,0.020185375004075468,0.011515667021740228,1.7139535603939493,0.0
8,9,4,246,255,0.0002423750120215118,6.379198748618364e-05,4.395894939079881e-05,1.451171794827657,11076,0,0.019865292008034885,0.011518458020873368,1.6891058611640817,0.0
8,10,5,218,255,0.000225916039198637,6.079103332012892e-05,3.845803439617157e-05,1.5807108780936698,9228,0,0.01685195800382644,0.009764040994923562,1.6868899381915303,0.0
8,11,4,246,255,0.00023612496443092823,6.262504030019045e-05,3.8792029954493046e-05,1.614379045738414,11076,0,0.020181833009701222,0.011508541007060558,1.7183828862131767,0.0
10,0,6,967,1023,0.0008666670182719827,0.00011129199992865324,6.491696694865823e-05,1.7143746105185762,97274,0,0.16924875002587214,0.09548766701482236,1.7565245167668442,0.0
10,1,5,967,1023,0.0009240839863196015,0.00011554098455235362,7.700000423938036e-05,1.5005321842990513,97274,0,0.16869066702201962,0.09412875003181398,1.7747042343823003,0.0
10,2,6,967,1023,0.0009491669479757547,0.00012224999954923987,7.104099495336413e-05,1.720837378889367,97274,0,0.17300570796942338,0.09785612497944385,1.7509761329029818,0.0
10,3,5,967,1023,0.0009535829885862768,0.0001194580108858645,7.587502477690578e-05,1.5744049011793424,97274,0,0.16548212501220405,0.09585608297493309,1.7093553971621225,0.0
10,4,5,967,1023,0.0008937499951571226,0.00011504202848300338,7.216702215373516e-05,1.5941080156796954,97274,0,0.16728379199048504,0.09405420901020989,1.7618471607275854,0.0
10,5,4,1012,1023,0.0009594589937478304,0.0001182499690912664,7.079099304974079e-05,1.67040980775872,108884,0,0.18630062497686595,0.10295250004855916,1.7928699130868566,0.0
10,6,5,967,1023,0.0009199160267598927,0.00011304102372378111,7.100001676008105e-05,1.592126718867722,97274,0,0.1707124580279924,0.0947326670284383,1.7847135181856975,0.0
10,7,5,967,1023,0.0009224169771187007,0.0001242079888470471,7.0915964897722e-05,1.7514813346498928,97274,0,0.1674196669482626,0.0949366670101881,1.746518535170141,0.0
10,8,7,847,1023,0.0009328330052085221,0.00011399999493733048,7.216702215373516e-05,1.5796688228936457,81194,0,0.14093570795375854,0.07909608399495482,1.761059792343196,0.0
10,9,5,967,1023,0.0009441250003874302,0.00011245801579207182,7.49579630792141e-05,1.5002811065347175,97274,0,0.17208662495249882,0.09589379094541073,1.7770583275338006,0.0
10,10,4,1012,1023,0.0009511670214124024,0.00011750002158805728,7.112498860806227e-05,1.6520216577544484,108884,0,0.18783374998020008,0.10463929100660607,1.7788894327019427,0.0
10,11,6,967,1023,0.000929832982365042,0.00011545803863555193,7.166602881625295e-05,1.611056738354777,97274,0,0.16838187497342005,0.09537233295850456,1.7484744328264439,0.0
12,0,7,512,4095,0.003524416999425739,0.0002176659763790667,0.00012570800026878715,1.7315204753369415,174584,0,0.3153286669985391,0.19011033297283575,1.6284714755162,0.0
12,1,5,512,4095,0.003790082992054522,0.00023966701701283455,0.00012804201105609536,1.8717842295356961,174076,0,0.2968444590223953,0.18441604200052097,1.5772305977507663,0.0
12,2,6,512,4095,0.0035643749870359898,0.00022183399414643645,0.00013712502550333738,1.6177498843275504,174076,0,0.30295241699786857,0.18481133301975206,1.6082350543147093,0.0
12,3,5,512,4095,0.0036247079842723906,0.00021283398382365704,0.00013370899250730872,1.5917701557135226,174076,0,0.29698358400492,0.1831009999732487,1.5904804285036203,0.0
12,4,6,512,4095,0.0036002079723402858,0.00021908298367634416,0.00013779097935184836,1.589966082735483,174076,0,0.3052823330508545,0.18592683301540092,1.6107587152727219,0.0
12,5,5,512,4095,0.0036002499982714653,0.0002198750153183937,0.00012891704682260752,1.7055542361356308,174076,0,0.2977167919743806,0.18085916701238602,1.613996166740457,0.0
12,6,5,512,4095,0.003554416005499661,0.00021399999968707561,0.00013104197569191456,1.633064508964662,174076,0,0.3025178340030834,0.1801773330080323,1.6465190998688135,0.0
12,7,8,512,4095,0.003801874991040677,0.00021816696971654892,0.00013987504644319415,1.559727594479481,174584,0,0.30825162504334,0.19214333302807063,1.5731521488051652,0.0
12,8,7,512,4095,0.0037253329646773636,0.00022666703443974257,0.0001686670002527535,1.343873040369924,174584,0,0.3144937090110034,0.1917432090267539,1.6089223657522846,0.0
12,9,5,512,4095,0.0036357080098241568,0.00021241698414087296,0.00013041700003668666,1.628752264513978,174076,0,0.29809137497795746,0.18100137502187863,1.614471860600041,0.0
12,10,6,512,4095,0.003587291983421892,0.0002209999947808683,0.00013720901915803552,1.6106812521290852,174076,0,0.3065176659729332,0.18531120795523748,1.6226580204314383,0.0
12,11,6,512,4095,0.0037674580235034227,0.00022720801644027233,0.00013000000035390258,1.7477539678595206,174076,0,0.30266416602535173,0.1866017910069786,1.5898794976960222,0.0
