agents,healthStatus,solveConicGibbsGreedyDynamic,PPO_4Bucket_50000000,PPO_4Bucket_20000000,PPO_5Bucket_50000000,PPO_5Bucket_20000000,solveMILP
"[(0, 2, 0.7736565106027311), (1, 3, 0.05510232187337161), (2, 2, 0.5816889053482198), (3, 1, 0.2917262272420046), (4, 3, 0.4768925350245702), (5, 2, 0.19103317317756585), (6, 1, 0.15915272081719978), (7, 2, 0.6592147045743723), (8, 3, 0.5582858579914822), (9, 1, 0.05151155660018425), (10, 1, 0.7156273200754142), (11, 2, 0.7454542526334051), (12, 2, 0.7550766680072852), (13, 1, 0.9038328128521329), (14, 3, 0.38932679290531713), (15, 1, 0.4913888831184523), (16, 2, 0.11961540686527727), (17, 1, 0.7755988177385503), (18, 1, 0.8423416226073215), (19, 2, 0.012205917820275136), (20, 3, 0.6200561285301437), (21, 1, 0.31016687890972316), (22, 3, 0.1336860643359249), (23, 2, 0.08542361930139841), (24, 2, 0.32435048067723893), (25, 1, 0.5559802419278523), (26, 1, 0.21272192798022338), (27, 3, 0.9787493046205404), (28, 2, 0.9345038046969091), (29, 1, 0.8030771247576878), (30, 1, 0.9871059499795768), (31, 3, 0.5397878067005866), (32, 2, 0.028176596964292533), (33, 2, 0.9662393668527663), (34, 3, 0.25359935280446677), (35, 2, 0.9126508873754959), (36, 1, 0.4580157116137642), (37, 3, 0.04734828421043413), (38, 3, 0.11750582067465842), (39, 2, 0.7033952806479669), (40, 3, 0.547265876922444), (41, 2, 0.5478611596584859), (42, 3, 0.978943286438331), (43, 1, 0.22120846478496126), (44, 3, 0.7727444732016758), (45, 2, 0.623842202291332), (46, 2, 0.6655575928793623), (47, 1, 0.04130850484260118), (48, 3, 0.9418923703582868), (49, 3, 0.9593330200200101)]","[1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1]",9,15,14,14,14,9
"[(0, 2, 0.4558100338895076), (1, 2, 0.14974737777747138), (2, 2, 0.9011259591213764), (3, 3, 0.6115536270984543), (4, 3, 0.2764541441101601), (5, 2, 0.2970660258634643), (6, 1, 0.07910009906096938), (7, 3, 0.3871620778271254), (8, 1, 0.2015390062691298), (9, 2, 0.036970709551025216), (10, 3, 0.3848412834539017), (11, 1, 0.6991735690024956), (12, 3, 0.4505574206261501), (13, 1, 0.9972663152472417), (14, 1, 0.9207836271252059), (15, 2, 0.9332789499291348), (16, 2, 0.9667916481395307), (17, 2, 0.9796737505371017), (18, 2, 0.8014247706532198), (19, 2, 0.6666053921376458), (20, 2, 0.9926713700257023), (21, 3, 0.4859450886418534), (22, 3, 0.4170840647844487), (23, 1, 0.7206593442928575), (24, 2, 0.48751732250618685), (25, 2, 0.8774660980217722), (26, 1, 0.8574374929893227), (27, 3, 0.9925980775555056), (28, 2, 0.38458555007881745), (29, 2, 0.23813462440479094), (30, 3, 0.14427079008974908), (31, 1, 0.7549428671777412), (32, 2, 0.6098635451297688), (33, 2, 0.3786753042014831), (34, 2, 0.37092315955177657), (35, 2, 0.0707646140124022), (36, 2, 0.27587635952518463), (37, 2, 0.718810468341257), (38, 3, 0.9868899554267712), (39, 1, 0.26147882070784567), (40, 3, 0.6175282664392163), (41, 3, 0.08864467333956727), (42, 1, 0.10684809612596602), (43, 1, 0.6251235447356277), (44, 2, 0.6847014509274897), (45, 3, 0.47890345540841306), (46, 2, 0.7944627520374024), (47, 3, 0.31838749519274256), (48, 2, 0.7044582423109138), (49, 3, 0.5878190934908782)]","[0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1]",14,12,0,12,12,14
"[(0, 3, 0.49266874162340824), (1, 3, 0.16988594204941854), (2, 2, 0.31176205351679187), (3, 1, 0.2972700782604476), (4, 2, 0.6180272739672379), (5, 1, 0.7492180610608553), (6, 2, 0.2548790755724638), (7, 3, 0.040930788182446665), (8, 3, 0.9126428205827558), (9, 3, 0.15158301900427462), (10, 3, 0.9361057733236379), (11, 1, 0.7116926781995488), (12, 2, 0.9618265182696537), (13, 3, 0.5010855813061214), (14, 1, 0.23407895074224094), (15, 1, 0.9667778262392012), (16, 1, 0.10419245075056094), (17, 1, 0.5499619049541911), (18, 1, 0.39356993753485325), (19, 3, 0.7950039510484495), (20, 1, 0.0061903799681140015), (21, 3, 0.16950955713616467), (22, 1, 0.389420684977953), (23, 2, 0.2894411312548387), (24, 3, 0.1756377262140265), (25, 2, 0.602746751514751), (26, 1, 0.7047787611336087), (27, 2, 0.8353246583865409), (28, 1, 0.4888908432020168), (29, 3, 0.6793576481329895), (30, 2, 0.9421998598642994), (31, 2, 0.7622231583223728), (32, 2, 0.8736030894720804), (33, 3, 0.019500085295329095), (34, 2, 0.47474304342490337), (35, 1, 0.38715092574704624), (36, 3, 0.6316195264941016), (37, 3, 0.9742479351370567), (38, 2, 0.4459762754330149), (39, 3, 0.8489442349436375), (40, 1, 0.7637820858377147), (41, 3, 0.45759834569877134), (42, 2, 0.5311980730496679), (43, 3, 0.08703956039001282), (44, 3, 0.6169841550465024), (45, 2, 0.7173310553363064), (46, 1, 0.7066689015374606), (47, 3, 0.831222535962479), (48, 3, 0.15793787638785295), (49, 1, 0.7823565344802481)]","[1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1]",17,9,15,6,8,17
"[(0, 3, 0.689941835786625), (1, 1, 0.38561425824066775), (2, 3, 0.7356990399683199), (3, 1, 0.7760886793002963), (4, 3, 0.38319132245297716), (5, 2, 0.01460692477654979), (6, 2, 0.9732339950113444), (7, 1, 0.7102333458836986), (8, 3, 0.9540278415994682), (9, 1, 0.6032876961162479), (10, 2, 0.8067721347689449), (11, 3, 0.08423003454008049), (12, 3, 0.9567872496284521), (13, 2, 0.09995506476375793), (14, 2, 0.36778296242622655), (15, 1, 0.07302860862984994), (16, 2, 0.12035873878678849), (17, 2, 0.1693852071744799), (18, 2, 0.37928320418243744), (19, 1, 0.3175988140488831), (20, 3, 0.5035881594420083), (21, 2, 0.8416285733390538), (22, 1, 0.7096694585878816), (23, 3, 0.11543349561427263), (24, 3, 0.16193398569754947), (25, 1, 0.20828907389223061), (26, 2, 0.19566146283827668), (27, 3, 0.5479131350113512), (28, 2, 0.16770849424472878), (29, 1, 0.6232583315497479), (30, 1, 0.5894483417088153), (31, 1, 0.29862120861967456), (32, 1, 0.6841989312503128), (33, 2, 0.6373126532058175), (34, 2, 0.6441468558756752), (35, 1, 0.8071838717715812), (36, 1, 0.02811742293337749), (37, 3, 0.21952602304448754), (38, 1, 0.6215240814626409), (39, 2, 0.23760750931372054), (40, 1, 0.24198941859406276), (41, 2, 0.5830990727570615), (42, 3, 0.23006494934381527), (43, 3, 0.3272681069201758), (44, 2, 0.8814863746493115), (45, 1, 0.833710253537351), (46, 2, 0.9730951584270561), (47, 2, 0.2000934475021695), (48, 2, 0.5531580753240201), (49, 3, 0.5485304449214363)]","[1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0]",15,12,12,12,12,15
"[(0, 1, 0.770646631287863), (1, 2, 0.08516113170108874), (2, 2, 0.07053309717533984), (3, 2, 0.057087554598494794), (4, 2, 0.4336097084874154), (5, 2, 0.2181284078190766), (6, 3, 0.4277259512811866), (7, 3, 0.2801276464607324), (8, 1, 0.0954646597045693), (9, 2, 0.5994124091830767), (10, 2, 0.34961372931867973), (11, 3, 0.3407145326709261), (12, 3, 0.7443045166506826), (13, 3, 0.8523593033303325), (14, 1, 0.8643306162106205), (15, 1, 0.6756996867388556), (16, 2, 0.2619653069911567), (17, 2, 0.7719074250821029), (18, 2, 0.50980819559143), (19, 1, 0.7714531978619291), (20, 1, 0.6386170790417356), (21, 3, 0.15697780209716983), (22, 1, 0.887744630616636), (23, 1, 0.36177309570202953), (24, 3, 0.9106916529297362), (25, 1, 0.3976794930435723), (26, 1, 0.8280563639412308), (27, 2, 0.12535246480921147), (28, 1, 0.27315084642929655), (29, 3, 0.33017892016752515), (30, 2, 0.5692065814138128), (31, 1, 0.6147662478099739), (32, 3, 0.7048751647069378), (33, 3, 0.14341151701917554), (34, 1, 0.07396108845978855), (35, 1, 0.36598213010267056), (36, 1, 0.1057247665174269), (37, 1, 0.9535244468153633), (38, 2, 0.8063155796743536), (39, 1, 0.24475236257343558), (40, 1, 0.003326131631926521), (41, 2, 0.14192185980521688), (42, 2, 0.7517319163059097), (43, 3, 0.4541736236271857), (44, 3, 0.1281682424523516), (45, 2, 0.6340176627178903), (46, 3, 0.22068117945197363), (47, 3, 0.2922464989147969), (48, 1, 0.4330306796185244), (49, 3, 0.9539770910459358)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1]",9,13,14,14,13,9
"[(0, 3, 0.3820750296805936), (1, 2, 0.6692209088577143), (2, 2, 0.3698038892793889), (3, 2, 0.27774359170328256), (4, 3, 0.9093287796651666), (5, 2, 0.019577268586651764), (6, 1, 0.15079451390442955), (7, 2, 0.8005683703624427), (8, 2, 0.6406667697810471), (9, 2, 0.1530749657296292), (10, 2, 0.6878038492312736), (11, 1, 0.13328833607228507), (12, 2, 0.3693390682461253), (13, 3, 0.4241119468126403), (14, 2, 0.8419135042415915), (15, 3, 0.10619942234627644), (16, 3, 0.6623909017732404), (17, 2, 0.6633285357586272), (18, 1, 0.8321471219137645), (19, 1, 0.9713907091296047), (20, 2, 0.4570515292419418), (21, 1, 0.7429358109361098), (22, 2, 0.3257038250867236), (23, 2, 0.9072582751235456), (24, 1, 0.035479493892706215), (25, 1, 0.10898111370025465), (26, 2, 0.4718580399831027), (27, 3, 0.8668413257762699), (28, 2, 0.962254365327214), (29, 1, 0.9526806243400002), (30, 3, 0.6107914612740194), (31, 3, 0.3747755273424229), (32, 1, 0.0227678349134941), (33, 3, 0.5620029313730919), (34, 1, 0.35084931406057107), (35, 3, 0.6051147697345713), (36, 2, 0.8327914717581663), (37, 2, 0.09160289744213057), (38, 1, 0.8913464681422463), (39, 1, 0.20749164324028624), (40, 1, 0.7738513725744582), (41, 2, 0.643045975944567), (42, 2, 0.18506096436153574), (43, 3, 0.8286727695833876), (44, 3, 0.6206427312426238), (45, 2, 0.9347737047070215), (46, 2, 0.475145068137229), (47, 1, 0.5784344258555172), (48, 3, 0.23453108600400274), (49, 3, 0.1350143858252596)]","[1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0]",7,13,13,13,13,7
"[(0, 2, 0.1760177844188644), (1, 3, 0.13438843125297883), (2, 3, 0.2807548705530233), (3, 2, 0.014053521552282233), (4, 3, 0.40673095862141573), (5, 3, 0.3558213163412761), (6, 3, 0.0359205474249088), (7, 1, 0.9857979669766166), (8, 3, 0.8943821838054213), (9, 2, 0.8887567980167889), (10, 3, 0.3624587589986292), (11, 2, 0.36294909240672824), (12, 2, 0.023629139652629028), (13, 2, 0.40290534564447955), (14, 2, 0.22989038368828352), (15, 2, 0.7376054273186549), (16, 3, 0.45220017066345275), (17, 2, 0.565465033103225), (18, 1, 0.29534935772366244), (19, 1, 0.5381881000920039), (20, 2, 0.8792636012426691), (21, 1, 0.5657617786336235), (22, 2, 0.17743944775694975), (23, 2, 0.41482557988506163), (24, 2, 0.3161542793954134), (25, 1, 0.03761301105458292), (26, 3, 0.9854846520592178), (27, 2, 0.006346706447562522), (28, 2, 0.40610096054454525), (29, 1, 0.8673403138405089), (30, 3, 0.3093733089395303), (31, 1, 0.44213198106710005), (32, 3, 0.7798067799297038), (33, 1, 0.1132842661289406), (34, 2, 0.4013825146646005), (35, 1, 0.9693250235788867), (36, 2, 0.20653469004560432), (37, 3, 0.9707887039505628), (38, 2, 0.9875685382545224), (39, 3, 0.4505220904332059), (40, 3, 0.5288392957382096), (41, 3, 0.9445166688241339), (42, 1, 0.2531807146254482), (43, 3, 0.8499252320223546), (44, 3, 0.7945018038272947), (45, 3, 0.4415190286507037), (46, 3, 0.034447486410394745), (47, 3, 0.630540559267659), (48, 3, 0.8607303222817547), (49, 3, 0.8048160076824509)]","[0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1]",8,9,14,15,14,8
"[(0, 2, 0.19353576432703057), (1, 1, 0.4008113997860754), (2, 1, 0.10061386282069995), (3, 3, 0.7843919943961168), (4, 1, 0.11430075563051201), (5, 2, 0.1962286337197514), (6, 1, 0.6929749229648323), (7, 3, 0.28830187732440427), (8, 3, 0.9922753773735321), (9, 1, 0.6406024203749932), (10, 2, 0.9511704614545884), (11, 1, 0.5621538605802918), (12, 3, 0.8665108526060923), (13, 1, 0.8107212786165461), (14, 2, 0.9043656667706707), (15, 2, 0.3169474138319922), (16, 2, 0.3268159089067664), (17, 2, 0.07876001077682582), (18, 1, 0.1277432106366604), (19, 2, 0.7973309839719762), (20, 3, 0.4140428022250371), (21, 1, 0.695984516097843), (22, 2, 0.9152601086727649), (23, 2, 0.3321288547660812), (24, 1, 0.002916174479226319), (25, 2, 0.5378072690126788), (26, 3, 0.7819903422748407), (27, 2, 0.37538641862792055), (28, 3, 0.28575650244585815), (29, 2, 0.015345410597268572), (30, 3, 0.5988921046189833), (31, 2, 0.7655838403543591), (32, 1, 0.9688830241621628), (33, 3, 0.03482255394903877), (34, 1, 0.9982144436513096), (35, 2, 0.08833590751590237), (36, 3, 0.4825994731863744), (37, 3, 0.24243835418498472), (38, 3, 0.8895817505159375), (39, 1, 0.4543048634985617), (40, 1, 0.7125975012777921), (41, 3, 0.7206408737118409), (42, 3, 0.03966056760433245), (43, 2, 0.5260808343632961), (44, 1, 0.14478500794431215), (45, 2, 0.5170220235637712), (46, 2, 0.6419437889717196), (47, 3, 0.9040051623215175), (48, 3, 0.3145432330600816), (49, 3, 0.42363839437921447)]","[1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0]",16,14,9,14,14,16
"[(0, 1, 0.17797165706933382), (1, 2, 0.7187127109497826), (2, 3, 0.25403924675808787), (3, 1, 0.05197109731259031), (4, 2, 0.12180996048422588), (5, 1, 0.5584780201431083), (6, 3, 0.08077346482393999), (7, 3, 0.6413851927774026), (8, 2, 0.17270383703207492), (9, 1, 0.7196178872027312), (10, 1, 0.3720871521607996), (11, 2, 0.025842637806052893), (12, 2, 0.5822292026479033), (13, 3, 0.9632516616504564), (14, 1, 0.17713497010445456), (15, 2, 0.16579840973121418), (16, 3, 0.8945967251540429), (17, 2, 0.35149330673843704), (18, 1, 0.5930993902147097), (19, 3, 0.22072520364346893), (20, 2, 0.8728963043794242), (21, 2, 0.604816592948814), (22, 2, 0.08565405067382126), (23, 1, 0.2184388735223759), (24, 1, 0.5102155789113808), (25, 2, 0.16780487758122364), (26, 2, 0.4094985535202893), (27, 2, 0.3725310621759701), (28, 1, 0.6577551655105385), (29, 3, 0.9261355989248777), (30, 2, 0.4024285816683506), (31, 1, 0.17766595404641528), (32, 2, 0.5190551075975324), (33, 1, 0.4727797041936165), (34, 1, 0.614844643611259), (35, 2, 0.83138773513757), (36, 2, 0.1719126161413631), (37, 3, 0.08225453824268658), (38, 1, 0.5198545763040208), (39, 3, 0.13364491641395315), (40, 2, 0.24817555041426242), (41, 1, 0.19248804301781253), (42, 1, 0.5403886004281362), (43, 2, 0.9361972429021841), (44, 1, 0.19827106138519446), (45, 2, 0.44853909409964854), (46, 3, 0.6741972465676371), (47, 1, 0.323967616259771), (48, 2, 0.3031933214629172), (49, 2, 0.6127069957712931)]","[0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]",0,13,13,13,13,0
"[(0, 3, 0.8383303522488236), (1, 2, 0.1335525349684744), (2, 3, 0.3517739312240161), (3, 1, 0.13986388952633366), (4, 3, 0.0654976044843204), (5, 2, 0.4850347483051344), (6, 3, 0.32613105825084676), (7, 2, 0.05193479713959093), (8, 3, 0.1642138319112756), (9, 2, 0.5949852391257902), (10, 3, 0.8944672684410163), (11, 3, 0.8160415495815074), (12, 3, 0.32573760692555376), (13, 2, 0.9029005409815462), (14, 3, 0.34974340408198934), (15, 2, 0.7366331398758748), (16, 2, 0.7573641978713074), (17, 3, 0.96405254153193), (18, 2, 0.5733302660342078), (19, 3, 0.7899140199202661), (20, 3, 0.13177243353267798), (21, 2, 0.26603671676383267), (22, 1, 0.06377198660210825), (23, 2, 0.2490180057069663), (24, 1, 0.4843344498245541), (25, 2, 0.38938386244740397), (26, 2, 0.4480548589538639), (27, 1, 0.18634685559444275), (28, 1, 0.050646915376653334), (29, 3, 0.6551402003666984), (30, 3, 0.179084222661114), (31, 2, 0.2818528971134452), (32, 2, 0.822083624434248), (33, 2, 0.9864502109982117), (34, 2, 0.21205202216456165), (35, 3, 0.7704590042242063), (36, 1, 0.5912360826036057), (37, 2, 0.29933085568788753), (38, 3, 0.5706720004536255), (39, 2, 0.7910580313188179), (40, 3, 0.4822403025681944), (41, 1, 0.6696374207886914), (42, 2, 0.1834555665654214), (43, 3, 0.40605000534722147), (44, 3, 0.10955666234851713), (45, 1, 0.47454430802772063), (46, 3, 0.9434225414094373), (47, 1, 0.974460497545525), (48, 3, 0.006159451999832366), (49, 3, 0.5842533806632147)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0]",17,14,14,14,6,17
"[(0, 1, 0.8159248954338816), (1, 1, 0.4896512086319035), (2, 2, 0.70604339380838), (3, 1, 0.9290381778000043), (4, 1, 0.574716097423526), (5, 1, 0.07001551175279142), (6, 1, 0.921021131310453), (7, 1, 0.19381969683086575), (8, 2, 0.9543875290226046), (9, 1, 0.5930831169299395), (10, 1, 0.16577052976359707), (11, 3, 0.14259227364780913), (12, 2, 0.5271310365455376), (13, 2, 0.4867184638904244), (14, 1, 0.23363518852798915), (15, 1, 0.6179210386931216), (16, 2, 0.7569922695535244), (17, 1, 0.35170243009948077), (18, 1, 0.14348783972849044), (19, 1, 0.2844339730828884), (20, 2, 0.10166260199728538), (21, 3, 0.38956413828721703), (22, 3, 0.451186135548413), (23, 2, 0.2786225174618906), (24, 3, 0.45587602510709935), (25, 3, 0.038774584938882195), (26, 1, 0.5012130462823744), (27, 3, 0.5966130879578394), (28, 2, 0.9730167098972426), (29, 1, 0.24815916106195857), (30, 1, 0.6470916159526899), (31, 1, 0.5657672321911378), (32, 1, 0.563584708725003), (33, 2, 0.5413095754855913), (34, 1, 0.9133430062334188), (35, 3, 0.9826249054487425), (36, 3, 0.7107526069085829), (37, 2, 0.34028240321340786), (38, 3, 0.311492806943649), (39, 1, 0.5305629905601078), (40, 2, 0.2678161404244723), (41, 1, 0.6436419093590816), (42, 2, 0.3275875841823874), (43, 2, 0.2783741474968534), (44, 2, 0.41409813307521637), (45, 2, 0.07623454801104168), (46, 1, 0.15124128494023847), (47, 3, 0.9498105252091849), (48, 1, 0.14671618835888145), (49, 2, 0.9812443643577762)]","[1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]",15,12,12,5,12,15
"[(0, 1, 0.6627056607403883), (1, 3, 0.7108388051182599), (2, 3, 0.14323697742863917), (3, 3, 0.9482373540902526), (4, 3, 0.2724010208323524), (5, 1, 0.9239874613081381), (6, 3, 0.7476030662839493), (7, 3, 0.25779718858533285), (8, 1, 0.28003541787477293), (9, 3, 0.7021208966418829), (10, 1, 0.43467506752791496), (11, 3, 0.37382721716098144), (12, 1, 0.38003953798621803), (13, 2, 0.7556157541518462), (14, 2, 0.9158428283038744), (15, 3, 0.7448429150961173), (16, 3, 0.6550501840079161), (17, 1, 0.04172787891718377), (18, 3, 0.8022341742163752), (19, 1, 0.3263404551699983), (20, 2, 0.5654280459206019), (21, 3, 0.39573716300473016), (22, 1, 0.09008669740773845), (23, 2, 0.09981592580532672), (24, 1, 0.4544392133420929), (25, 2, 0.5787249776358921), (26, 2, 0.5460628275371584), (27, 1, 0.7823464322524455), (28, 3, 0.0036063920746528533), (29, 3, 0.27669976256101847), (30, 2, 0.1695231829398598), (31, 1, 0.6005028981613453), (32, 2, 0.8421182884416321), (33, 3, 0.11877855923855318), (34, 1, 0.4079560245247684), (35, 3, 0.39661474794575646), (36, 1, 0.1731380922656004), (37, 2, 0.051395963266103295), (38, 1, 0.1913742939605334), (39, 2, 0.7265119955318654), (40, 3, 0.07975631082416168), (41, 1, 0.579706351140777), (42, 3, 0.2593446007693253), (43, 2, 0.6353521379122861), (44, 1, 0.3665922518769392), (45, 2, 0.09139363432214087), (46, 3, 0.489992937897316), (47, 2, 0.8142136481306543), (48, 3, 0.7341901243732663), (49, 2, 0.006847470555595203)]","[1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0]",16,8,14,13,13,16
"[(0, 2, 0.5035667987928326), (1, 2, 0.713056136007066), (2, 2, 0.7191907233198856), (3, 3, 0.13898072700914832), (4, 2, 0.7959034858110567), (5, 3, 0.36656448855940205), (6, 3, 0.01094297490414009), (7, 1, 0.2045563229173608), (8, 2, 0.26882900669169063), (9, 1, 0.33481385633186045), (10, 1, 0.5731806207819323), (11, 1, 0.49568145354494275), (12, 3, 0.7415132705065725), (13, 1, 0.712512123180397), (14, 1, 0.8042425227655119), (15, 3, 0.9247464635584217), (16, 1, 0.9983142267279236), (17, 3, 0.9664708159291658), (18, 3, 0.13671658016982913), (19, 2, 0.5407805324326828), (20, 2, 0.5949688356614363), (21, 2, 0.7967023820676957), (22, 1, 0.7314388626484067), (23, 3, 0.07816111946875337), (24, 1, 0.37034509232465496), (25, 1, 0.997636533619586), (26, 3, 0.9714951751572553), (27, 1, 0.6996702677159925), (28, 1, 0.5069920681320162), (29, 2, 0.45040307978830163), (30, 1, 0.035738129583930967), (31, 2, 0.04142583586369253), (32, 2, 0.9689301880151643), (33, 3, 0.8092334687562763), (34, 1, 0.5785656729260966), (35, 1, 0.6016554945352498), (36, 3, 0.33909774475717425), (37, 3, 0.42371009125282744), (38, 3, 0.43304106580553636), (39, 3, 0.7291017310821124), (40, 2, 0.653695229173958), (41, 2, 0.41707583818334104), (42, 2, 0.14746820115098092), (43, 3, 0.9167982163824426), (44, 1, 0.509487020578207), (45, 2, 0.18552346318285973), (46, 2, 0.7052265073172167), (47, 1, 0.9374476689836972), (48, 3, 0.9044790609331623), (49, 2, 0.3647205745696891)]","[0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0]",17,15,6,14,9,17
"[(0, 2, 0.6467223200403853), (1, 3, 0.1892617624606555), (2, 2, 0.6094864059206981), (3, 1, 0.11582572078707831), (4, 2, 0.13448195629999882), (5, 2, 0.6100799083365728), (6, 3, 0.8972330295510216), (7, 1, 0.2174015347940932), (8, 1, 0.7410642112436255), (9, 2, 0.9142604878474713), (10, 2, 0.1577453469312925), (11, 2, 0.47269514703892535), (12, 3, 0.026883099423427148), (13, 3, 0.21701460855906052), (14, 1, 0.6105037132937526), (15, 1, 0.3093691761123304), (16, 2, 0.7227304541089173), (17, 1, 0.015615125521333262), (18, 3, 0.5150635009859968), (19, 2, 0.38636234782070544), (20, 2, 0.8692410688836447), (21, 1, 0.9329025782691698), (22, 1, 0.05490259630401806), (23, 3, 0.5351257290540176), (24, 1, 0.9031273794885964), (25, 2, 0.5739392286243424), (26, 2, 0.0063847917539858745), (27, 1, 0.21041789148296774), (28, 3, 0.2580737438030405), (29, 1, 0.08652940533252362), (30, 2, 0.49839308807942106), (31, 3, 0.03269300423298238), (32, 3, 0.45446175506239406), (33, 2, 0.3856041121838507), (34, 3, 0.6736377358235589), (35, 3, 0.30559515536868864), (36, 1, 0.6068197040920771), (37, 1, 0.9211882710232808), (38, 3, 0.5255173559821936), (39, 3, 0.1691969490636701), (40, 3, 0.17175205309799113), (41, 1, 0.26083102473469), (42, 3, 0.5726849263977292), (43, 3, 0.556304614246766), (44, 2, 0.4839832256494687), (45, 2, 0.5438181379426791), (46, 2, 0.5599735943599818), (47, 2, 0.710071018658303), (48, 1, 0.5257509871155714), (49, 1, 0.1256025553685134)]","[1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0]",7,6,7,5,0,7
