agents,healthStatus,solveConicGibbsGreedyDynamic,PPO_4Bucket_50000000,PPO_4Bucket_20000000,PPO_5Bucket_50000000,PPO_5Bucket_20000000,solveMILP
"[(0, 3, 0.48798329544921026), (1, 2, 0.6564810004044935), (2, 2, 0.6108562434170278), (3, 3, 0.568586264026574), (4, 3, 0.13226065640698248), (5, 3, 0.24248564274368867), (6, 2, 0.879268893629774), (7, 3, 0.20644222592627948), (8, 1, 0.33189609607168147), (9, 1, 0.6246265849055055), (10, 3, 0.023492985752830764), (11, 3, 0.041389801021628814), (12, 3, 0.7530578405238775), (13, 2, 0.20866368250153922), (14, 1, 0.3342137031034066), (15, 3, 0.10827226042872862), (16, 2, 0.2519475925249305), (17, 1, 0.7946927338718617), (18, 3, 0.005622306218066253), (19, 3, 0.5205450995720381), (20, 3, 0.7461629894520946), (21, 3, 0.7652359739208479), (22, 1, 0.8107335591322854), (23, 3, 0.24793141776914296), (24, 3, 0.6197563285465727), (25, 1, 0.7109678103473537), (26, 2, 0.6185943123653571), (27, 1, 0.8528296042419953), (28, 1, 0.8423151039471481), (29, 3, 0.7343466162557233), (30, 2, 0.581929417984503), (31, 2, 0.06944552270659365), (32, 1, 0.24384329438791053), (33, 3, 0.12274377678645465), (34, 3, 0.21709557866141438), (35, 1, 0.6370694560352016), (36, 2, 0.7402085630001903), (37, 2, 0.7833410118933336), (38, 1, 0.7751508956479882), (39, 1, 0.7289843057701151), (40, 1, 0.43958548525815344), (41, 1, 0.9379231540315259), (42, 1, 0.5934792616301775), (43, 3, 0.2957607280662393), (44, 1, 0.3678533836193417), (45, 1, 0.1423574790026787), (46, 3, 0.33106857303388715), (47, 3, 0.40535938884502154), (48, 3, 0.010099311812089007), (49, 1, 0.3658255975555562)]","[1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0]",17,8,9,9,0,17
"[(0, 2, 0.9175033866683429), (1, 1, 0.8024939095750881), (2, 2, 0.5081447416507509), (3, 1, 0.039801293178445274), (4, 1, 0.6049380711789447), (5, 2, 0.5744853452236547), (6, 3, 0.7066099732207256), (7, 2, 0.6935710381497485), (8, 2, 0.9440538200769066), (9, 3, 0.5141021733605787), (10, 2, 0.07712084404046193), (11, 2, 0.23633043121920483), (12, 2, 0.28689051638886676), (13, 1, 0.6496309001646969), (14, 3, 0.7741876617478859), (15, 1, 0.28871402979219485), (16, 1, 0.7359046129884327), (17, 3, 0.4065347494007292), (18, 2, 0.4098642009136947), (19, 1, 0.010292975115220648), (20, 2, 0.7673415073329252), (21, 2, 0.26024313136323685), (22, 2, 0.39901341361701126), (23, 2, 0.24299422169119755), (24, 1, 0.44326044240033113), (25, 2, 0.6746387677215021), (26, 1, 0.8311092147732543), (27, 3, 0.6463387905322642), (28, 2, 0.7773303716444955), (29, 2, 0.001758989016760082), (30, 2, 0.05989189688648722), (31, 3, 0.8865875837888962), (32, 2, 0.7016542236992552), (33, 1, 0.1852671019990444), (34, 3, 0.6770987993685064), (35, 3, 0.8090709989717264), (36, 1, 0.9274573356920991), (37, 2, 0.22249362678275286), (38, 1, 0.41755057188465705), (39, 2, 0.029692211743500785), (40, 3, 0.8446675464698964), (41, 2, 0.887880807537662), (42, 3, 0.7955498548454473), (43, 3, 0.14912793201932883), (44, 1, 0.4843062853132869), (45, 1, 0.5074175706470685), (46, 3, 0.7611777316081851), (47, 2, 0.05432337459451664), (48, 1, 0.8130949069190815), (49, 2, 0.5595031407756534)]","[1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1]",12,20,0,7,2,12
"[(0, 1, 0.0029589247053435352), (1, 2, 0.375142250687458), (2, 2, 0.490709193373132), (3, 3, 0.020150786128211307), (4, 1, 0.19101076869911582), (5, 1, 0.8981914228603682), (6, 2, 0.11555426820695391), (7, 3, 0.5219869312737713), (8, 3, 0.3778103104955839), (9, 1, 0.3140118412058148), (10, 3, 0.9280269406448808), (11, 1, 0.17018418100978683), (12, 1, 0.38479761154753755), (13, 2, 0.20583921247342007), (14, 3, 0.8735530351579623), (15, 1, 0.3093106049939248), (16, 2, 0.5675296663421079), (17, 1, 0.5073909969465096), (18, 1, 0.807757606405461), (19, 1, 0.739281577175401), (20, 3, 0.18511516615762535), (21, 2, 0.3271064726595292), (22, 2, 0.9084520893101887), (23, 3, 0.4922440264228575), (24, 3, 0.8199653573516233), (25, 2, 0.5509859966747134), (26, 2, 0.2863574350492971), (27, 2, 0.6619222495657777), (28, 3, 0.8812929797743728), (29, 1, 0.2941824206600553), (30, 2, 0.4307698408871392), (31, 3, 0.45169085293358613), (32, 2, 0.4136134571636465), (33, 1, 0.31479414179833576), (34, 1, 0.5077377696709722), (35, 3, 0.1493380625002224), (36, 2, 0.5742238612624921), (37, 3, 0.21392633973239028), (38, 3, 0.6152885039494667), (39, 1, 0.1918628981267565), (40, 3, 0.18827531087605087), (41, 1, 0.8278986440724854), (42, 3, 0.07815348422860036), (43, 3, 0.13718519665714257), (44, 3, 0.7566606307321471), (45, 2, 0.13789227283231031), (46, 2, 0.6255044719977492), (47, 1, 0.7046391063993669), (48, 2, 0.6840681238118779), (49, 1, 0.029254987317000714)]","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0]",21,0,9,18,12,18
"[(0, 2, 0.4736254968202297), (1, 3, 0.5627827555159903), (2, 1, 0.08798581499114844), (3, 1, 0.5737288699014059), (4, 3, 0.7186540949844143), (5, 1, 0.2946670520168746), (6, 3, 0.13135727313754852), (7, 1, 0.8651183895404561), (8, 1, 0.7116492137420231), (9, 3, 0.7622952115274055), (10, 1, 0.21227902427829914), (11, 1, 0.3188273983336958), (12, 2, 0.7435438962144442), (13, 2, 0.06401049654856383), (14, 1, 0.9301644015537152), (15, 2, 0.18217139663615078), (16, 1, 0.6857739968900934), (17, 1, 0.9601575608816519), (18, 2, 0.8491909521754971), (19, 3, 0.4661761508511514), (20, 1, 0.7071738780161365), (21, 1, 0.7835045559496628), (22, 3, 0.6085542397997478), (23, 2, 0.18169513372434376), (24, 1, 0.3125462965830116), (25, 2, 0.42728584409177983), (26, 2, 0.752550898155478), (27, 1, 0.11457521180588415), (28, 1, 0.22627333875838607), (29, 1, 0.5021134160544111), (30, 2, 0.9583003172499742), (31, 2, 0.8613816316960623), (32, 1, 0.16093049145088267), (33, 3, 0.7841480636030684), (34, 3, 0.14177877361173574), (35, 3, 0.5633016366883362), (36, 2, 0.1539559517135788), (37, 1, 0.20859192536325255), (38, 2, 0.9841956924348999), (39, 1, 0.9097267002178194), (40, 1, 0.3525785970445726), (41, 1, 0.5652671768749729), (42, 1, 0.9849495532999897), (43, 3, 0.024628558665888534), (44, 3, 0.581365352771429), (45, 3, 0.8140405786962605), (46, 3, 0.5243898035745888), (47, 3, 0.259693470854903), (48, 3, 0.9605900240690611), (49, 2, 0.8255167482593769)]","[1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1]",11,0,17,19,0,11
"[(0, 2, 0.5479678722841541), (1, 3, 0.7082444798328975), (2, 1, 0.5586620995043011), (3, 2, 0.4070072959819854), (4, 1, 0.2450017133479111), (5, 3, 0.3654233202308914), (6, 2, 0.11328884032394726), (7, 1, 0.5369598328782283), (8, 2, 0.26364188748174966), (9, 3, 0.1314439503577398), (10, 1, 0.2159430457161634), (11, 3, 0.31302031471209335), (12, 3, 0.2298648904867555), (13, 1, 0.04648827859032456), (14, 1, 0.5112074203972932), (15, 3, 0.6553399465632844), (16, 3, 0.12650133617185677), (17, 1, 0.05426217623386509), (18, 3, 0.7271458328948321), (19, 3, 0.5946835429581642), (20, 2, 0.34605961654319106), (21, 3, 0.7617851332439515), (22, 3, 0.23662972045490038), (23, 3, 0.2502648537101566), (24, 2, 0.9711432077750352), (25, 2, 0.7520851364448778), (26, 2, 0.4131105246548826), (27, 1, 0.6618833788815736), (28, 3, 0.0734916443131155), (29, 2, 0.16047990068761653), (30, 2, 0.755101671984254), (31, 1, 0.9892955764924312), (32, 1, 0.4015964465809151), (33, 2, 0.29287707088928583), (34, 2, 0.5445608462459267), (35, 3, 0.4751476179640184), (36, 2, 0.8760292631802262), (37, 1, 0.16883106750590893), (38, 1, 0.21404229788470774), (39, 3, 0.9273715014889656), (40, 3, 0.3632161450894472), (41, 2, 0.1576074359718973), (42, 2, 0.7785710439275696), (43, 2, 0.9286756189876135), (44, 2, 0.6411037993056397), (45, 3, 0.41342764517631625), (46, 1, 0.7259416233163094), (47, 2, 0.29405282393926513), (48, 3, 0.5924590847439634), (49, 2, 0.8296773278892757)]","[0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1]",10,10,10,0,16,10
"[(0, 2, 0.6812081834439345), (1, 3, 0.7297525055620743), (2, 3, 0.7005190637129634), (3, 2, 0.10030256632891055), (4, 1, 0.8657210534525441), (5, 1, 0.611621400626553), (6, 2, 0.5153970010457808), (7, 3, 0.8573614534853626), (8, 3, 0.7462895191167226), (9, 1, 0.9346878915798632), (10, 3, 0.5867016994194134), (11, 3, 0.4425166428026799), (12, 3, 0.6820016674334816), (13, 2, 0.006975748583041286), (14, 1, 0.08570265684471134), (15, 3, 0.5978542278443619), (16, 3, 0.26719163646786037), (17, 1, 0.026748149941020594), (18, 1, 0.7333297047495266), (19, 1, 0.1955286121438221), (20, 3, 0.03878368287145273), (21, 1, 0.5844908073867497), (22, 3, 0.039282327966625896), (23, 2, 0.5715706411484018), (24, 3, 0.316401788408773), (25, 2, 0.6598062858932886), (26, 2, 0.8952544128203751), (27, 1, 0.7268945855114322), (28, 2, 0.9349809481710558), (29, 2, 0.6550311952026271), (30, 1, 0.8977041049530812), (31, 3, 0.5773313862006868), (32, 1, 0.7981249817486932), (33, 3, 0.5103065036988517), (34, 1, 0.33884128511061695), (35, 1, 0.8001567356940168), (36, 2, 0.7946834774390259), (37, 2, 0.6553543801180829), (38, 3, 0.5762024247033375), (39, 2, 0.9429655230343054), (40, 2, 0.01359810041467624), (41, 1, 0.4797737929892689), (42, 2, 0.051009961954011085), (43, 1, 0.8541226473485872), (44, 2, 0.6495645328640156), (45, 2, 0.7801220593830627), (46, 3, 0.19062909451319743), (47, 3, 0.19199445747211152), (48, 1, 0.26144410105427285), (49, 2, 0.6681856082685123)]","[1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1]",19,10,10,10,10,19
"[(0, 1, 0.36110311991523103), (1, 2, 0.3169449674350532), (2, 1, 0.7129736376926288), (3, 1, 0.4599604028501746), (4, 3, 0.7221429674082235), (5, 1, 0.32242141640437005), (6, 3, 0.8988717255762556), (7, 2, 0.3616637585260003), (8, 1, 0.6422946360934547), (9, 1, 0.08293421567873227), (10, 2, 0.07032920354194616), (11, 3, 0.7402134823614146), (12, 2, 0.014606680830008267), (13, 1, 0.2787473200193874), (14, 2, 0.2888940119373006), (15, 1, 0.16069950429969593), (16, 3, 0.2269711667151848), (17, 3, 0.3428472070168773), (18, 3, 0.21445338964735094), (19, 3, 0.7934134822486901), (20, 1, 0.48819300352301487), (21, 3, 0.8236163077180128), (22, 1, 0.8130758815264272), (23, 1, 0.34556239709230663), (24, 2, 0.6370257967719706), (25, 2, 0.3900839398252671), (26, 2, 0.6483143701515415), (27, 2, 0.24944156517443783), (28, 3, 0.41248448302630236), (29, 2, 0.14402859373014631), (30, 2, 0.6249092098659241), (31, 1, 0.5643178402462282), (32, 3, 0.38095170399858247), (33, 2, 0.18247192854003746), (34, 3, 0.049371547560356), (35, 3, 0.399079965871048), (36, 3, 0.48542829057050996), (37, 1, 0.8698100547823452), (38, 2, 0.25398900546087666), (39, 3, 0.3424822612022469), (40, 2, 0.6908673949847752), (41, 2, 0.7726971630643354), (42, 2, 0.06829223498621229), (43, 3, 0.5385415444138791), (44, 2, 0.7354532436402925), (45, 3, 0.2042009924413586), (46, 2, 0.2557385481452348), (47, 1, 0.7660441326143027), (48, 1, 0.5994194096733841), (49, 1, 0.17902248044054958)]","[0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0]",17,0,0,8,8,17
"[(0, 2, 0.19038373446303247), (1, 1, 0.503335379797487), (2, 2, 0.5815996832416231), (3, 2, 0.7378411516336263), (4, 3, 0.5428553640622831), (5, 3, 0.3698122499870813), (6, 2, 0.04294269476984525), (7, 1, 0.25595049179214047), (8, 2, 0.5757723765481538), (9, 3, 0.603155458188801), (10, 3, 0.28623008441619047), (11, 2, 0.6993753034780728), (12, 3, 0.22697832473853496), (13, 3, 0.9475931785474377), (14, 1, 0.14685870567338), (15, 2, 0.9363763130166579), (16, 2, 0.3376118659418963), (17, 3, 0.7280043966623124), (18, 3, 0.7845879935650906), (19, 1, 0.011961997683728964), (20, 2, 0.9875339464156411), (21, 2, 0.8237754098697688), (22, 1, 0.728934923868058), (23, 1, 0.10187466246725585), (24, 1, 0.7106561215329693), (25, 3, 0.3830457718293758), (26, 3, 0.3559834976585624), (27, 2, 0.5081143552053594), (28, 2, 0.6207954674034895), (29, 1, 0.24246887009474571), (30, 3, 0.8080306566254246), (31, 1, 0.5024029174399514), (32, 1, 0.2658072218347235), (33, 3, 0.010481733189813602), (34, 2, 0.9254147141636679), (35, 2, 0.892628100485631), (36, 3, 0.8080009023645186), (37, 1, 0.13888027520247526), (38, 3, 0.4913280728795941), (39, 3, 0.19915606476809056), (40, 1, 0.33599873501380706), (41, 3, 0.9591413728944733), (42, 2, 0.6125907301295668), (43, 1, 0.1210628725675339), (44, 3, 0.006114234488452164), (45, 2, 0.5315296245620295), (46, 3, 0.5038024710049182), (47, 2, 0.1349004393569716), (48, 3, 0.3512524209897101), (49, 1, 0.558253170778791)]","[0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1]",13,12,17,12,8,11
"[(0, 3, 0.0535066811781042), (1, 1, 0.5251596187621693), (2, 2, 0.2753045375158938), (3, 1, 0.9511593145109076), (4, 1, 0.8023141853762056), (5, 1, 0.497787635328103), (6, 1, 0.6378437021877074), (7, 2, 0.3618073485527985), (8, 2, 0.4771842758113439), (9, 1, 0.7408975435620512), (10, 1, 0.7649374975693783), (11, 3, 0.18067236946818122), (12, 1, 0.4423342773026333), (13, 1, 0.03762015248675399), (14, 2, 0.7100222060898482), (15, 2, 0.2192370181076987), (16, 2, 0.04695945380373445), (17, 3, 0.4230343934938984), (18, 1, 0.48073889435171213), (19, 2, 0.9146826565154749), (20, 3, 0.2859774823613307), (21, 1, 0.48190193047980723), (22, 1, 0.7088132773492103), (23, 3, 0.5793630216343161), (24, 2, 0.4232087202008018), (25, 2, 0.15841016042638956), (26, 2, 0.4636197497053999), (27, 3, 0.3419269371976946), (28, 1, 0.8982235439140938), (29, 2, 0.14447480944827595), (30, 3, 0.1853373232212936), (31, 3, 0.3644647675105249), (32, 2, 0.9290200371133525), (33, 2, 0.8680542173776745), (34, 1, 0.8606202613134467), (35, 3, 0.922035736011685), (36, 2, 0.27752957540629064), (37, 1, 0.26118465724543205), (38, 2, 0.7142884605650124), (39, 1, 0.6887771760228861), (40, 3, 0.7845133837715637), (41, 3, 0.31654773545910586), (42, 1, 0.9478130247880574), (43, 3, 0.39213964015674585), (44, 2, 0.21309536479676017), (45, 2, 0.6709307120209697), (46, 3, 0.20907356785994136), (47, 3, 0.2247583028556156), (48, 3, 0.33961162104072984), (49, 3, 0.3468368708330941)]","[0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0]",10,15,5,9,8,9
"[(0, 2, 0.7777218499983843), (1, 1, 0.3926274654475712), (2, 3, 0.2196881278270325), (3, 1, 0.8655744078447434), (4, 1, 0.9912823595603714), (5, 1, 0.6018133271213815), (6, 2, 0.35053501916088814), (7, 2, 0.03893397089017947), (8, 3, 0.2737656438647498), (9, 3, 0.11960905425025081), (10, 3, 0.02421010343843777), (11, 3, 0.9422810428356938), (12, 3, 0.4950273712646738), (13, 1, 0.051067182527265165), (14, 1, 0.4163836569903937), (15, 1, 0.8016755521667377), (16, 1, 0.8861791367290314), (17, 3, 0.7483396910638137), (18, 1, 0.9279127810310365), (19, 3, 0.9646210509319824), (20, 1, 0.21660828509090535), (21, 2, 0.16256406152221248), (22, 3, 0.4949968502065608), (23, 3, 0.3562260935507118), (24, 1, 0.7317390987238779), (25, 1, 0.5291528965214227), (26, 3, 0.6314156682666457), (27, 3, 0.22024067355085974), (28, 3, 0.8409571288304457), (29, 1, 0.7087872682581665), (30, 1, 0.41225873588155737), (31, 2, 0.1540454233055205), (32, 1, 0.18052388796844954), (33, 3, 0.46795042433775924), (34, 1, 0.15168423898572836), (35, 1, 0.7445283467642368), (36, 2, 0.4404137128717276), (37, 2, 0.8837393854116653), (38, 2, 0.4655544501919653), (39, 2, 0.1405167067940789), (40, 2, 0.999933526053168), (41, 2, 0.6761627220337249), (42, 1, 0.2636985612416086), (43, 2, 0.380559033815452), (44, 3, 0.05509964934264222), (45, 1, 0.773436911847747), (46, 1, 0.9024493150519516), (47, 3, 0.21552265334573883), (48, 3, 0.1854058285141167), (49, 2, 0.3652402279482234)]","[1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1]",12,7,18,10,12,12
"[(0, 3, 0.42286795478410755), (1, 2, 0.7290108018851745), (2, 2, 0.24847386685370776), (3, 3, 0.9422326764105073), (4, 1, 0.20743948739646179), (5, 1, 0.6993626928514574), (6, 1, 0.2538427745562566), (7, 3, 0.3980308238031758), (8, 3, 0.6485421647988135), (9, 2, 0.12442450773888591), (10, 1, 0.2715439212120143), (11, 3, 0.23265035776953236), (12, 3, 0.5304051254297509), (13, 2, 0.6852489468249086), (14, 2, 0.39415656493852513), (15, 2, 0.022657256632202416), (16, 2, 0.30776725078747125), (17, 2, 0.536978279426422), (18, 2, 0.5397778465183888), (19, 2, 0.10211501034933657), (20, 3, 0.6128130169052667), (21, 1, 0.5288635940473766), (22, 3, 0.33186181772683676), (23, 2, 0.4943629130475047), (24, 3, 0.7553025996828694), (25, 2, 0.09910249386108749), (26, 2, 0.9938177278720873), (27, 2, 0.5592170701348487), (28, 1, 0.37981800106734054), (29, 1, 0.3014057353642181), (30, 1, 0.1984634845440192), (31, 3, 0.12964338502418837), (32, 1, 0.6615810926501452), (33, 1, 0.907547649480164), (34, 2, 0.8429595970183138), (35, 1, 0.4831896460200248), (36, 2, 0.6648842064823985), (37, 1, 0.46762984069493596), (38, 3, 0.10426282331997883), (39, 2, 0.13261264272534123), (40, 3, 0.04313658201799797), (41, 2, 0.9591033102693977), (42, 3, 0.617227875309022), (43, 2, 0.8470430933922145), (44, 1, 0.2165312506185274), (45, 3, 0.852744966175229), (46, 1, 0.6844784952192898), (47, 3, 0.8478842996508529), (48, 2, 0.2923828730515674), (49, 2, 0.13910984353576406)]","[1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0]",13,9,20,13,20,13
"[(0, 1, 0.10271052088029187), (1, 3, 0.5406299707164129), (2, 2, 0.6647281796867999), (3, 2, 0.02796673585022602), (4, 2, 0.6389521357579867), (5, 3, 0.33915679762486795), (6, 3, 0.23592062880849818), (7, 3, 0.5154173901244181), (8, 3, 0.29059372914024373), (9, 3, 0.42425862641083645), (10, 2, 0.3744864984698315), (11, 3, 0.7596267396882889), (12, 1, 0.5666968645511667), (13, 3, 0.2649673581869426), (14, 3, 0.1383952833863803), (15, 1, 0.7530818526626281), (16, 1, 0.8774929746460681), (17, 1, 0.01618621764520012), (18, 3, 0.3215121612205635), (19, 2, 0.8224514014768397), (20, 2, 0.21541453965502522), (21, 3, 0.889233649815702), (22, 1, 0.7148301125221936), (23, 2, 0.15795851812160788), (24, 3, 0.35793994018809583), (25, 3, 0.9100409436097502), (26, 2, 0.7878999399691793), (27, 2, 0.5290904278817928), (28, 3, 0.7156565073283369), (29, 1, 0.42298982535392593), (30, 2, 0.1008056848815424), (31, 2, 0.7596515515799577), (32, 3, 0.005195557259389805), (33, 3, 0.34353649796656005), (34, 1, 0.5356861785836359), (35, 3, 0.023488270351618934), (36, 3, 0.9664799213672983), (37, 1, 0.4253172424800489), (38, 1, 0.23015455813048835), (39, 1, 0.553620334776417), (40, 3, 0.7492316457272651), (41, 1, 0.20964020922618443), (42, 2, 0.5981224545458778), (43, 2, 0.12449587609643498), (44, 2, 0.4620249396773626), (45, 3, 0.6179457306124208), (46, 2, 0.515298969665281), (47, 1, 0.6013912199422637), (48, 2, 0.4642749382955891), (49, 1, 0.28698295497966564)]","[0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",11,0,11,12,2,8
"[(0, 2, 0.4225515962043147), (1, 1, 0.5114253708816945), (2, 3, 0.10460257876536361), (3, 1, 0.6510374018891728), (4, 2, 0.22156495989934977), (5, 1, 0.08687472515485328), (6, 1, 0.47205298905803994), (7, 1, 0.35414198819519027), (8, 3, 0.26322944751559285), (9, 3, 0.2503615078744027), (10, 3, 0.3761810341493106), (11, 3, 0.4795336590293855), (12, 3, 0.700872506931022), (13, 1, 0.6681349876386518), (14, 2, 0.22009073899271436), (15, 3, 0.45928355580227165), (16, 2, 0.8309167116946338), (17, 1, 0.06282451450712745), (18, 1, 0.6527031053089827), (19, 3, 0.7413606558189466), (20, 1, 0.00023699433313684182), (21, 1, 0.8563240939238725), (22, 2, 0.8809327430328389), (23, 3, 0.11441128219941543), (24, 3, 0.883317884184173), (25, 2, 0.8319813045859474), (26, 2, 0.8387443315726756), (27, 3, 0.0573432951866748), (28, 1, 0.010119694286254033), (29, 2, 0.5170831701872229), (30, 1, 0.1064189098026469), (31, 3, 0.18161945679961766), (32, 3, 0.029039599384872994), (33, 3, 0.5788734442928468), (34, 2, 0.019633025916038993), (35, 1, 0.8320189523981366), (36, 3, 0.6245863302493643), (37, 1, 0.49899773166401573), (38, 1, 0.6518997701327917), (39, 3, 0.2601616269419852), (40, 2, 0.8016154119322642), (41, 2, 0.7064483346926907), (42, 1, 0.3475646716514016), (43, 1, 0.20847958133482547), (44, 2, 0.9920126121836401), (45, 1, 0.8119251858371355), (46, 3, 0.8790075699507729), (47, 2, 0.26212065066090684), (48, 3, 0.7738722572218526), (49, 1, 0.7858625522328264)]","[0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1]",12,11,0,0,21,10
"[(0, 1, 0.3756399265208139), (1, 1, 0.13126302885810737), (2, 1, 0.1900479060357897), (3, 1, 0.3541994243330727), (4, 3, 0.9686618668652341), (5, 2, 0.24770888862137397), (6, 1, 0.7527777551849612), (7, 3, 0.7163680081555973), (8, 2, 0.9231178166964149), (9, 1, 0.6583100653860267), (10, 2, 0.3937225906645445), (11, 3, 0.535607709052586), (12, 1, 0.8365888301044716), (13, 3, 0.9468503430733941), (14, 1, 0.8955633828504911), (15, 1, 0.8272025074404651), (16, 1, 0.15021789085763548), (17, 1, 0.12570147568459555), (18, 3, 0.002357203052940071), (19, 1, 0.20409921684240784), (20, 2, 0.1327491460896959), (21, 3, 0.10287274259830947), (22, 2, 0.35126595762290036), (23, 1, 0.4440165451829772), (24, 3, 0.44628814354283064), (25, 1, 0.3758286987374553), (26, 3, 0.2823518829477263), (27, 1, 0.5341999707521414), (28, 2, 0.21235042662936165), (29, 2, 0.08847600433731184), (30, 2, 0.9489646209578676), (31, 3, 0.9418906498166982), (32, 2, 0.6633209319078189), (33, 2, 0.3586195089744222), (34, 1, 0.7394478426124418), (35, 3, 0.5391805801951284), (36, 3, 0.6151209964046935), (37, 3, 0.3491546634608531), (38, 1, 0.5822112358177091), (39, 1, 0.8864934876355571), (40, 1, 0.5783229074639396), (41, 2, 0.37855948391907), (42, 2, 0.9653255374471035), (43, 2, 0.13973388049881452), (44, 2, 0.46263070121552907), (45, 1, 0.8286982742905642), (46, 2, 0.34517535446757086), (47, 1, 0.5792441203111323), (48, 3, 0.773249101950582), (49, 3, 0.9503935566751146)]","[1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1]",22,18,11,18,0,22
