agents,healthStatus,solveConicGibbsGreedyDynamic,PPO_4Bucket_50000000,PPO_4Bucket_20000000,PPO_5Bucket_50000000,PPO_5Bucket_20000000,solveMILP
"[(0, 2, 0.5742808318323744), (1, 2, 0.8167427268716787), (2, 1, 0.5696172903645255), (3, 2, 0.11609472027130985), (4, 1, 0.7201695716449079), (5, 1, 0.4499950392674974), (6, 2, 0.663299422280731), (7, 1, 0.7241670860969047), (8, 2, 0.772332740404036), (9, 3, 0.22126520136012784), (10, 3, 0.9933738752220086), (11, 3, 0.94971005105559), (12, 2, 0.9081200757415319), (13, 2, 0.0950832591632641), (14, 1, 0.5672294709826664), (15, 2, 0.19959563224240484), (16, 3, 0.7686287024322105), (17, 3, 0.4360179751887122), (18, 1, 0.8152900085023873), (19, 2, 0.42149710398851625), (20, 2, 0.9796649786787565), (21, 2, 0.18394849394221124), (22, 3, 0.5987482243768927), (23, 2, 0.34346971395648307), (24, 3, 0.9746623767157034), (25, 3, 0.22117260732269206), (26, 2, 0.8765612768751809), (27, 1, 0.6714883313253466), (28, 3, 0.4292152869689152), (29, 1, 0.19357660703328583), (30, 1, 0.6790826388872716), (31, 3, 0.7800181567016546), (32, 1, 0.1851760384165635), (33, 2, 0.607812542684658), (34, 3, 0.5640883923045), (35, 3, 0.9743888022867087), (36, 1, 0.9591221733907835), (37, 3, 0.289118484050653), (38, 2, 0.3734994114648874), (39, 2, 0.31812595494710805), (40, 3, 0.4967588029280954), (41, 3, 0.9816162287176158), (42, 1, 0.5175409050109449), (43, 2, 0.9035195030214338), (44, 1, 0.6631831895598044), (45, 3, 0.6613079206065968), (46, 3, 0.6541999831570143), (47, 3, 0.7905799965752979), (48, 1, 0.5607311332466167), (49, 2, 0.5607939874764896)]","[1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0]",43,9,8,29,23,40
"[(0, 3, 0.12295457465139037), (1, 3, 0.3670968084019869), (2, 3, 0.45403887548937794), (3, 3, 0.29564312196857523), (4, 1, 0.6815982911686967), (5, 2, 0.262287497083616), (6, 3, 0.5298368333415869), (7, 2, 0.1971976278286467), (8, 2, 0.2460705268536334), (9, 2, 0.2826597282211276), (10, 3, 0.40846113991624344), (11, 2, 0.9591386113899986), (12, 2, 0.617202369511837), (13, 3, 0.7255125207424994), (14, 3, 0.4516312206301146), (15, 2, 0.08416838303986163), (16, 2, 0.8520070505239247), (17, 1, 0.3984616488037308), (18, 2, 0.9650311102928196), (19, 3, 0.04272544800183309), (20, 1, 0.6208146828188178), (21, 2, 0.23861583617548465), (22, 1, 0.023130393483704603), (23, 3, 0.5752481691792719), (24, 1, 0.2132068086885469), (25, 3, 0.4530105126006889), (26, 2, 0.5251106219356294), (27, 2, 0.44907325980378643), (28, 2, 0.10285163996633806), (29, 2, 0.40948312315507585), (30, 3, 0.8055490662830805), (31, 3, 0.32254920885340044), (32, 2, 0.4398886330963575), (33, 3, 0.16470658220541567), (34, 3, 0.9778131805814987), (35, 1, 0.4966928578975818), (36, 1, 0.604457955715259), (37, 2, 0.45841647323666224), (38, 1, 0.552415972736335), (39, 1, 0.657647870313689), (40, 2, 0.17184202374587743), (41, 1, 0.15224607282013602), (42, 3, 0.7938093746453492), (43, 2, 0.04451792338398952), (44, 3, 0.6055144781075517), (45, 3, 0.748479548264066), (46, 2, 0.6310956620079611), (47, 1, 0.7048604561245649), (48, 2, 0.9910009121679786), (49, 2, 0.8648729138279976)]","[1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0]",17,12,9,17,22,15
"[(0, 3, 0.8835993807141517), (1, 3, 0.13961253978934907), (2, 1, 0.44026675672875704), (3, 3, 0.7706368904976585), (4, 1, 0.20599727263347556), (5, 1, 0.35229438611045116), (6, 3, 0.2247830901546044), (7, 3, 0.666823606957073), (8, 1, 0.9500673422699277), (9, 3, 0.7946356921160204), (10, 3, 0.9666230320826473), (11, 2, 0.5491283458634381), (12, 2, 0.31640425446276443), (13, 2, 0.674408097122955), (14, 3, 0.4446199735506957), (15, 2, 0.7896201701162532), (16, 1, 0.6372384745278555), (17, 3, 0.8802965640055374), (18, 1, 0.28312443615820715), (19, 1, 0.4610117458484063), (20, 2, 0.48063189972009923), (21, 3, 0.66001019993791), (22, 2, 0.2680299232820006), (23, 3, 0.1587464302378464), (24, 3, 0.6163463174794205), (25, 1, 0.23476513660992893), (26, 2, 0.5244191233675316), (27, 1, 0.6236133669723078), (28, 2, 0.520124516683774), (29, 2, 0.35125807848496315), (30, 3, 0.43580297226939346), (31, 1, 0.5594738972570955), (32, 1, 0.5465588756651778), (33, 1, 0.7586040179896614), (34, 1, 0.7514148268999951), (35, 3, 0.8949961703417234), (36, 1, 0.6962265772053647), (37, 1, 0.6878030720835429), (38, 2, 0.5425968663367012), (39, 3, 0.44915335731965533), (40, 2, 0.9092272191255718), (41, 1, 0.7226698968794213), (42, 1, 0.9479719798983216), (43, 3, 0.3288130760545419), (44, 1, 0.23554161303055876), (45, 1, 0.9544832005902372), (46, 1, 0.4281453967801736), (47, 1, 0.7047380264959984), (48, 2, 0.20091178301184076), (49, 3, 0.25360196843237603)]","[1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",23,24,17,22,21,25
"[(0, 3, 0.30935697167427023), (1, 2, 0.11466162250350398), (2, 3, 0.9826101300642356), (3, 1, 0.4273264976274128), (4, 2, 0.6668641103524694), (5, 2, 0.6810626651977335), (6, 1, 0.9940366883128637), (7, 2, 0.37305839196965085), (8, 3, 0.04273143343008767), (9, 3, 0.22582279401308303), (10, 3, 0.13039989947117225), (11, 2, 0.147363978227684), (12, 1, 0.9449008628071207), (13, 2, 0.48163610541204327), (14, 2, 0.02989178123068159), (15, 2, 0.7361216680513408), (16, 1, 0.23994242956145295), (17, 2, 0.37080488492688946), (18, 2, 0.6597883100525567), (19, 2, 0.6928419247978597), (20, 1, 0.31808734860224075), (21, 3, 0.41825960165016374), (22, 3, 0.8966058332571472), (23, 2, 0.8043395502462364), (24, 1, 0.468912753563135), (25, 1, 0.3574360761391048), (26, 1, 0.23843150356385368), (27, 2, 0.2466626743097633), (28, 3, 0.6448561683365889), (29, 1, 0.8757004386067665), (30, 1, 0.009611720918791922), (31, 3, 0.9058365051439828), (32, 1, 0.9818628555410729), (33, 3, 0.2830721971524598), (34, 1, 0.05624888158432406), (35, 1, 0.8449445999528487), (36, 1, 0.07236026954219965), (37, 3, 0.35842846400369566), (38, 1, 0.16943038956534795), (39, 1, 0.061728879250515734), (40, 1, 0.4960083624138678), (41, 3, 0.6361740438704504), (42, 2, 0.7722601671514252), (43, 1, 0.41168549440254565), (44, 2, 0.49367131352523796), (45, 1, 0.737240872038636), (46, 2, 0.08031383761797284), (47, 2, 0.17773526928460381), (48, 2, 0.5182635920225349), (49, 2, 0.8681551983145939)]","[1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1]",17,18,13,22,16,17
"[(0, 3, 0.20470847525801616), (1, 1, 0.6492506877484895), (2, 3, 0.3148908734032174), (3, 3, 0.23315426117221216), (4, 3, 0.13059675776915092), (5, 1, 0.09424560387734271), (6, 2, 0.012026291826250146), (7, 2, 0.7013957059099738), (8, 3, 0.5589605326924398), (9, 1, 0.892399076466879), (10, 3, 0.258250540073349), (11, 2, 0.1712720970548226), (12, 3, 0.24258956450699887), (13, 1, 0.9285489649822187), (14, 3, 0.8086649586126632), (15, 2, 0.8121572695764032), (16, 3, 0.3666962737986508), (17, 3, 0.41607640580260785), (18, 2, 0.9341130961305638), (19, 1, 0.2752818511219898), (20, 3, 0.3575725378721819), (21, 2, 0.6546526409349345), (22, 3, 0.938879501239052), (23, 1, 0.7520399982256281), (24, 1, 0.62764125161667), (25, 1, 0.22385898910666846), (26, 1, 0.17502420227238769), (27, 2, 0.5118435041009717), (28, 2, 0.2420656881239005), (29, 2, 0.5031435013732279), (30, 1, 0.0190308998357428), (31, 1, 0.1506619633860088), (32, 2, 0.09588778396414732), (33, 2, 0.4093824332491607), (34, 3, 0.12275853312669793), (35, 2, 0.4604280062469748), (36, 2, 0.1797556310636872), (37, 2, 0.6134636276787061), (38, 2, 0.36415818350862816), (39, 2, 0.362451075298738), (40, 1, 0.8113075289651567), (41, 1, 0.013302871516602255), (42, 3, 0.8476375826030133), (43, 2, 0.5061028417368427), (44, 3, 0.17433880815277547), (45, 1, 0.23033114944515876), (46, 3, 0.0897460664134041), (47, 2, 0.07258047701581494), (48, 1, 0.08133808375183738), (49, 3, 0.043207725944566455)]","[0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",8,19,14,8,13,4
"[(0, 3, 0.2726773876326921), (1, 3, 0.9925638039908288), (2, 2, 0.8202723111228751), (3, 3, 0.16191902926408785), (4, 1, 0.039744520704776076), (5, 3, 0.8287807330653864), (6, 3, 0.35969751568820685), (7, 3, 0.535524509232682), (8, 2, 0.48209345810892656), (9, 2, 0.7078095953764693), (10, 2, 0.6585521276676819), (11, 2, 0.8777106440743718), (12, 1, 0.3285864081548173), (13, 1, 0.5506325177822811), (14, 3, 0.6603722484837581), (15, 2, 0.20397801250953929), (16, 1, 0.5665185008829107), (17, 3, 0.06798489505465655), (18, 3, 0.5447266500253993), (19, 2, 0.6258999563053705), (20, 1, 0.6207645764801326), (21, 2, 0.0039711563872546485), (22, 2, 0.12716940140571065), (23, 3, 0.6075937972939958), (24, 2, 0.11516992736198095), (25, 1, 0.2163301475475391), (26, 1, 0.24962165780184753), (27, 2, 0.925560713487351), (28, 1, 0.7839465108288901), (29, 1, 0.6730743954650698), (30, 2, 0.3909575586450038), (31, 1, 0.35775984876487676), (32, 2, 0.06625112566242386), (33, 2, 0.46408174736958996), (34, 2, 0.09825523197546593), (35, 3, 0.09599093512097534), (36, 3, 0.908223645544664), (37, 2, 0.3679323078139566), (38, 2, 0.8188991125390654), (39, 2, 0.5002529113012347), (40, 3, 0.6273796425621173), (41, 1, 0.5728711407371465), (42, 1, 0.8161336726128292), (43, 3, 0.5305408563728299), (44, 1, 0.3004810744463694), (45, 1, 0.8472538179254427), (46, 2, 0.1759546809300112), (47, 1, 0.7162604079216167), (48, 3, 0.9944225411075093), (49, 2, 0.19387882876347573)]","[1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0]",32,9,22,19,11,30
"[(0, 1, 0.9341592313140432), (1, 1, 0.7026323209536525), (2, 2, 0.971387073286358), (3, 3, 0.98614952550343), (4, 2, 0.6670225955277509), (5, 1, 0.9536363437372524), (6, 2, 0.7510483030710531), (7, 2, 0.32357205536307276), (8, 2, 0.8373776750822893), (9, 1, 0.3772037142859723), (10, 2, 0.9044508976782674), (11, 3, 0.4053578628202277), (12, 3, 0.5291335360869179), (13, 3, 0.12417810243755933), (14, 3, 0.3823487654627503), (15, 3, 0.4487974295681032), (16, 3, 0.435602613985815), (17, 1, 0.08019266939908598), (18, 3, 0.5417758500036657), (19, 3, 0.9740913292231301), (20, 3, 0.40349076053890665), (21, 3, 0.21249164254535724), (22, 3, 0.33989341523057603), (23, 3, 0.0933725609880367), (24, 1, 0.989167058434521), (25, 3, 0.6843026364711515), (26, 2, 0.5055907751759622), (27, 1, 0.4980069030297678), (28, 2, 0.2702898885812042), (29, 2, 0.4338267690767674), (30, 1, 0.9282745107233665), (31, 1, 0.46203326303004943), (32, 2, 0.7250970620852585), (33, 2, 0.1789567778518094), (34, 2, 0.25111016189683), (35, 2, 0.6491230929820684), (36, 1, 0.9414566158085282), (37, 1, 0.8082393050776964), (38, 1, 0.7694253393556583), (39, 3, 0.7098864495729281), (40, 3, 0.5230129703378396), (41, 2, 0.17651484619091296), (42, 1, 0.4223863900029633), (43, 2, 0.5870171079307634), (44, 2, 0.8000574018391214), (45, 2, 0.8688413365094849), (46, 1, 0.6134817807947389), (47, 3, 0.5075360650272922), (48, 2, 0.21964080526348495), (49, 3, 0.35190438267887514)]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1]",18,15,23,18,18,17
"[(0, 2, 0.7170426664263078), (1, 3, 0.35744815447721967), (2, 1, 0.23310606733495676), (3, 3, 0.3386462528530342), (4, 3, 0.9834980572679709), (5, 3, 0.14721167263905854), (6, 1, 0.8824128820829971), (7, 3, 0.27155255085601904), (8, 1, 0.777331564224056), (9, 1, 0.10710619012044031), (10, 1, 0.32826209923448735), (11, 1, 0.6119303491465401), (12, 3, 0.8946517918645797), (13, 1, 0.7998537648109242), (14, 2, 0.18402068902879776), (15, 1, 0.46692029881942065), (16, 3, 0.8979851996782497), (17, 2, 0.6975121809880638), (18, 1, 0.8787524772476392), (19, 1, 0.1376667410987975), (20, 3, 0.5035369907759407), (21, 1, 0.17549634001229952), (22, 3, 0.9090679064977252), (23, 3, 0.1172742702250208), (24, 2, 0.662394729807372), (25, 1, 0.2320002593329954), (26, 2, 0.3868821826131881), (27, 2, 0.9114012534557003), (28, 2, 0.2670314205789739), (29, 2, 0.17426132561719654), (30, 2, 0.610643193272693), (31, 3, 0.6815645831622078), (32, 3, 0.9820040813638358), (33, 2, 0.3054741272371235), (34, 3, 0.03932683409458804), (35, 2, 0.6629966652672784), (36, 1, 0.9070622432017411), (37, 1, 0.5718485454949136), (38, 2, 0.5053981702061032), (39, 1, 0.45511618162980383), (40, 3, 0.7475418973114446), (41, 2, 0.18375768466701303), (42, 1, 0.9010205456021771), (43, 2, 0.5473580654286656), (44, 2, 0.06821509159344563), (45, 2, 0.6027083933472573), (46, 3, 0.6004750600958892), (47, 1, 0.3586682773407316), (48, 1, 0.3549753480076323), (49, 1, 0.5538970279343486)]","[1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0]",28,26,30,23,26,23
"[(0, 2, 0.050692836814668185), (1, 2, 0.05867330525585057), (2, 3, 0.7111892904119427), (3, 1, 0.6810849932444838), (4, 1, 0.2039130690100044), (5, 1, 0.4865447493278078), (6, 1, 0.2800056449345383), (7, 3, 0.019178915152821552), (8, 3, 0.6955147730609761), (9, 1, 0.45039610997798796), (10, 1, 0.43276941517520306), (11, 2, 0.3450193950800422), (12, 1, 0.34887199615164377), (13, 3, 0.7977510392499021), (14, 1, 0.015269775427241172), (15, 1, 0.48265417744299177), (16, 3, 0.39873030963004497), (17, 1, 0.3412299996289585), (18, 3, 0.810090762007414), (19, 3, 0.3731260070278569), (20, 3, 0.004987732588130234), (21, 2, 0.17964998955728795), (22, 2, 0.3821367804010146), (23, 1, 0.40948982019065827), (24, 3, 0.4592316548377874), (25, 3, 0.1494129869313402), (26, 2, 0.8044075888054931), (27, 2, 0.2075625704204337), (28, 3, 0.5477956696736196), (29, 2, 0.6716782186144308), (30, 3, 0.9487127958253048), (31, 3, 0.8186912845184788), (32, 1, 0.7574584251850294), (33, 3, 0.23038959413744187), (34, 1, 0.7496740446527576), (35, 2, 0.6532810558915326), (36, 3, 0.5124261105492703), (37, 2, 0.9219272201913404), (38, 1, 0.34757770912528574), (39, 3, 0.28900052113296293), (40, 1, 0.32014716802863386), (41, 3, 0.17521208069991434), (42, 2, 0.5821282780547655), (43, 2, 0.4489602538475237), (44, 3, 0.7127292754288382), (45, 1, 0.056657949940157604), (46, 3, 0.17253058758562212), (47, 2, 0.6146427652490776), (48, 1, 0.6759204333004892), (49, 2, 0.14336300107275057)]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0]",10,0,19,14,16,6
"[(0, 3, 0.254476584175911), (1, 1, 0.49453257478316015), (2, 1, 0.06498249077284679), (3, 3, 0.4973843574395399), (4, 2, 0.6375594582135943), (5, 1, 0.6282665652632595), (6, 1, 0.10555189403667964), (7, 1, 0.6432803894906984), (8, 1, 0.6754888917303351), (9, 1, 0.5675444237446502), (10, 1, 0.09799835504730381), (11, 1, 0.8711679461488918), (12, 3, 0.20560091056523955), (13, 3, 0.8998219304582804), (14, 2, 0.4408138504026612), (15, 3, 0.27105564324384246), (16, 3, 0.5265009128645619), (17, 3, 0.7128917330066932), (18, 1, 0.009013832372230302), (19, 2, 0.517365557654424), (20, 1, 0.09530328349087913), (21, 2, 0.7309639555722439), (22, 2, 0.8075115020694568), (23, 3, 0.7956517003399893), (24, 1, 0.07513468978452598), (25, 3, 0.6556360084382299), (26, 1, 0.07673651844939633), (27, 1, 0.1266206387010793), (28, 2, 0.4279479950394196), (29, 3, 0.06203749760340105), (30, 1, 0.7043561181982422), (31, 2, 0.477394566093885), (32, 3, 0.48028559631883827), (33, 3, 0.9921199195177338), (34, 3, 0.7566976635537411), (35, 2, 0.9822280921220546), (36, 1, 0.9296597060707178), (37, 3, 0.42374923498966377), (38, 1, 0.7933386469869986), (39, 2, 0.8708823175188526), (40, 1, 0.06810522947512399), (41, 3, 0.09010250130207442), (42, 1, 0.1891596618785314), (43, 2, 0.8308335309408756), (44, 3, 0.4905826005276057), (45, 1, 0.7159339385922836), (46, 3, 0.1040080314920051), (47, 3, 0.37884477966238306), (48, 2, 0.6095504713679526), (49, 2, 0.05784183926236408)]","[1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",20,18,10,26,6,17
"[(0, 2, 0.7493438371080564), (1, 1, 0.5700129136656008), (2, 1, 0.4604335475065694), (3, 3, 0.3545026378304391), (4, 1, 0.8719093183893217), (5, 1, 0.22946604845273), (6, 2, 0.011149100264018164), (7, 3, 0.7204390491587692), (8, 1, 0.5850486776379353), (9, 2, 0.49638484050135856), (10, 2, 0.1398939594219223), (11, 2, 0.4621668944209697), (12, 1, 0.26722137232468823), (13, 3, 0.25555836394031206), (14, 1, 0.18163755134973103), (15, 3, 0.32119319309009486), (16, 3, 0.9797602053563922), (17, 1, 0.04817132564720361), (18, 2, 0.09532287894197555), (19, 1, 0.7399651355857393), (20, 2, 0.616359427589354), (21, 1, 0.8643411927653902), (22, 1, 0.8461035584258216), (23, 1, 0.7291881916070597), (24, 2, 0.7402761185560351), (25, 3, 0.14380211178105518), (26, 2, 0.5725873746801511), (27, 1, 0.630451230527227), (28, 3, 0.9917634901285568), (29, 1, 0.42054458301940834), (30, 3, 0.27238321465837523), (31, 3, 0.898857055223903), (32, 3, 0.31837731272083547), (33, 1, 0.4929521938222724), (34, 1, 0.01648599264006878), (35, 1, 0.2539314181351797), (36, 1, 0.4039466847570362), (37, 2, 0.1566083237801118), (38, 3, 0.3819827521981717), (39, 2, 0.25209606878145796), (40, 2, 0.370375729399701), (41, 2, 0.1583060527505581), (42, 2, 0.8115837360721653), (43, 1, 0.6576422455683578), (44, 3, 0.6817907679387977), (45, 3, 0.4881399227480929), (46, 1, 0.26658338662868053), (47, 1, 0.10391681054906365), (48, 3, 0.9531563902554474), (49, 1, 0.3078737544582062)]","[1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0]",22,17,20,22,20,22
"[(0, 2, 0.5997250892132664), (1, 3, 0.041240119295250066), (2, 2, 0.8127042705196194), (3, 2, 0.7896523092134952), (4, 3, 0.3053938096907771), (5, 3, 0.5503264088295898), (6, 3, 0.050601169918825795), (7, 3, 0.9922477788488117), (8, 2, 0.9373220133396104), (9, 2, 0.020575973734777486), (10, 3, 0.8034216468765258), (11, 2, 0.7733606039168641), (12, 2, 0.14789521648171267), (13, 1, 0.7483367420441592), (14, 1, 0.3006033079104403), (15, 1, 0.26935974714779454), (16, 3, 0.9456988663558643), (17, 3, 0.6665527980270505), (18, 3, 0.7710298746293941), (19, 2, 0.28402417552457315), (20, 1, 0.24622527064301802), (21, 1, 0.6445694068616069), (22, 2, 0.7638399548045618), (23, 1, 0.3265532580514334), (24, 2, 0.3100627134363383), (25, 1, 0.7875112999376976), (26, 2, 0.06965241404860212), (27, 2, 0.37862408809458525), (28, 2, 0.5134506680855103), (29, 2, 0.4914107741386434), (30, 1, 0.7260920660890929), (31, 3, 0.0899830322987707), (32, 3, 0.9025727704840041), (33, 1, 0.6675584167301273), (34, 1, 0.0580312029073633), (35, 3, 0.5730635694383822), (36, 2, 0.3892838411759142), (37, 2, 0.09196548125911508), (38, 3, 0.4436602549125954), (39, 1, 0.5876379319259409), (40, 3, 0.23482899076655028), (41, 1, 0.0731674554586943), (42, 3, 0.8179150611765038), (43, 2, 0.19078287845731834), (44, 1, 0.3616701764494812), (45, 1, 0.3478003214525419), (46, 2, 0.3641702271634877), (47, 2, 0.9523618828224036), (48, 1, 0.7016984500198472), (49, 3, 0.5324069269602097)]","[1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0]",27,0,25,24,24,26
"[(0, 3, 0.2206622684768771), (1, 1, 0.3278850244973055), (2, 3, 0.8247318146460115), (3, 2, 0.3478420655593959), (4, 1, 0.5290336920934292), (5, 3, 0.3754988206440276), (6, 1, 0.805874961011556), (7, 1, 0.85022670338175), (8, 1, 0.3550575071688232), (9, 2, 0.1792449638652588), (10, 3, 0.030477265898383177), (11, 1, 0.6415053575774763), (12, 1, 0.07117239167490808), (13, 3, 0.3936619011749636), (14, 3, 0.6414078875091074), (15, 2, 0.09920343814106591), (16, 1, 0.32802768414664196), (17, 3, 0.3113475409823998), (18, 3, 0.19540601545269398), (19, 1, 0.61595194948678), (20, 1, 0.5961174927845736), (21, 3, 0.4425112641468565), (22, 1, 0.6692062491229122), (23, 3, 0.3719952527256277), (24, 2, 0.8151663170264708), (25, 1, 0.7671021613604327), (26, 1, 0.29879800235013787), (27, 3, 0.3633746573456088), (28, 1, 0.6467425841353467), (29, 2, 0.6827765974660629), (30, 1, 0.2820700821483394), (31, 1, 0.023541650938614933), (32, 3, 0.1245359241969145), (33, 1, 0.7634419944230549), (34, 1, 0.1994225473331257), (35, 3, 0.29246033635690527), (36, 1, 0.2380701782884993), (37, 3, 0.9075443672475141), (38, 2, 0.7162060330692197), (39, 2, 0.5060192929733679), (40, 1, 0.4641461173389698), (41, 2, 0.2603384890952083), (42, 1, 0.9533630140201169), (43, 1, 0.5786835114348826), (44, 3, 0.599239795088382), (45, 3, 0.26265620584884397), (46, 2, 0.16767059812722807), (47, 3, 0.8615121444959306), (48, 1, 0.48909549186558976), (49, 2, 0.5684029252776437)]","[0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1]",10,6,15,4,12,12
"[(0, 1, 0.4228792363886773), (1, 2, 0.6202327076794578), (2, 1, 0.15819210740506273), (3, 3, 0.06310553717154177), (4, 1, 0.46698950642294257), (5, 3, 0.8164372871432591), (6, 1, 0.5602299684148391), (7, 3, 0.22339853354519879), (8, 2, 0.7240115211375063), (9, 3, 0.3667995939474029), (10, 1, 0.5891983088018998), (11, 1, 0.6405520142027885), (12, 2, 0.49552480759419393), (13, 2, 0.10448232286287584), (14, 2, 0.05422091663306283), (15, 1, 0.12707032578009192), (16, 3, 0.8489691735958349), (17, 1, 0.9095668350097053), (18, 2, 0.46930701764169347), (19, 1, 0.20586268809900976), (20, 3, 0.5191626817587615), (21, 3, 0.15360191833321324), (22, 1, 0.8447069541164469), (23, 2, 0.48315415463246136), (24, 2, 0.24083620525594407), (25, 3, 0.5610727729493481), (26, 1, 0.23139607901194403), (27, 3, 0.37319265428535064), (28, 1, 0.06273420946320296), (29, 3, 0.714666254417742), (30, 2, 0.6525356570902107), (31, 1, 0.994890623159356), (32, 2, 0.6502613858688931), (33, 1, 0.29337958763219896), (34, 1, 0.323819906497837), (35, 3, 0.4053431471563397), (36, 3, 0.4460908765953384), (37, 3, 0.4875789028026387), (38, 3, 0.6537782749515564), (39, 2, 0.08172882198958475), (40, 2, 0.719377455259192), (41, 1, 0.04143555977979707), (42, 3, 0.5837542243604248), (43, 3, 0.03136402220278056), (44, 3, 0.6767674599738752), (45, 3, 0.1857905743218673), (46, 3, 0.2324898858880754), (47, 3, 0.7933020944021878), (48, 3, 0.399124474600123), (49, 2, 0.7399092828757766)]","[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1]",13,17,9,13,6,13
