agents,clearanceStatus,solveConicGibbsGreedyDynamic,PPO_4Bucket_50000000,PPO_4Bucket_20000000,PPO_5Bucket_50000000,PPO_5Bucket_20000000,solveMILP
"[(0, 1, 0.32977462426047355), (1, 2, 0.6289946340982315), (2, 1, 0.9157622934906445), (3, 3, 0.3133321447505607), (4, 3, 0.7555419098312146), (5, 1, 0.9329749429349883), (6, 2, 0.16950213186571705), (7, 1, 0.6918513212588007), (8, 3, 0.03129577278432938), (9, 3, 0.2644439101431295), (10, 2, 0.22044460176430014), (11, 2, 0.05150146076094386), (12, 3, 0.08036131741517571), (13, 3, 0.9331021639337368), (14, 3, 0.8156546166857143), (15, 2, 0.08412554064222899), (16, 1, 0.5365744745442615), (17, 1, 0.8423034340158808), (18, 1, 0.5258400823155335), (19, 3, 0.6035784685168252), (20, 2, 0.20115338135316907), (21, 1, 0.7880413122650544), (22, 3, 0.5166221223596237), (23, 3, 0.6973936688817451), (24, 3, 0.970931453356409), (25, 3, 0.8800474199490275), (26, 2, 0.08818967125927801), (27, 2, 0.2756201180716722), (28, 2, 0.5479387930264171), (29, 2, 0.959620097659648), (30, 3, 0.7538778599455849), (31, 1, 0.2850276425673267), (32, 2, 0.5359782027074673), (33, 3, 0.5579659511668666), (34, 1, 0.08232791427272124), (35, 3, 0.18635535810728043), (36, 1, 0.29145216332768886), (37, 1, 0.11325054823874015), (38, 1, 0.4509722588821491), (39, 2, 0.696462538721323), (40, 3, 0.9417930533301929), (41, 1, 0.5698876082108671), (42, 1, 0.5251820414274387), (43, 3, 0.35760881237248665), (44, 3, 0.25886075524201946), (45, 1, 0.16788606257938554), (46, 3, 0.6976893937139902), (47, 2, 0.6632735334459466), (48, 2, 0.2576367738317632), (49, 1, 0.9696473611378783)]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1]",14,14,14,14,14,14
"[(0, 1, 0.6340996801169135), (1, 3, 0.8819694990564262), (2, 2, 0.53201908570822), (3, 2, 0.9454456815815336), (4, 2, 0.6016688413906797), (5, 3, 0.29189616432532695), (6, 3, 0.7718126271388485), (7, 1, 0.07395316497539484), (8, 3, 0.05299724517704274), (9, 2, 0.8063240700612874), (10, 2, 0.3958956599807061), (11, 2, 0.7027385597221575), (12, 2, 0.24203455160236265), (13, 2, 0.028106893018886026), (14, 1, 0.8712936118781223), (15, 1, 0.3646590683846226), (16, 1, 0.07942232372964797), (17, 2, 0.5882509914641657), (18, 1, 0.15997475181650977), (19, 2, 0.7929439954121894), (20, 2, 0.27576226049817476), (21, 1, 0.7310943494279981), (22, 2, 0.825711269629248), (23, 3, 0.9927238015470001), (24, 3, 0.28972174366546055), (25, 3, 0.20074365607992062), (26, 2, 0.2005029271602905), (27, 1, 0.4417910504290673), (28, 1, 0.24479630166124244), (29, 3, 0.9698129353452682), (30, 1, 0.24426870651869337), (31, 2, 0.13353545018952684), (32, 1, 0.5079246385345145), (33, 2, 0.552162100984699), (34, 1, 0.8760291943356967), (35, 3, 0.8535566528322236), (36, 1, 0.3567034442806969), (37, 3, 0.17567671790679107), (38, 1, 0.29336838297034407), (39, 1, 0.20335324196316518), (40, 1, 0.02061200643841765), (41, 1, 0.25282148346904554), (42, 3, 0.6855480431107904), (43, 1, 0.9973530663467655), (44, 2, 0.683178309687942), (45, 1, 0.07351218215680366), (46, 2, 0.7332622305498455), (47, 1, 0.8231146088679254), (48, 3, 0.5437760785085767), (49, 2, 0.049612693636652216)]","[1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]",12,12,12,12,12,12
"[(0, 1, 0.03543126599612756), (1, 3, 0.12040847682844258), (2, 1, 0.6489251329508074), (3, 1, 0.8955906743996793), (4, 2, 0.5027403479915292), (5, 3, 0.1703074688011661), (6, 3, 0.3322678529522286), (7, 3, 0.13556546569920636), (8, 1, 0.2886022720370556), (9, 3, 0.6433945570511583), (10, 3, 0.9055478157519978), (11, 3, 0.7580927174903911), (12, 2, 0.6012083418230367), (13, 3, 0.10455854025632094), (14, 2, 0.4664282107930954), (15, 3, 0.2269134982162221), (16, 1, 0.5788579092569294), (17, 3, 0.26505654606117424), (18, 1, 0.7179304550032238), (19, 3, 0.7372093320000164), (20, 3, 0.28700025480818314), (21, 1, 0.13146510852818805), (22, 3, 0.1856960991403218), (23, 2, 0.5054448983717127), (24, 1, 0.3911958669672363), (25, 3, 0.20445230911738244), (26, 1, 0.8777450859945027), (27, 2, 0.9595864045763727), (28, 2, 0.6783532853511038), (29, 1, 0.17589949197999255), (30, 3, 0.3161092436867783), (31, 1, 0.6632252900526634), (32, 3, 0.859415067797421), (33, 1, 0.4577711854330976), (34, 1, 0.4317390072011199), (35, 1, 0.36045836703322576), (36, 2, 0.8960756176049367), (37, 2, 0.6473386796243886), (38, 2, 0.26075960473757487), (39, 2, 0.8203090416283225), (40, 1, 0.4515835845266021), (41, 3, 0.526388585192603), (42, 2, 0.10899638486422425), (43, 1, 0.3609696857438096), (44, 3, 0.9984859297681176), (45, 1, 0.5866125682024463), (46, 1, 0.8683313058052065), (47, 3, 0.08641660915646865), (48, 2, 0.9964836071817603), (49, 3, 0.9301979679745007)]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1]",13,13,13,13,13,13
"[(0, 3, 0.4941206140267611), (1, 1, 0.7020213345515023), (2, 3, 0.6970592087959869), (3, 3, 0.27608574408956055), (4, 1, 0.5383647273923826), (5, 3, 0.05395145537921753), (6, 1, 0.9053302278513591), (7, 3, 0.22903797930644643), (8, 3, 0.7166713524170735), (9, 2, 0.6601638880626676), (10, 1, 0.8074728412314143), (11, 3, 0.46436498787580727), (12, 2, 0.12873960230378378), (13, 2, 0.6823405903406777), (14, 2, 0.3152258554445676), (15, 2, 0.8508589309730882), (16, 2, 0.005277679456430984), (17, 3, 0.47336233235107317), (18, 1, 0.405315157168897), (19, 2, 0.09657142819223663), (20, 2, 0.47304847594936505), (21, 3, 0.08803373925757185), (22, 2, 0.4207470028688223), (23, 3, 0.8901236732919329), (24, 1, 0.27077785331276694), (25, 1, 0.3082413963186743), (26, 3, 0.9971071366558224), (27, 2, 0.5999295523138087), (28, 3, 0.24187316664697422), (29, 1, 0.3063229380963608), (30, 1, 0.30766914423629166), (31, 2, 0.809013958262913), (32, 2, 0.837294291427306), (33, 3, 0.8825767349934751), (34, 1, 0.854763487183638), (35, 2, 0.7029944008257527), (36, 2, 0.3042971035774047), (37, 1, 0.761801863485352), (38, 3, 0.5100815271231398), (39, 1, 0.36038876927617625), (40, 2, 0.8710068365681849), (41, 2, 0.9886208567385198), (42, 1, 0.7850193296945606), (43, 2, 0.732409593888853), (44, 3, 0.14953032123595256), (45, 2, 0.275036309621443), (46, 1, 0.18250020768677344), (47, 3, 0.6265408688921893), (48, 1, 0.6305641686037475), (49, 1, 0.8039116609940006)]","[0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0]",13,13,13,13,13,13
"[(0, 1, 0.2449353365813255), (1, 2, 0.9322226915138728), (2, 1, 0.347137338534964), (3, 3, 0.5152716613143068), (4, 2, 0.3235544145759891), (5, 1, 0.6449671545006499), (6, 2, 0.48208004243358427), (7, 3, 0.18483523708700933), (8, 1, 0.4223646964483173), (9, 2, 0.2576947865567404), (10, 2, 0.7944642792883302), (11, 1, 0.7550355769415719), (12, 3, 0.5623744354671033), (13, 2, 0.9343983106009571), (14, 3, 0.08699135324452067), (15, 2, 0.04298431989137852), (16, 2, 0.4740621715727654), (17, 3, 0.5289223827563668), (18, 3, 0.24786392424577397), (19, 3, 0.7609591407143923), (20, 1, 0.9639675983460433), (21, 1, 0.31494259197828034), (22, 1, 0.7402533541373955), (23, 2, 0.11797325323977947), (24, 1, 0.14169439094675607), (25, 2, 0.527049945786733), (26, 2, 0.28541420052856703), (27, 3, 0.6459970960982871), (28, 2, 0.32490396994900084), (29, 3, 0.4524207650856644), (30, 2, 0.2906000248251429), (31, 3, 0.7324363362184465), (32, 1, 0.49138842651983006), (33, 1, 0.5897569715466289), (34, 3, 0.1837523926222533), (35, 2, 0.05441522706362367), (36, 3, 0.6038135302041422), (37, 1, 0.03716598120960035), (38, 2, 0.9253460816788752), (39, 3, 0.9474488616220266), (40, 1, 0.9174152220204527), (41, 3, 0.34457276048733354), (42, 2, 0.2803597539746936), (43, 2, 0.8273578149463868), (44, 1, 0.591147383902638), (45, 1, 0.7751242898187407), (46, 1, 0.18941351190415712), (47, 3, 0.49431895413784555), (48, 3, 0.6886569227356378), (49, 2, 0.3730570738712813)]","[0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1]",10,10,10,10,10,10
"[(0, 3, 0.6017492741051391), (1, 2, 0.8795840012069494), (2, 2, 0.7643747421929332), (3, 2, 0.7853372127211271), (4, 1, 0.4475298531447619), (5, 2, 0.27023569906116773), (6, 1, 0.3280331879167049), (7, 1, 0.20726016724072582), (8, 2, 0.8424450429674138), (9, 1, 0.7185822633147118), (10, 3, 0.6651967369588973), (11, 1, 0.33339207899792667), (12, 2, 0.7885380203580347), (13, 3, 0.2643845576239957), (14, 3, 0.48342051058617264), (15, 3, 0.7334782430182496), (16, 1, 0.21402482620407237), (17, 1, 0.4740811027910041), (18, 2, 0.44793685775058134), (19, 3, 0.2709543251760054), (20, 3, 0.1798083919405108), (21, 1, 0.11119079516425567), (22, 1, 0.5545128470194491), (23, 1, 0.8335459866361482), (24, 2, 0.23458545536683684), (25, 1, 0.6933488552019892), (26, 2, 0.5597374242267273), (27, 3, 0.9857108685184306), (28, 3, 0.31715980657611376), (29, 3, 0.04733141936125396), (30, 3, 0.7983809849517961), (31, 1, 0.6513260599382497), (32, 1, 0.6291581707597683), (33, 1, 0.1828349631962073), (34, 1, 0.4814401421349167), (35, 3, 0.11700550304392321), (36, 3, 0.13791548879098858), (37, 2, 0.35778898617087374), (38, 3, 0.06463375271919303), (39, 3, 0.5117000550688582), (40, 3, 0.8032286603879847), (41, 2, 0.15267377405212845), (42, 3, 0.47277224657841754), (43, 1, 0.5511653510718192), (44, 1, 0.4524318941056725), (45, 1, 0.25998153891002485), (46, 2, 0.322198700520516), (47, 1, 0.8660302327225591), (48, 2, 0.05276769387753755), (49, 2, 0.746432580478139)]","[0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1]",0,0,0,0,0,0
"[(0, 2, 0.8530710882538303), (1, 3, 0.15331448265420777), (2, 2, 0.5452511838776937), (3, 1, 0.9209796695782668), (4, 2, 0.7007391792970349), (5, 1, 0.3548292880141355), (6, 3, 0.13091413528129914), (7, 1, 0.32670119410115384), (8, 2, 0.8687621987986136), (9, 1, 0.9390489090907794), (10, 1, 0.10784607927407952), (11, 1, 0.047307344357045755), (12, 3, 0.33590212058856095), (13, 3, 0.762296600500046), (14, 3, 0.5640523016981561), (15, 3, 0.34573914189454535), (16, 2, 0.6602844420329598), (17, 1, 0.012338466795476455), (18, 2, 0.9139225832523645), (19, 2, 0.8442483660011686), (20, 1, 0.5591274316559635), (21, 2, 0.9333909623665185), (22, 2, 0.4140067255047212), (23, 3, 0.35354293833703154), (24, 1, 0.4667748290820646), (25, 3, 0.39292194688315996), (26, 3, 0.681370282710207), (27, 1, 0.6237128412814757), (28, 3, 0.13463402970590932), (29, 3, 0.849686144492197), (30, 2, 0.8129138433653911), (31, 2, 0.032932879368347545), (32, 3, 0.8165010058438237), (33, 3, 0.5973459410294907), (34, 3, 0.07721835879357086), (35, 1, 0.8140664475345628), (36, 2, 0.5476717416995183), (37, 1, 0.5812331994733653), (38, 3, 0.17486584858667797), (39, 2, 0.7595152458091146), (40, 1, 0.5175343887844865), (41, 3, 0.5585728619135562), (42, 2, 0.2834493962378869), (43, 2, 0.40788315239094064), (44, 1, 0.5891954589363539), (45, 1, 0.2922477797027514), (46, 3, 0.5497972358112434), (47, 1, 0.14796530618521597), (48, 3, 0.43794102371541943), (49, 2, 0.009587613003837037)]","[1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0]",12,12,12,12,12,12
"[(0, 2, 0.6678520938415212), (1, 3, 0.7540450654803907), (2, 2, 0.23499226420573194), (3, 2, 0.8526654908621939), (4, 1, 0.22257834917840214), (5, 1, 0.5091167924931795), (6, 3, 0.5947173136124023), (7, 2, 0.3725196640488795), (8, 2, 0.31795469403416954), (9, 2, 0.7445459421816912), (10, 2, 0.5718855733026637), (11, 2, 0.9654750780151786), (12, 1, 0.29009377448891527), (13, 1, 0.9059260836732611), (14, 1, 0.8063029609889063), (15, 1, 0.09014456929791781), (16, 2, 0.4723977090266499), (17, 3, 0.6627077068786948), (18, 1, 0.43212819613680686), (19, 1, 0.9238447439191587), (20, 1, 0.8717990639291566), (21, 1, 0.6866477639080005), (22, 1, 0.9238789623436944), (23, 3, 0.803536267750631), (24, 3, 0.4064494271117064), (25, 2, 0.7224215336912279), (26, 2, 0.10503319697176683), (27, 1, 0.341130534499533), (28, 3, 0.7593703718293842), (29, 1, 0.01889501452358011), (30, 1, 0.023456522211201203), (31, 2, 0.3260745187029117), (32, 2, 0.5171976955476075), (33, 1, 0.9119495890370559), (34, 2, 0.39262747771243556), (35, 2, 0.2059206275077371), (36, 2, 0.00323957370607586), (37, 3, 0.4746528166212869), (38, 3, 0.6526606125957997), (39, 2, 0.7176865332364574), (40, 2, 0.2509708889831246), (41, 2, 0.9658894292936323), (42, 3, 0.20991848751856745), (43, 3, 0.2785556341212948), (44, 3, 0.38574918468859754), (45, 2, 0.5894029623613514), (46, 1, 0.7398926691437239), (47, 2, 0.16801206160388027), (48, 3, 0.8028563288179223), (49, 2, 0.9239924682630978)]","[0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1]",12,12,12,12,12,12
"[(0, 3, 0.32368682276604577), (1, 1, 0.14931346797010303), (2, 2, 0.7755072508211999), (3, 3, 0.22801628873122604), (4, 2, 0.7298509733424788), (5, 3, 0.30878992484863843), (6, 1, 0.8567033413093441), (7, 2, 0.5255966488927112), (8, 1, 0.3191121630530067), (9, 3, 0.9894688064782677), (10, 1, 0.7151067277956256), (11, 2, 0.5732507730048633), (12, 1, 0.6100863458012905), (13, 3, 0.5575969661221284), (14, 3, 0.41883208067943056), (15, 1, 0.249188133495019), (16, 3, 0.24564956599448784), (17, 1, 0.4544113672744208), (18, 2, 0.06448732049871642), (19, 1, 0.18674462618685295), (20, 1, 0.5457927511288844), (21, 2, 0.29235051225832176), (22, 2, 0.8682491524330188), (23, 2, 0.732303217910348), (24, 2, 0.33500113531414766), (25, 2, 0.10610748053850416), (26, 2, 0.6416503302656732), (27, 2, 0.8183082369126553), (28, 2, 0.06044238387594647), (29, 2, 0.6772489287137508), (30, 2, 0.48418365491931004), (31, 2, 0.1584137113890367), (32, 3, 0.6950450995363631), (33, 1, 0.6231375212806106), (34, 2, 0.2649943810648553), (35, 3, 0.7995641059572314), (36, 1, 0.994732679712711), (37, 3, 0.9281331585318138), (38, 2, 0.7207540742975533), (39, 1, 0.11225477895399416), (40, 3, 0.18526529283289228), (41, 1, 0.07204539392895881), (42, 2, 0.5949379061967142), (43, 3, 0.7910276076706385), (44, 1, 0.13935047478709273), (45, 1, 0.448318505510907), (46, 1, 0.8013252168235013), (47, 1, 0.6674901153031054), (48, 3, 0.6777146727426165), (49, 3, 0.398805835329897)]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1]",0,0,0,0,0,0
"[(0, 3, 0.8909930470871472), (1, 3, 0.362938173361), (2, 3, 0.6493781684338448), (3, 3, 0.6036037944485113), (4, 1, 0.2961654466787875), (5, 2, 0.4306655920743965), (6, 1, 0.3885646496333761), (7, 2, 0.09171662241698064), (8, 1, 0.9483168747754918), (9, 3, 0.5252362179841004), (10, 3, 0.7429026712313129), (11, 3, 0.8957145854472107), (12, 3, 0.9352881567981226), (13, 3, 0.3517480743098319), (14, 1, 0.8648113227251567), (15, 2, 0.8919100406202328), (16, 2, 0.24750153256381502), (17, 3, 0.6756289621322709), (18, 2, 0.46645933028179365), (19, 2, 0.8104937024982514), (20, 1, 0.34299494065178393), (21, 3, 0.01400381554958452), (22, 3, 0.5298899788912017), (23, 3, 0.10459423936475043), (24, 1, 0.40172072434773853), (25, 3, 0.9335628794561132), (26, 3, 0.8786738825159959), (27, 3, 0.13322877353415574), (28, 1, 0.786996989530015), (29, 2, 0.2553037590050087), (30, 1, 0.0779662345230544), (31, 2, 0.5641435510797606), (32, 1, 0.0353704723794791), (33, 3, 0.8609741876683212), (34, 1, 0.4017430008471524), (35, 2, 0.5149046598509551), (36, 3, 0.924784012289876), (37, 3, 0.33199153578232643), (38, 2, 0.6820761588811348), (39, 1, 0.09621582055658973), (40, 1, 0.7682509663775864), (41, 3, 0.14533528965373732), (42, 1, 0.3663868366529752), (43, 2, 0.3520537668465463), (44, 3, 0.7060677765876693), (45, 3, 0.30346655432084446), (46, 1, 0.7261704588465039), (47, 3, 0.3045497776417587), (48, 2, 0.369597026982595), (49, 1, 0.6615693136186661)]","[1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1]",0,0,0,0,0,0
"[(0, 3, 0.7865789946440517), (1, 2, 0.44297582691620396), (2, 2, 0.25465355675768375), (3, 2, 0.2898378648076967), (4, 1, 0.5087105449660577), (5, 1, 0.435157009683221), (6, 1, 0.7007999796836142), (7, 3, 0.7401939380910814), (8, 2, 0.47943623644714684), (9, 2, 0.2908411831633325), (10, 2, 0.727594279721034), (11, 2, 0.07791444813987347), (12, 2, 0.26790749222113586), (13, 1, 0.9036244904713315), (14, 3, 0.004643461497294332), (15, 3, 0.6726848814481134), (16, 2, 0.9044709291408493), (17, 3, 0.06693761596924519), (18, 2, 0.9821789773945991), (19, 3, 0.07733186051195806), (20, 2, 0.9108012723128665), (21, 1, 0.9879413363462194), (22, 2, 0.0216161183727841), (23, 1, 0.9230073273950173), (24, 1, 0.03222317742307934), (25, 2, 0.19499833769413233), (26, 1, 0.6535082706924542), (27, 1, 0.05121737382329827), (28, 2, 0.8046194954230637), (29, 1, 0.958600206416662), (30, 3, 0.7057864328284777), (31, 1, 0.8099263572132849), (32, 3, 0.8254021645336929), (33, 3, 0.17048405389181187), (34, 2, 0.14032130768004925), (35, 1, 0.30014940096609655), (36, 2, 0.5801757541828094), (37, 1, 0.7577863292493624), (38, 3, 0.5775202235799141), (39, 1, 0.01405076752369161), (40, 1, 0.6293067683222835), (41, 3, 0.3299585507146512), (42, 3, 0.4327136949813708), (43, 1, 0.18094026578197864), (44, 2, 0.6602014652305666), (45, 3, 0.35156540739807884), (46, 1, 0.48897478423275087), (47, 1, 0.07973368129686487), (48, 2, 0.8969510712752009), (49, 3, 0.4798259773899054)]","[1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1]",0,0,0,0,0,0
"[(0, 3, 0.2544655539245628), (1, 3, 0.9469678188396614), (2, 1, 0.49643195796355544), (3, 1, 0.9290732364405377), (4, 2, 0.8136137745957011), (5, 1, 0.6346692925688916), (6, 3, 0.4548167723891752), (7, 1, 0.18626627839750054), (8, 3, 0.88011354533688), (9, 3, 0.13238548276397355), (10, 3, 0.1564418630951102), (11, 1, 0.6141207408578958), (12, 3, 0.4776034181836438), (13, 3, 0.44508040319213227), (14, 3, 0.7359677832760885), (15, 1, 0.9336333138389239), (16, 2, 0.870473628870919), (17, 2, 0.2301577097897487), (18, 3, 0.4186248850157869), (19, 1, 0.02429601404816284), (20, 2, 0.3233335514908833), (21, 3, 0.3712066767477117), (22, 2, 0.855189265436961), (23, 2, 0.3282761777979032), (24, 1, 0.5052943706377686), (25, 3, 0.36003171060941563), (26, 2, 0.8553447273654307), (27, 2, 0.5245856863928926), (28, 3, 0.8720923451928436), (29, 1, 0.8724798504571587), (30, 2, 0.15381151640716695), (31, 2, 0.5571339133157697), (32, 2, 0.8294998496959944), (33, 1, 0.8448365713721615), (34, 1, 0.4378927561016359), (35, 2, 0.6184773711606218), (36, 2, 0.0820110487254746), (37, 3, 0.15183550355515418), (38, 1, 0.9166360607088153), (39, 1, 0.3028881251800374), (40, 2, 0.19289178522475303), (41, 2, 0.04533347332179882), (42, 1, 0.1094564130317508), (43, 1, 0.037263878354562796), (44, 2, 0.2867582649840179), (45, 2, 0.47993267368314185), (46, 3, 0.8669787697149831), (47, 2, 0.3454694836861695), (48, 1, 0.6946664283940622), (49, 3, 0.6730504416878298)]","[0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",0,0,0,0,0,0
"[(0, 2, 0.11987382833296334), (1, 2, 0.6917563816996807), (2, 3, 0.22480524249139333), (3, 1, 0.6453736578287285), (4, 2, 0.8596702768812635), (5, 2, 0.5512103516104954), (6, 3, 0.554877230187121), (7, 3, 0.6144037122223985), (8, 3, 0.34735372835061784), (9, 1, 0.2453577497483912), (10, 3, 0.08536153539541569), (11, 1, 0.8156228274038182), (12, 2, 0.0706015331257891), (13, 2, 0.43766920129678055), (14, 3, 0.3214401797306694), (15, 1, 0.2870808087974045), (16, 3, 0.3927584120933383), (17, 2, 0.3838395395422619), (18, 1, 0.11232943192897904), (19, 2, 0.664974958445101), (20, 1, 0.42402237673747745), (21, 1, 0.8860354259405054), (22, 3, 0.8979954479807296), (23, 1, 0.27356187390256237), (24, 1, 0.0022615186792127595), (25, 3, 0.32963073487929395), (26, 3, 0.2992700662282357), (27, 1, 0.5609844745289051), (28, 2, 0.5323168744093778), (29, 2, 0.3641379186589302), (30, 2, 0.5879086497166981), (31, 3, 0.6175518014660427), (32, 3, 0.38994230030882926), (33, 2, 0.7121780716266075), (34, 1, 0.27557114338390676), (35, 2, 0.40738079942005334), (36, 1, 0.9470599293298173), (37, 2, 0.1378852532325574), (38, 1, 0.9119232082104611), (39, 1, 0.6483053736773757), (40, 3, 0.4366557804308895), (41, 2, 0.893724165787829), (42, 1, 0.4253069588984325), (43, 1, 0.731266580363894), (44, 3, 0.5499568374830028), (45, 1, 0.5475748559458091), (46, 2, 0.19368178391112778), (47, 3, 0.9896609835723226), (48, 3, 0.7685173644106507), (49, 3, 0.9651339391129726)]","[0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1]",12,12,12,12,12,12
"[(0, 1, 0.04304772306257976), (1, 3, 0.028793798559755612), (2, 1, 0.7544455953275793), (3, 1, 0.4582424709898171), (4, 3, 0.4215137831054341), (5, 2, 0.2372418430976524), (6, 2, 0.8835199453637574), (7, 3, 0.2156947696779532), (8, 1, 0.13366832341894286), (9, 1, 0.6037522958745165), (10, 3, 0.7217196197013959), (11, 2, 0.6736384943230461), (12, 2, 0.5118577562650644), (13, 1, 0.8347386150706261), (14, 3, 0.3373589139016844), (15, 1, 0.08740618288922875), (16, 3, 0.7057882650838054), (17, 2, 0.21568581520251218), (18, 3, 0.0703234088760869), (19, 2, 0.8717674955940607), (20, 2, 0.848379374818236), (21, 2, 0.502462413010167), (22, 1, 0.3375662030564761), (23, 1, 0.37319285398871704), (24, 1, 0.21496141037185668), (25, 2, 0.06546065404382295), (26, 1, 0.5200081291346295), (27, 1, 0.6538008676747851), (28, 3, 0.8604428756805904), (29, 3, 0.9346093350911242), (30, 2, 0.23238139629657317), (31, 2, 0.8938851623644313), (32, 2, 0.46281080277288733), (33, 1, 0.1468716912805329), (34, 2, 0.3881972268462316), (35, 1, 0.5764891371809414), (36, 1, 0.0733647198655798), (37, 1, 0.9760201396407058), (38, 2, 0.05791182666893335), (39, 2, 0.032842954893079424), (40, 1, 0.8046595173714313), (41, 1, 0.2419041452683549), (42, 1, 0.8942572176864336), (43, 1, 0.3370840432014325), (44, 2, 0.15511265726677992), (45, 2, 0.7659393499293278), (46, 1, 0.8678056379902512), (47, 1, 0.9749556577206038), (48, 3, 0.050714146452778275), (49, 1, 0.3143231321538238)]","[0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1]",0,0,0,0,0,0
