agents,healthStatus,solveConicGibbsGreedyDynamic,PPO_4Bucket_50000000,PPO_4Bucket_20000000,PPO_5Bucket_50000000,PPO_5Bucket_20000000,solveMILP
"[(0, 2, 0.6078504767530596), (1, 1, 0.4811827986096975), (2, 1, 0.6832182153398806), (3, 1, 0.13192582778628825), (4, 2, 0.059070592652693876), (5, 3, 0.45189490665476995), (6, 3, 0.18097531749061269), (7, 1, 0.188204905504473), (8, 2, 0.7832756055942354), (9, 3, 0.2604902684876411), (10, 2, 0.8341207868315608), (11, 3, 0.8485232507928833), (12, 1, 0.7620119479914593), (13, 1, 0.6690841538920446), (14, 1, 0.7217581325956416), (15, 1, 0.7350052235040526), (16, 3, 0.42622092542743806), (17, 1, 0.7594524377771118), (18, 1, 0.7629310790809658), (19, 1, 0.5543960215728031), (20, 1, 0.5400788237880518), (21, 3, 0.6043387340752409), (22, 1, 0.48720659062341254), (23, 2, 0.8848029139070206), (24, 1, 0.6867026170844024), (25, 1, 0.5491650829445343), (26, 3, 0.9393873558757154), (27, 3, 0.8147518618049447), (28, 2, 0.5742793034671744), (29, 1, 0.6777937588078169), (30, 1, 0.15607448317685557), (31, 3, 0.26668403210416025), (32, 1, 0.4769693153668887), (33, 3, 0.7641438726256968), (34, 2, 0.37000124993250605), (35, 3, 0.48329914801914087), (36, 3, 0.2951142051421777), (37, 3, 0.5953480196752757), (38, 1, 0.13840785893433483), (39, 2, 0.027338934321158637), (40, 1, 0.9441648143113136), (41, 1, 0.568138227659828), (42, 1, 0.8787759195219781), (43, 1, 0.7794289646002229), (44, 1, 0.8603848976886098), (45, 2, 0.46029014267411017), (46, 1, 0.3353141255141059), (47, 3, 0.9260862720881797), (48, 2, 0.58022819400705), (49, 3, 0.36605380118936404)]","[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0]",0,0,0,0,0,0
"[(0, 3, 0.4142443851535692), (1, 2, 0.3328423657520716), (2, 1, 0.08824885904200241), (3, 2, 0.4644253634766594), (4, 1, 0.33259779247488597), (5, 1, 0.5232945163474603), (6, 2, 0.39723826082640934), (7, 3, 0.9197892055612129), (8, 2, 0.23475325047533702), (9, 3, 0.7224746757229467), (10, 1, 0.5548612447921509), (11, 2, 0.4245644360536456), (12, 3, 0.2062702539670831), (13, 3, 0.3261970803351394), (14, 2, 0.14192604091349947), (15, 3, 0.30667446723484737), (16, 2, 0.8223555263522282), (17, 3, 0.9366928786318077), (18, 3, 0.010849552833599119), (19, 3, 0.6414694232421975), (20, 3, 0.9831907272228428), (21, 3, 0.4446045051654791), (22, 2, 0.5171183204424575), (23, 3, 0.8662867534084591), (24, 2, 0.442570584158403), (25, 3, 0.1308954939452608), (26, 1, 0.31525861644686126), (27, 1, 0.3428118090126736), (28, 1, 0.3373082154365721), (29, 1, 0.72313039739749), (30, 1, 0.446776042011637), (31, 3, 0.6023367046220599), (32, 2, 0.09583144255236375), (33, 2, 0.6596248237787243), (34, 3, 0.7421963070491749), (35, 1, 0.932008960695125), (36, 3, 0.07768387643851715), (37, 2, 0.5076073269652637), (38, 3, 0.5928600811808279), (39, 1, 0.9726049103545583), (40, 3, 0.14522069983522246), (41, 3, 0.3004978931198655), (42, 3, 0.1408824940355602), (43, 2, 0.3718184408141635), (44, 1, 0.7005302040091035), (45, 2, 0.9020108482946115), (46, 1, 0.4151230923051449), (47, 1, 0.6634052773923647), (48, 2, 0.4549175880514862), (49, 3, 0.8745848983672655)]","[0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1]",9,9,9,9,9,9
"[(0, 1, 0.5772107088262816), (1, 2, 0.7169527019491584), (2, 3, 0.6104198081191017), (3, 2, 0.8080348316788462), (4, 2, 0.6965950257500545), (5, 2, 0.40301963258664253), (6, 1, 0.20516362841608637), (7, 1, 0.34079503826331625), (8, 2, 0.36272851073109924), (9, 2, 0.7609678565220923), (10, 3, 0.675217817562978), (11, 3, 0.12732333602581725), (12, 3, 0.6193576656416159), (13, 3, 0.5078077504006656), (14, 1, 0.2790891376912533), (15, 3, 0.8112863519741067), (16, 3, 0.32198525047981563), (17, 3, 0.983227599808673), (18, 1, 0.47155489116166416), (19, 3, 0.5425189048035853), (20, 1, 0.5039459341260111), (21, 3, 0.025618765312138914), (22, 1, 0.39030028897199254), (23, 3, 0.7194240640033819), (24, 1, 0.27970236538859516), (25, 2, 0.8877427034356397), (26, 3, 0.18066817801041357), (27, 3, 0.2168902077319984), (28, 3, 0.8492069289580039), (29, 3, 0.8162685264401965), (30, 1, 0.24440773151786888), (31, 3, 0.3560602122334514), (32, 1, 0.7681498561140017), (33, 1, 0.4164048917481983), (34, 1, 0.2738594115097881), (35, 3, 0.5601911345665773), (36, 2, 0.14407911008553498), (37, 2, 0.7430087629339586), (38, 1, 0.516512929801521), (39, 2, 0.17219792122340927), (40, 1, 0.7164603035296843), (41, 2, 0.5517364520207134), (42, 2, 0.6809044348021395), (43, 1, 0.2915730054582023), (44, 1, 0.9248116917519945), (45, 2, 0.2937352438981189), (46, 3, 0.2842014288558974), (47, 3, 0.2619855860071334), (48, 2, 0.16339651407804712), (49, 3, 0.3229671781441428)]","[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1]",9,9,9,9,9,9
"[(0, 1, 0.4656623127373012), (1, 1, 0.24876174526870942), (2, 1, 0.7117789502997705), (3, 1, 0.9845525871018297), (4, 2, 0.7205690844565262), (5, 1, 0.7673322490175936), (6, 1, 0.29410742757243047), (7, 1, 0.5038787548595142), (8, 2, 0.9496042493702321), (9, 1, 0.6889360119139324), (10, 1, 0.20411249991498748), (11, 3, 0.8927660639951017), (12, 2, 0.06545155437855033), (13, 1, 0.5091608196474573), (14, 3, 0.0031742588162958496), (15, 2, 0.8175943449999211), (16, 2, 0.1717225014297048), (17, 2, 0.9750587609737268), (18, 2, 0.4778657205756923), (19, 1, 0.37681285251930374), (20, 2, 0.7562400487402042), (21, 1, 0.6031376817157796), (22, 1, 0.12612081687243792), (23, 2, 0.6274738498757169), (24, 3, 0.9710842454464872), (25, 1, 0.8053014346387491), (26, 2, 0.7538227337560938), (27, 2, 0.012945773965032603), (28, 2, 0.42107720502521284), (29, 1, 0.2898217841051919), (30, 2, 0.9660319609066689), (31, 3, 0.28621698552485286), (32, 2, 0.25500852282664976), (33, 3, 0.3492104751192575), (34, 2, 0.36221184286033636), (35, 2, 0.43199298849189327), (36, 3, 0.12321211221824613), (37, 3, 0.7120881788377804), (38, 2, 0.6869858147776514), (39, 1, 0.7493646834877603), (40, 3, 0.7128591037933577), (41, 3, 0.2693007592488853), (42, 3, 0.8795639159204787), (43, 2, 0.9066693609925403), (44, 2, 0.7391274388259423), (45, 2, 0.5927843983330279), (46, 3, 0.6970761329973189), (47, 3, 0.9834778285524013), (48, 3, 0.13902134723242254), (49, 1, 0.05853075725424839)]","[1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0]",9,9,9,9,9,9
"[(0, 1, 0.6356307846600232), (1, 1, 0.7412786396784915), (2, 3, 0.7916965954319327), (3, 3, 0.012556283132131418), (4, 3, 0.508862371937526), (5, 2, 0.09441575182780881), (6, 1, 0.12114001559883292), (7, 1, 0.05645391649186948), (8, 3, 0.31730856432110655), (9, 3, 0.7916316400482668), (10, 3, 0.12024096507353688), (11, 3, 0.8760765342075637), (12, 2, 0.14294339960560665), (13, 3, 0.4885523418172585), (14, 2, 0.9755556640411333), (15, 1, 0.004953884921572893), (16, 1, 0.48073200226537693), (17, 1, 0.9215060453531491), (18, 3, 0.5182227634861103), (19, 2, 0.5583733677908822), (20, 3, 0.37850238706758677), (21, 3, 0.42125660933303977), (22, 1, 0.6069070603628421), (23, 1, 0.5309673090361295), (24, 3, 0.5628670467160127), (25, 2, 0.46687320821505274), (26, 2, 0.06815722741653985), (27, 3, 0.3025081181803717), (28, 1, 0.009995465453594421), (29, 3, 0.1649470911703358), (30, 3, 0.46031535570089577), (31, 3, 0.24459578382889546), (32, 2, 0.9818033882462976), (33, 2, 0.05386043730238277), (34, 2, 0.7868844216187689), (35, 1, 0.3449288329674137), (36, 3, 0.4535413868427174), (37, 1, 0.5280205301773011), (38, 2, 0.49991544603650107), (39, 1, 0.5074532422659019), (40, 2, 0.520174051745713), (41, 1, 0.46393638404029025), (42, 1, 0.6598051704909903), (43, 3, 0.9310691847825645), (44, 3, 0.7130500860478521), (45, 2, 0.1323833801548796), (46, 1, 0.31621518097405243), (47, 2, 0.5249489196293622), (48, 2, 0.2640987642910674), (49, 2, 0.6318529665586433)]","[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1]",8,8,8,8,8,8
"[(0, 1, 0.3980243341246723), (1, 1, 0.6967413937425733), (2, 2, 0.19867085587293742), (3, 3, 0.8785641987620367), (4, 1, 0.5326556542064642), (5, 1, 0.43672088487520844), (6, 1, 0.37838661810022856), (7, 1, 0.05763614665364636), (8, 2, 0.7273720648076698), (9, 3, 0.23358153117773928), (10, 1, 0.1805323229102095), (11, 3, 0.16464460903519773), (12, 2, 0.6587395179127492), (13, 3, 0.667305150891935), (14, 2, 0.432404536170374), (15, 1, 0.018434074247786758), (16, 3, 0.8708633014096901), (17, 1, 0.13955214709077013), (18, 3, 0.16504120463482597), (19, 2, 0.07341366126215665), (20, 2, 0.6676086329719262), (21, 2, 0.38772387808296394), (22, 2, 0.3622898884574586), (23, 1, 0.4753082532099806), (24, 2, 0.7035489172805128), (25, 2, 0.9582691368983414), (26, 1, 0.6336226275120463), (27, 1, 0.8237322938229719), (28, 3, 0.38511267464305676), (29, 3, 0.5751715793173198), (30, 2, 0.41536466723550347), (31, 1, 0.7999647674663042), (32, 3, 0.8194435116555312), (33, 2, 0.16281553297020845), (34, 3, 0.31636006114090276), (35, 3, 0.05945815938916932), (36, 2, 0.04575647867101973), (37, 2, 0.5312938412434467), (38, 1, 0.1937081238782311), (39, 3, 0.8662020703179806), (40, 1, 0.3013482721180125), (41, 1, 0.19043649379671568), (42, 2, 0.1129768802202894), (43, 3, 0.219852697339315), (44, 2, 0.8004754969618402), (45, 3, 0.023760660494486552), (46, 3, 0.8131353825321832), (47, 3, 0.7911147283183382), (48, 2, 0.45154331995408103), (49, 1, 0.8722201964787801)]","[1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1]",9,9,9,9,9,9
"[(0, 3, 0.7167872412463924), (1, 2, 0.5991826175428377), (2, 2, 0.5629841069792585), (3, 1, 0.1127534998564802), (4, 1, 0.22425075554116813), (5, 3, 0.02027274199798912), (6, 2, 0.8732136805171125), (7, 2, 0.755960246752833), (8, 2, 0.9363850752099843), (9, 1, 0.7791509067882533), (10, 1, 0.8078625103216353), (11, 3, 0.08407917157851563), (12, 3, 0.3824486141031038), (13, 1, 0.39954488638647945), (14, 1, 0.12793689126173202), (15, 2, 0.23713339529110666), (16, 1, 0.1278127192311066), (17, 3, 0.3519327221920353), (18, 2, 0.28476055065031936), (19, 1, 0.13034039577831946), (20, 3, 0.5017663746938494), (21, 2, 0.2444446030539993), (22, 2, 0.09980732803952275), (23, 1, 0.6629321545348145), (24, 1, 0.16002139009630523), (25, 1, 0.9166575239965326), (26, 1, 0.7723512102614595), (27, 2, 0.6147176532197955), (28, 3, 0.2983096956890421), (29, 1, 0.7831400460312933), (30, 1, 0.7911332057093459), (31, 3, 0.14593640351455983), (32, 2, 0.016977588219233897), (33, 2, 0.38147454856820817), (34, 1, 0.23024932893680894), (35, 3, 0.602665972911796), (36, 2, 0.33022883785755275), (37, 3, 0.25125824538141506), (38, 3, 0.9954425276508395), (39, 1, 0.27184035993228295), (40, 1, 0.8544413673708632), (41, 1, 0.5253569175992677), (42, 2, 0.6019303220001158), (43, 1, 0.720054416986142), (44, 2, 0.5033499751293701), (45, 3, 0.09765188282293691), (46, 1, 0.8451905063109459), (47, 2, 0.28236642239973964), (48, 3, 0.2123791616041404), (49, 1, 0.17383443293256617)]","[1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0]",7,7,7,7,7,7
"[(0, 1, 0.09936784999163784), (1, 2, 0.4425691820661234), (2, 2, 0.6071589165710194), (3, 2, 0.3655350360056483), (4, 3, 0.5567856533147992), (5, 1, 0.5611629972289367), (6, 1, 0.8121462867893094), (7, 1, 0.04855722635480819), (8, 1, 0.07294755795901975), (9, 3, 0.0444089941619783), (10, 2, 0.523788132337557), (11, 3, 0.38872272537629604), (12, 1, 0.5578061725286522), (13, 3, 0.336703941988831), (14, 1, 0.10191083820806368), (15, 3, 0.43488132017400205), (16, 3, 0.8908637645039733), (17, 3, 0.7603493944494915), (18, 1, 0.21422312067199056), (19, 2, 0.6107191567296809), (20, 1, 0.019738491887988818), (21, 3, 0.8364872044312741), (22, 1, 0.3238571080030478), (23, 1, 0.9570356761294087), (24, 3, 0.9249298342842146), (25, 1, 0.19296539539827562), (26, 1, 0.42337278190306216), (27, 1, 0.47853339404465467), (28, 3, 0.07570572572567691), (29, 2, 0.7623005144082164), (30, 2, 0.9348622116025781), (31, 3, 0.9008427151302957), (32, 2, 0.19614469830120185), (33, 2, 0.7923760253847496), (34, 1, 0.859298238548724), (35, 1, 0.7193254842963999), (36, 1, 0.3489491487302394), (37, 1, 0.46739343597003924), (38, 1, 0.5368974295413091), (39, 2, 0.438944041079515), (40, 2, 0.09793056400770339), (41, 1, 0.2807711866380541), (42, 3, 0.2890791547776862), (43, 3, 0.42082415505858295), (44, 1, 0.11598288423438607), (45, 1, 0.26856223617994646), (46, 3, 0.2590490880909161), (47, 3, 0.04576122987954134), (48, 1, 0.4042621322778329), (49, 2, 0.8864984580010955)]","[0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1]",9,9,9,9,9,9
"[(0, 3, 0.9599050663709023), (1, 1, 0.056929359578650196), (2, 2, 0.8336408985434983), (3, 2, 0.8379135266616513), (4, 2, 0.8963302957072988), (5, 2, 0.996913286411057), (6, 2, 0.8052445688695398), (7, 1, 0.10277277019690467), (8, 2, 0.23166511792707956), (9, 3, 0.14144932290722523), (10, 1, 0.1264431067518168), (11, 3, 0.2202699806034225), (12, 2, 0.3067053163829091), (13, 3, 0.860423605704919), (14, 3, 0.26834533897674295), (15, 1, 0.7493513188196521), (16, 1, 0.7385492521409862), (17, 2, 0.5166180954872246), (18, 1, 0.9767534401822737), (19, 3, 0.7330218142294663), (20, 1, 0.3847656616238494), (21, 2, 0.9762139620647794), (22, 1, 0.9388163402599193), (23, 2, 0.04042852369768668), (24, 1, 0.8750060032553216), (25, 1, 0.5686391547479216), (26, 3, 0.887120829622907), (27, 3, 0.6289479135279183), (28, 2, 0.36364108191894384), (29, 3, 0.8752423686138378), (30, 3, 0.8006278808786157), (31, 1, 0.030793330061724467), (32, 3, 0.9982785797288444), (33, 1, 0.9687282214455206), (34, 1, 0.16294015045303045), (35, 2, 0.06684651552340426), (36, 3, 0.7456980352969996), (37, 2, 0.8019577069314547), (38, 2, 0.0541317140473454), (39, 1, 0.011831480142865725), (40, 3, 0.4410032315911916), (41, 2, 0.15658356672045703), (42, 3, 0.1603389185899704), (43, 2, 0.4030292895279931), (44, 2, 0.6180696019037638), (45, 2, 0.9450283138953004), (46, 2, 0.1858292742184725), (47, 3, 0.7617889152779906), (48, 1, 0.23636496321560618), (49, 1, 0.9894149486685789)]","[1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1]",9,9,9,9,9,9
"[(0, 1, 0.9224195615684692), (1, 1, 0.15247184370506994), (2, 3, 0.0894856675977671), (3, 1, 0.34820115715219546), (4, 3, 0.619532909642012), (5, 2, 0.4784407334969836), (6, 1, 0.7007504478010979), (7, 3, 0.6447694827664677), (8, 3, 0.8511821362024964), (9, 1, 0.9604595981810339), (10, 3, 0.8499840078335502), (11, 2, 0.7872082853469484), (12, 1, 0.2838827566146064), (13, 2, 0.3671302447546705), (14, 3, 0.1489072106683864), (15, 2, 0.30317542761219385), (16, 2, 0.682353261427705), (17, 1, 0.2550843130165752), (18, 3, 0.4630593254970874), (19, 1, 0.20416299896399048), (20, 3, 0.8389233499908428), (21, 1, 0.9138029693458302), (22, 3, 0.34039213123348067), (23, 2, 0.2054601986865272), (24, 1, 0.6767581239294472), (25, 1, 0.15979000114094222), (26, 1, 0.9231817306859879), (27, 2, 0.015682253490628018), (28, 2, 0.40186318720061076), (29, 1, 0.5810481288750796), (30, 3, 0.9799690094868703), (31, 3, 0.5947793651886393), (32, 2, 0.848073154652168), (33, 1, 0.19295283472156766), (34, 3, 0.929506616937881), (35, 1, 0.2511690798624997), (36, 2, 0.38022916693745223), (37, 1, 0.3155572887112481), (38, 3, 0.49523773800252613), (39, 3, 0.4409365066624734), (40, 2, 0.0662791482409516), (41, 1, 0.8927062595209098), (42, 2, 0.8677478503077587), (43, 2, 0.213754156539663), (44, 2, 0.27523114837938856), (45, 1, 0.9671443961502445), (46, 2, 0.5589829114333513), (47, 1, 0.14582675127625022), (48, 1, 0.01678178968450328), (49, 2, 0.8739323128279267)]","[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1]",0,0,0,0,0,0
"[(0, 1, 0.04123084697216306), (1, 1, 0.8759633313043645), (2, 3, 0.8885207535054497), (3, 3, 0.4894052458449669), (4, 2, 0.9630622929416355), (5, 1, 0.11180791208088936), (6, 1, 0.8159008933613577), (7, 2, 0.0017501694035129134), (8, 3, 0.7913769419064203), (9, 3, 0.3031081684801683), (10, 3, 0.7275916774065948), (11, 2, 0.9758176947133246), (12, 1, 0.47318392275509713), (13, 3, 0.6791187493757166), (14, 2, 0.026380847604370428), (15, 1, 0.5888045841966909), (16, 2, 0.356411231781967), (17, 3, 0.18471194652066292), (18, 2, 0.8111282628808055), (19, 3, 0.16435140247660418), (20, 1, 0.041788306969085975), (21, 3, 0.8824188936146907), (22, 1, 0.11424501583908009), (23, 1, 0.053953645966363095), (24, 3, 0.45248395659709884), (25, 1, 0.6113523539017707), (26, 1, 0.3493915968823734), (27, 2, 0.7930935038884427), (28, 1, 0.9710722419492704), (29, 2, 0.8008573143952525), (30, 2, 0.6927183840664443), (31, 3, 0.7390738044338422), (32, 3, 0.5865490836882142), (33, 3, 0.8516093783432672), (34, 2, 0.7682577940487015), (35, 2, 0.29651752167614565), (36, 2, 0.2537480405845657), (37, 2, 0.7776826169859519), (38, 2, 0.45760007531160607), (39, 3, 0.37423059268764236), (40, 1, 0.48808673039461703), (41, 1, 0.5329203144033926), (42, 1, 0.5308589161461316), (43, 1, 0.3570199935315467), (44, 2, 0.07413575772480274), (45, 3, 0.48934213826123996), (46, 1, 0.0995084597678878), (47, 1, 0.5125197141537887), (48, 1, 0.08679177194905785), (49, 1, 0.9374844723771126)]","[0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1]",8,8,8,8,8,8
"[(0, 2, 0.7429377122367002), (1, 1, 0.28430703495340337), (2, 1, 0.349316052050471), (3, 1, 0.8364491250215073), (4, 2, 0.9117829330875742), (5, 2, 0.38207676515321665), (6, 2, 0.47764465456517025), (7, 2, 0.47218025161199273), (8, 1, 0.5892303675711577), (9, 1, 0.2974563503175781), (10, 3, 0.13277271273316416), (11, 3, 0.6576328529838206), (12, 1, 0.7228157107155789), (13, 2, 0.3470387854318858), (14, 1, 0.11297507583599575), (15, 3, 0.9635899223006139), (16, 2, 0.579459669985112), (17, 2, 0.8506840959955784), (18, 1, 0.21767612293929006), (19, 1, 0.2567338956121962), (20, 2, 0.33641886630505935), (21, 3, 0.5316479015357597), (22, 1, 0.265114146882206), (23, 1, 0.2152205145550693), (24, 3, 0.057951976986866494), (25, 2, 0.35985430477139924), (26, 3, 0.11407566356049648), (27, 2, 0.4842820859479525), (28, 1, 0.6736731456332282), (29, 2, 0.09698815659828497), (30, 1, 0.391107850364089), (31, 3, 0.5534152145667667), (32, 3, 0.141307834155741), (33, 2, 0.6781023236249967), (34, 2, 0.7283424123980621), (35, 1, 0.33417099726805943), (36, 1, 0.8026627220088113), (37, 2, 0.5262702507776176), (38, 2, 0.029975505500359212), (39, 3, 0.3245606116836085), (40, 2, 0.7493215945354671), (41, 3, 0.2249688894391385), (42, 3, 0.5065078421624455), (43, 1, 0.7442486862006406), (44, 2, 0.8622514179446459), (45, 1, 0.32281518021305755), (46, 1, 0.09109976951738696), (47, 3, 0.3505656837401533), (48, 2, 0.455195949408439), (49, 2, 0.814424123950207)]","[1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1]",0,0,0,0,0,0
"[(0, 2, 0.6820302879380259), (1, 2, 0.13389978929059987), (2, 1, 0.32433926831884763), (3, 2, 0.8012494316015749), (4, 3, 0.7331930888733302), (5, 3, 0.27846754302345245), (6, 2, 0.9971630516135276), (7, 1, 0.7094049812871183), (8, 3, 0.3414098943000442), (9, 1, 0.8514377860924622), (10, 2, 0.6459366079254459), (11, 2, 0.18836221091068872), (12, 1, 0.28411165681994843), (13, 2, 0.4103985815440918), (14, 2, 0.03922083895743589), (15, 2, 0.5333668006124296), (16, 2, 0.043701818628014366), (17, 3, 0.6230556632680795), (18, 1, 0.8639884067581131), (19, 1, 0.2938429131750304), (20, 3, 0.569552590183466), (21, 3, 0.8878586100564466), (22, 3, 0.7781390430907458), (23, 3, 0.00033085702885682355), (24, 3, 0.9159260421103368), (25, 2, 0.20445288346287815), (26, 2, 0.8042603969853613), (27, 2, 0.5161428804377871), (28, 2, 0.9963805228622282), (29, 1, 0.09460006882073746), (30, 1, 0.9266476819821021), (31, 2, 0.8693223174057355), (32, 1, 0.8828776012124249), (33, 3, 0.601318695915412), (34, 1, 0.5790705656297184), (35, 1, 0.1723130422384802), (36, 2, 0.8812818441623654), (37, 2, 0.07158315903254853), (38, 3, 0.9724729323196528), (39, 1, 0.7664684274629974), (40, 3, 0.3564463220678783), (41, 2, 0.5936053138282011), (42, 3, 0.2723374170173092), (43, 2, 0.008906607443525782), (44, 2, 0.9615124367078708), (45, 2, 0.10961821746369782), (46, 2, 0.7636400762084093), (47, 3, 0.3055344674672218), (48, 1, 0.8480584660706847), (49, 2, 0.26318028801635396)]","[1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0]",9,9,9,9,9,9
"[(0, 3, 0.22448791579821248), (1, 1, 0.5665606465245773), (2, 3, 0.7161975549344305), (3, 2, 0.29654348966718813), (4, 1, 0.3783933832543257), (5, 2, 0.137097030532495), (6, 2, 0.11453257385769422), (7, 1, 0.236744586382012), (8, 3, 0.42931503648188796), (9, 1, 0.23770287416122438), (10, 2, 0.5217802308559572), (11, 2, 0.9048906825344981), (12, 1, 0.09118879621675502), (13, 1, 0.7266102075345637), (14, 3, 0.3384527253165106), (15, 2, 0.9111299868143907), (16, 2, 0.1827672401016146), (17, 3, 0.31617429981429146), (18, 3, 0.07570705281727952), (19, 1, 0.6363773620706907), (20, 2, 0.43735209224018257), (21, 3, 0.3461404507809225), (22, 2, 0.6717658452300225), (23, 2, 0.17947970899179466), (24, 1, 0.6719579045203802), (25, 1, 0.27792339777184194), (26, 3, 0.7169085584079113), (27, 1, 0.4931425975733833), (28, 1, 0.8194531375843404), (29, 3, 0.6247833276249348), (30, 2, 0.5525903314816132), (31, 1, 0.23101925899598497), (32, 3, 0.4299845565909154), (33, 1, 0.4853427722977106), (34, 2, 0.4798486236600217), (35, 3, 0.33943179231339926), (36, 3, 0.7481861482760698), (37, 3, 0.059549430670564174), (38, 2, 0.09032362778198288), (39, 2, 0.7659747345712067), (40, 3, 0.3343312128629642), (41, 3, 0.5054047689949763), (42, 2, 0.27148549927001087), (43, 2, 0.7999287993230181), (44, 3, 0.5745526420759127), (45, 1, 0.5640426443123447), (46, 3, 0.3630777335984562), (47, 2, 0.18320482008521166), (48, 1, 0.9038758998137391), (49, 1, 0.8854262451789516)]","[0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1]",7,7,7,7,7,7
