agents,healthStatus,solveConicGibbsGreedyDynamic,PPO_4Bucket_50000000,PPO_4Bucket_20000000,PPO_5Bucket_50000000,PPO_5Bucket_20000000,solveMILP
"[(0, 3, 0.2652888179202961), (1, 3, 0.2769333278753745), (2, 2, 0.4939398084050166), (3, 1, 0.8553477029308617), (4, 2, 0.6972806977812009), (5, 2, 0.5100240344921914), (6, 3, 0.7899014051445331), (7, 3, 0.7391847011078094), (8, 1, 0.5374276317375677), (9, 2, 0.37685620115378615), (10, 3, 0.3164734604665459), (11, 3, 0.5283638846890439), (12, 3, 0.22948901841877156), (13, 2, 0.037334191092944), (14, 2, 0.3475576146136522), (15, 1, 0.02907190777909352), (16, 3, 0.6807282612533752), (17, 2, 0.14965701486115335), (18, 2, 0.6071198216511907), (19, 3, 0.0153371596124382), (20, 1, 0.8490977495916799), (21, 2, 0.708195810737645), (22, 3, 0.4674685388091755), (23, 3, 0.258032373737639), (24, 1, 0.11015723112665798), (25, 3, 0.1942695225187644), (26, 3, 0.5711546315608824), (27, 1, 0.7781035644034098), (28, 2, 0.5987611658285216), (29, 1, 0.47441709846052116), (30, 1, 0.8591287161779754), (31, 3, 0.8735992120263899), (32, 2, 0.48911213482594695), (33, 2, 0.30371951088226545), (34, 3, 0.8870872224957791), (35, 3, 0.05486488068195161), (36, 3, 0.09577635606866752), (37, 2, 0.8107912531283374), (38, 3, 0.3793619453918138), (39, 2, 0.05244683045450016), (40, 1, 0.8618849511004), (41, 3, 0.7642093318753415), (42, 1, 0.314231756063158), (43, 2, 0.5416009126523047), (44, 2, 0.06362006503296835), (45, 3, 0.03284433215881599), (46, 3, 0.3831291630436493), (47, 2, 0.7615849157203575), (48, 1, 0.5561599294535448), (49, 3, 0.9888932731710726)]","[0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1]",9,22,18,21,0,8
"[(0, 2, 0.9173077187612123), (1, 2, 0.36425974345496814), (2, 3, 0.016844214338600283), (3, 3, 0.09733336087887934), (4, 1, 0.3569782599144782), (5, 2, 0.9725068787771453), (6, 2, 0.5865020840597779), (7, 3, 0.7714206887494236), (8, 2, 0.17492023540290147), (9, 1, 0.20581993893655426), (10, 1, 0.38797953269202834), (11, 3, 0.2458385811456817), (12, 2, 0.6023718890991593), (13, 2, 0.6752528348281893), (14, 3, 0.7506290933939233), (15, 2, 0.5721547683740126), (16, 3, 0.3082367520513082), (17, 2, 0.963760606643316), (18, 2, 0.29879849390808344), (19, 2, 0.4993913770562438), (20, 2, 0.7367281872028189), (21, 2, 0.7508921797777307), (22, 2, 0.07780524511979581), (23, 2, 0.920994512029566), (24, 1, 0.6094019564752327), (25, 2, 0.26841372120912843), (26, 3, 0.6464036647240353), (27, 3, 0.6281224260483568), (28, 3, 0.23770848269716494), (29, 2, 0.7962933189126007), (30, 3, 0.7399359804522481), (31, 1, 0.2314312077897348), (32, 1, 0.7046845580971597), (33, 2, 0.43918649890614836), (34, 1, 0.8213839463639646), (35, 2, 0.4801323877293042), (36, 1, 0.4512404238650404), (37, 2, 0.13732420484014174), (38, 1, 0.9830238192764542), (39, 2, 0.2114144237304949), (40, 2, 0.3032380890362827), (41, 2, 0.5442700337427356), (42, 3, 0.3151181236572089), (43, 1, 0.9913072273045219), (44, 2, 0.054867074433308405), (45, 3, 0.6826213178928647), (46, 3, 0.8122723638566646), (47, 3, 0.8195211914794017), (48, 1, 0.8983466778127984), (49, 2, 0.013459717649445646)]","[1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0]",22,0,6,0,8,19
"[(0, 3, 0.19395364645895785), (1, 3, 0.07518900468590883), (2, 2, 0.24202248283363514), (3, 2, 0.654439856202486), (4, 3, 0.832670043128658), (5, 1, 0.948102616981927), (6, 1, 0.1374663940356079), (7, 2, 0.15216477968985276), (8, 3, 0.6886589555829304), (9, 3, 0.6245740976523607), (10, 1, 0.730575095244333), (11, 1, 0.5132347770380689), (12, 2, 0.4955507364165117), (13, 2, 0.09562032055969061), (14, 3, 0.8158331410607279), (15, 1, 0.6257297882629098), (16, 1, 0.5509146489826269), (17, 2, 0.2833943188066297), (18, 1, 0.4291877684954065), (19, 1, 0.082498297461161), (20, 3, 0.4483971341126477), (21, 2, 0.1194588181277928), (22, 1, 0.1846258862474559), (23, 2, 0.819243989721452), (24, 2, 0.2205461832827249), (25, 3, 0.3673890844307417), (26, 1, 0.0013104060302234766), (27, 2, 0.46171045619105966), (28, 1, 0.13841708744403236), (29, 2, 0.7082676341244197), (30, 1, 0.8644355481369747), (31, 2, 0.8459463777141807), (32, 1, 0.2277718292686386), (33, 2, 0.644472609151594), (34, 3, 0.6776085827018038), (35, 3, 0.9539483931987041), (36, 1, 0.7142293704191185), (37, 3, 0.160121958705851), (38, 1, 0.10881831461512392), (39, 1, 0.08920605631306433), (40, 1, 0.5994119182057545), (41, 2, 0.07371825042710178), (42, 2, 0.8526283617521548), (43, 1, 0.5827762355812908), (44, 2, 0.5864683312811952), (45, 3, 0.03158865820832901), (46, 2, 0.8465651559288908), (47, 1, 0.7567172889048525), (48, 1, 0.008123014387961147), (49, 3, 0.4527602786621683)]","[1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]",9,16,21,11,11,10
"[(0, 2, 0.8828614260122222), (1, 2, 0.24108171252049893), (2, 3, 0.17013292569038663), (3, 3, 0.34863795874377224), (4, 3, 0.6349269680478496), (5, 3, 0.9403226641245391), (6, 2, 0.14375432988824988), (7, 1, 0.7628719283425399), (8, 3, 0.07465317286066475), (9, 3, 0.3225004695025887), (10, 3, 0.3722730006213846), (11, 1, 0.8834812193330202), (12, 3, 0.8318494119392588), (13, 3, 0.05777744849952837), (14, 3, 0.7552276703878554), (15, 3, 0.25240348153354353), (16, 1, 0.6853999563530984), (17, 1, 0.7808451259558702), (18, 2, 0.8870342326095494), (19, 2, 0.7328138527358711), (20, 3, 0.5543912831100306), (21, 1, 0.6704573033055732), (22, 1, 0.13741558448236102), (23, 3, 0.3860777163724479), (24, 2, 0.8369873837777331), (25, 1, 0.9807475475790363), (26, 3, 0.20409927215189638), (27, 1, 0.7576267905797047), (28, 3, 0.4748745424312757), (29, 3, 0.9816581757294172), (30, 1, 0.412701686780654), (31, 2, 0.7433392041714353), (32, 3, 0.21035913776361237), (33, 1, 0.1678500779433445), (34, 1, 0.368723759478224), (35, 2, 0.9559059669114915), (36, 1, 0.7892671362995949), (37, 2, 0.7594807975969601), (38, 3, 0.4321910410216233), (39, 3, 0.09053572939472154), (40, 3, 0.23686198242281398), (41, 3, 0.08881728566113933), (42, 3, 0.014279781433029992), (43, 1, 0.03401191249942215), (44, 2, 0.7853036658732397), (45, 2, 0.7341540929296413), (46, 2, 0.9150334266340965), (47, 1, 0.24483922239535916), (48, 3, 0.7871211009704336), (49, 1, 0.3673445258247028)]","[1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1]",23,21,25,10,18,20
"[(0, 2, 0.07205372262343579), (1, 3, 0.09691820373838589), (2, 2, 0.43871727665113536), (3, 3, 0.8342773596288284), (4, 2, 0.9330818697471019), (5, 3, 0.6007745429511799), (6, 1, 0.002633330257736044), (7, 1, 0.8365448076756288), (8, 2, 0.10495868651605977), (9, 2, 0.7168495596553804), (10, 1, 0.3792442688903215), (11, 3, 0.03674737850260379), (12, 2, 0.026195131199044264), (13, 2, 0.006624494032866246), (14, 3, 0.22467753374941624), (15, 3, 0.7290229780769005), (16, 3, 0.710984377376157), (17, 2, 0.3717251245685663), (18, 1, 0.8123564040698347), (19, 1, 0.29547174606275695), (20, 1, 0.894655108008945), (21, 2, 0.21806549467314174), (22, 1, 0.8067605445883907), (23, 1, 0.27897606496316907), (24, 3, 0.32136670306476744), (25, 3, 0.7424752799528156), (26, 2, 0.16876196791020015), (27, 3, 0.548253847680256), (28, 3, 0.6331204005838117), (29, 1, 0.5719604092382824), (30, 3, 0.7339560033197613), (31, 1, 0.4332643161883929), (32, 1, 0.7652632882366346), (33, 1, 0.32624223312165346), (34, 1, 0.3208488831456142), (35, 3, 0.5726597796869731), (36, 1, 0.9392158362044403), (37, 3, 0.5132204603391892), (38, 2, 0.7844166147008492), (39, 3, 0.9824355765496946), (40, 3, 0.005082274198698777), (41, 3, 0.207811039203734), (42, 2, 0.8308907738124988), (43, 1, 0.0876278884518138), (44, 3, 0.9607696716449625), (45, 3, 0.036221508012026504), (46, 1, 0.864017300734605), (47, 1, 0.30848539775411354), (48, 3, 0.4723678049913338), (49, 2, 0.5583388537106849)]","[0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0]",29,21,6,9,21,29
"[(0, 2, 0.4077685464614673), (1, 3, 0.459491188469056), (2, 3, 0.36493807553025215), (3, 1, 0.8178838547567872), (4, 2, 0.5085563370916617), (5, 3, 0.25603555001278266), (6, 2, 0.9923742437175614), (7, 1, 0.0228457301696664), (8, 1, 0.6139435229181485), (9, 1, 0.46710258890638945), (10, 2, 0.3519666046917498), (11, 3, 0.2981350984440251), (12, 2, 0.110806617929883), (13, 2, 0.5379424454308901), (14, 3, 0.44591018825650763), (15, 1, 0.6994371130395813), (16, 1, 0.18464330951369112), (17, 3, 0.45042483143568135), (18, 3, 0.9072985904704438), (19, 2, 0.6956089862308328), (20, 1, 0.9383577467389937), (21, 2, 0.392428522170326), (22, 3, 0.8994008351390521), (23, 1, 0.35980916234854254), (24, 1, 0.8029321115570561), (25, 2, 0.35675604554952833), (26, 3, 0.8003944653844038), (27, 2, 0.3770442619029225), (28, 3, 0.17095802040164), (29, 2, 0.09772542724583488), (30, 1, 0.7907540860282004), (31, 3, 0.7899041835024047), (32, 1, 0.8422985801048332), (33, 3, 0.06092595683126245), (34, 3, 0.5744763016883478), (35, 2, 0.21113135061886135), (36, 1, 0.12848626665220453), (37, 2, 0.054576654149035786), (38, 3, 0.25703665317120417), (39, 3, 0.8672996450659778), (40, 1, 0.9856285202995431), (41, 2, 0.968255618215628), (42, 1, 0.26671757722584943), (43, 1, 0.8600183991151059), (44, 3, 0.17193292092076007), (45, 2, 0.7350100672982294), (46, 3, 0.7124767625745057), (47, 2, 0.6622385720298767), (48, 1, 0.028758588945648977), (49, 1, 0.7540367696417619)]","[0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1]",0,18,18,23,8,0
"[(0, 3, 0.21285971226022216), (1, 1, 0.19688743661847874), (2, 1, 0.11775010520621942), (3, 2, 0.6682498651988689), (4, 1, 0.5068756833318455), (5, 2, 0.5516712211975875), (6, 1, 0.7529490812342654), (7, 1, 0.7316798470048602), (8, 2, 0.637766948284673), (9, 1, 0.34331607633317074), (10, 3, 0.34919241540704526), (11, 2, 0.44298149220767324), (12, 3, 0.19868404159545994), (13, 1, 0.3357856134114844), (14, 2, 0.9474036557056631), (15, 1, 0.7685244898491577), (16, 3, 0.4444920573188009), (17, 1, 0.9455705817853848), (18, 3, 0.6558953695218489), (19, 2, 0.3431454866734587), (20, 3, 0.11502773833076751), (21, 1, 0.6102031614729262), (22, 3, 0.5295126557590389), (23, 2, 0.769871595582773), (24, 1, 0.4015911296993241), (25, 3, 0.18481122966418773), (26, 2, 0.8208073905072231), (27, 2, 0.09112035204422808), (28, 2, 0.9492691900976702), (29, 2, 0.5441206044000942), (30, 3, 0.10008074172918435), (31, 1, 0.42227794045502165), (32, 1, 0.7402715412337478), (33, 3, 0.5701753588750346), (34, 3, 0.010096419132729628), (35, 2, 0.7482022805345673), (36, 2, 0.8089129232463278), (37, 3, 0.25304247694371274), (38, 1, 0.5682485941648023), (39, 1, 0.8443061757688725), (40, 3, 0.2587111062004668), (41, 2, 0.03235105635985458), (42, 1, 0.1903734972812623), (43, 1, 0.30781408564432133), (44, 3, 0.5542907976821801), (45, 3, 0.9122140221822055), (46, 3, 0.678425842497667), (47, 3, 0.16788113351845924), (48, 2, 0.8081323361000486), (49, 2, 0.9812409438100076)]","[1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1]",16,16,14,19,0,17
"[(0, 3, 0.8067600473725699), (1, 1, 0.6797193708853451), (2, 3, 0.2115519326360199), (3, 2, 0.48241103712825384), (4, 1, 0.41598630755398247), (5, 3, 0.7935371205853979), (6, 2, 0.43799357311543075), (7, 1, 0.21526656106459185), (8, 1, 0.8336780754289491), (9, 2, 0.943371219659148), (10, 3, 0.9555415312314096), (11, 2, 0.7202295838472056), (12, 1, 0.9951562528843297), (13, 1, 0.4996827033140788), (14, 1, 0.18326228774849085), (15, 1, 0.7727502364211878), (16, 3, 0.10559346057549279), (17, 1, 0.5325923725472456), (18, 3, 0.4248593327184709), (19, 1, 0.3767707118197403), (20, 1, 0.5192111697144852), (21, 2, 0.1492078777353174), (22, 2, 0.6159410021899868), (23, 1, 0.36843953750061065), (24, 3, 0.8123571658803098), (25, 2, 0.3128045880423309), (26, 1, 0.8601900108082462), (27, 3, 0.2008476171756043), (28, 2, 0.4003379358764112), (29, 1, 0.23437351179574628), (30, 2, 0.3038028159427244), (31, 2, 0.14168420481179134), (32, 2, 0.165223652846067), (33, 2, 0.9895883593970928), (34, 2, 0.9701662937104063), (35, 3, 0.6465686686959117), (36, 3, 0.6754357374680635), (37, 3, 0.7078026231865967), (38, 1, 0.7149883152008354), (39, 2, 0.21680549999020648), (40, 2, 0.19005341845936274), (41, 2, 0.16327352102096038), (42, 3, 0.6853385840282298), (43, 2, 0.6101500692258147), (44, 3, 0.42298092989594493), (45, 3, 0.5421538368721223), (46, 1, 0.8125333135941396), (47, 1, 0.543028153907317), (48, 1, 0.689747822060636), (49, 2, 0.8256478723942539)]","[1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1]",19,0,21,7,19,18
"[(0, 3, 0.920631134738699), (1, 2, 0.9768897616856829), (2, 3, 0.023243355578213776), (3, 3, 0.8355342828049054), (4, 2, 0.13024140636600645), (5, 3, 0.1507277442026792), (6, 3, 0.5480805866882584), (7, 1, 0.0942528911181787), (8, 2, 0.9192531273952185), (9, 2, 0.03939078750198277), (10, 1, 0.2815768544391959), (11, 1, 0.658244333363888), (12, 2, 0.28934313695428315), (13, 1, 0.7585242245950009), (14, 3, 0.2646363630160543), (15, 1, 0.27876951527898464), (16, 1, 0.5863156527808735), (17, 2, 0.8145472378639274), (18, 2, 0.014761212679353042), (19, 3, 0.48125522809989607), (20, 2, 0.7900242943683201), (21, 2, 0.2617304614730702), (22, 1, 0.7573048372781488), (23, 1, 0.4166777558462862), (24, 2, 0.19001671596608438), (25, 3, 0.12352345042617352), (26, 1, 0.3382001856752398), (27, 2, 0.16346279897463256), (28, 2, 0.2621648248434155), (29, 2, 0.347009895888152), (30, 3, 0.2462104003076916), (31, 3, 0.0419949292983417), (32, 1, 0.9858726729524622), (33, 1, 0.1925489379499501), (34, 2, 0.07385935122309495), (35, 2, 0.7905665591296673), (36, 2, 0.03093579575420191), (37, 3, 0.6958719939558076), (38, 2, 0.48542025497632924), (39, 1, 0.09104371095763442), (40, 3, 0.16311139224544713), (41, 2, 0.22057563518917533), (42, 1, 0.5470922987995758), (43, 2, 0.7902327535299541), (44, 2, 0.12258849265214744), (45, 2, 0.23234675276687644), (46, 1, 0.8539004102929281), (47, 1, 0.6561709927288328), (48, 2, 0.6191718084912349), (49, 1, 0.58750493146606)]","[1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1]",11,8,14,0,15,17
"[(0, 1, 0.5648063819643752), (1, 3, 0.33303580461790605), (2, 2, 0.5619343293322637), (3, 2, 0.20931969093319502), (4, 1, 0.36195039833930154), (5, 2, 0.4613814401948412), (6, 1, 0.7622857513928991), (7, 1, 0.056279210783605205), (8, 2, 0.8179190900835148), (9, 2, 0.07037748835159996), (10, 2, 0.07820073999305444), (11, 3, 0.4404749031082429), (12, 1, 0.23117322510487104), (13, 3, 0.3744791939849007), (14, 1, 0.5540147912187711), (15, 3, 0.41311441101392843), (16, 3, 0.16241400074435053), (17, 1, 0.5035987941810796), (18, 2, 0.507889248865684), (19, 3, 0.7328063662435135), (20, 1, 0.029537389479313725), (21, 2, 0.8894340190810737), (22, 2, 0.2607512076102738), (23, 2, 0.5283588691182723), (24, 1, 0.29950914058156386), (25, 1, 0.6473369035137418), (26, 1, 0.8257813118758667), (27, 2, 0.8262986587777087), (28, 1, 0.8548175710163229), (29, 3, 0.13794174996815367), (30, 2, 0.9380538122197628), (31, 1, 0.23977738051030706), (32, 2, 0.45247716089155854), (33, 1, 0.7801386480622136), (34, 2, 0.7239442069617805), (35, 2, 0.1747846902330692), (36, 3, 0.9296828244481122), (37, 3, 0.7648902828791059), (38, 2, 0.6383600699318053), (39, 3, 0.1423225985979658), (40, 1, 0.70671404563367), (41, 1, 0.7866138014914342), (42, 2, 0.2646027489116576), (43, 2, 0.5432382528326894), (44, 1, 0.8312557626388062), (45, 1, 0.9524302864001636), (46, 2, 0.981687181971606), (47, 1, 0.3664331012529476), (48, 2, 0.02283824232560716), (49, 2, 0.2598468456412316)]","[1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1]",10,18,15,20,7,10
"[(0, 3, 0.4780397554530542), (1, 2, 0.19554608929275397), (2, 2, 0.7468070158277684), (3, 1, 0.13424802433000438), (4, 3, 0.8346668196596284), (5, 3, 0.6062205364082213), (6, 3, 0.37284815192645715), (7, 1, 0.5128637144393411), (8, 1, 0.746223802872282), (9, 1, 0.4248452513521508), (10, 1, 0.8446170861820864), (11, 1, 0.49726531218618497), (12, 2, 0.8648307373001553), (13, 1, 0.316697566912423), (14, 2, 0.48100901348348346), (15, 3, 0.7388486991329906), (16, 1, 0.698608027197202), (17, 3, 0.7961195297801973), (18, 3, 0.0885745672854692), (19, 2, 0.6727481040149583), (20, 3, 3.715760285394332e-05), (21, 3, 0.08321639714249252), (22, 1, 0.4463477869159297), (23, 1, 0.7107214446313519), (24, 3, 0.7823754898197975), (25, 2, 0.08995094512904178), (26, 1, 0.45964796928785034), (27, 2, 0.9362947339590652), (28, 1, 0.23606715145943002), (29, 1, 0.8948806683478929), (30, 3, 0.8999942097358158), (31, 2, 0.5118302057516583), (32, 3, 0.8639970828240428), (33, 3, 0.3161022999408646), (34, 1, 0.1845169401812664), (35, 1, 0.31499571565218676), (36, 2, 0.5058591872769072), (37, 3, 0.3948605928678979), (38, 2, 0.7869527446891016), (39, 3, 0.5679880820568599), (40, 1, 0.17317986626041615), (41, 2, 0.9621145756565425), (42, 3, 0.8767696373218002), (43, 2, 0.8501010894395105), (44, 1, 0.31021162507008115), (45, 1, 0.21206068052082816), (46, 3, 0.1679579524964111), (47, 3, 0.9333125526914859), (48, 3, 0.6415551370599845), (49, 2, 0.9824175884057494)]","[0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1]",23,23,29,26,23,23
"[(0, 1, 0.5293330593392923), (1, 1, 0.0057391283930716686), (2, 3, 0.7053407926460168), (3, 1, 0.8030806354767465), (4, 2, 0.06721729410994137), (5, 1, 0.11534515643858101), (6, 3, 0.45743839874805825), (7, 3, 0.1929565714672531), (8, 3, 0.025859352899333277), (9, 3, 0.5398666242238315), (10, 3, 0.6983906297282177), (11, 3, 0.2594009258644523), (12, 1, 0.7387549768201502), (13, 3, 0.8696395939799907), (14, 2, 0.14883648949055694), (15, 2, 0.43582831673949585), (16, 3, 0.9166000017200606), (17, 3, 0.9073604635273745), (18, 3, 0.641312241867669), (19, 2, 0.6410241562167501), (20, 2, 0.06034267101297053), (21, 2, 0.5195805040293238), (22, 2, 0.6498871577259535), (23, 2, 0.21650441448518942), (24, 1, 0.12291119581624754), (25, 2, 0.49262278721221475), (26, 1, 0.7487950256855206), (27, 3, 0.3853996775197126), (28, 2, 0.04858826486345169), (29, 3, 0.1503504261511781), (30, 2, 0.5216127176180183), (31, 1, 0.22206626807778218), (32, 3, 0.07405743049209867), (33, 3, 0.3015557949342378), (34, 1, 0.47803854428880677), (35, 3, 0.8248518553680224), (36, 3, 0.8574044166522786), (37, 3, 0.24115589588701203), (38, 2, 0.6152851162878782), (39, 1, 0.7250842598180437), (40, 3, 0.259249380459758), (41, 3, 0.45171649706868966), (42, 3, 0.7595279152734625), (43, 2, 0.9438262743661079), (44, 3, 0.844815979974818), (45, 1, 0.8659876977868415), (46, 1, 0.1282323281448251), (47, 3, 0.5697149918387846), (48, 2, 0.6419230707038996), (49, 1, 0.11521720346455233)]","[1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0]",30,26,26,23,17,29
"[(0, 3, 0.6759381198413608), (1, 2, 0.6672832432083569), (2, 2, 0.4948840659096121), (3, 1, 0.5067591845088284), (4, 1, 0.36780966034045703), (5, 2, 0.9486537472878731), (6, 1, 0.07040293928945496), (7, 1, 0.13099554165088823), (8, 1, 0.5957680565827213), (9, 2, 0.9002187866807279), (10, 2, 0.158656738169499), (11, 3, 0.3013210799397845), (12, 2, 0.11861911258037361), (13, 3, 0.5731799049736949), (14, 2, 0.5288044376387157), (15, 1, 0.34494096180008016), (16, 2, 0.8115613710584116), (17, 3, 0.21826640646274642), (18, 2, 0.35028695194058856), (19, 1, 0.15437148883474927), (20, 2, 0.28769572400086874), (21, 3, 0.0875226266761907), (22, 1, 0.31527486684068884), (23, 3, 0.4749963426465196), (24, 1, 0.6952815088357258), (25, 3, 0.3705314977128231), (26, 3, 0.30533322694439), (27, 3, 0.8467083829395067), (28, 1, 0.3624976642691482), (29, 3, 0.9007956513823252), (30, 1, 0.9039117833028363), (31, 2, 0.013747981637351359), (32, 3, 0.02682096569063419), (33, 2, 0.9147472003195055), (34, 2, 0.2877684633469606), (35, 2, 0.9641440399585782), (36, 2, 0.3265280743769201), (37, 2, 0.056919677106771815), (38, 1, 0.9765374536377319), (39, 1, 0.8695104611740962), (40, 2, 0.6145071546384357), (41, 1, 0.26872058145588085), (42, 3, 0.7636451001937413), (43, 2, 0.32740883877689164), (44, 2, 0.03605022653753098), (45, 2, 0.5745629871534679), (46, 1, 0.4250052958469054), (47, 3, 0.3461361297472588), (48, 2, 0.4578477276602495), (49, 3, 0.33901094033251833)]","[1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0]",21,8,23,18,18,18
"[(0, 2, 0.32196696227338195), (1, 1, 0.1658280665938291), (2, 1, 0.57713428229827), (3, 2, 0.75887750865438), (4, 3, 0.15036082375500948), (5, 1, 0.9253719677430825), (6, 2, 0.1586779259098562), (7, 2, 0.1065668946755618), (8, 2, 0.40159141694519407), (9, 2, 0.15448894324051576), (10, 3, 0.7907204125106843), (11, 1, 0.8214591133883078), (12, 3, 0.9069271547870527), (13, 2, 0.9625343549556712), (14, 3, 0.11752965822608896), (15, 2, 0.19414106151919852), (16, 3, 0.06494072868376555), (17, 1, 0.13102462793425962), (18, 3, 0.7731536106768201), (19, 2, 0.19523617072126254), (20, 2, 0.9859798841735931), (21, 1, 0.41613929365664426), (22, 1, 0.10825768369571576), (23, 3, 0.10490417914368999), (24, 1, 0.6860247785627777), (25, 3, 0.17435097564947533), (26, 2, 0.06944844977285636), (27, 2, 0.0638861206865925), (28, 2, 0.23936144662104442), (29, 2, 0.41203505933194207), (30, 1, 0.11851803055527743), (31, 1, 0.9861181602979896), (32, 1, 0.3666078351061367), (33, 1, 0.005873535334750879), (34, 2, 0.8443700093809942), (35, 1, 0.24138356256125282), (36, 3, 0.5631162147809132), (37, 2, 0.023773726780179305), (38, 3, 0.6667512664679618), (39, 2, 0.6385018187962355), (40, 2, 0.7464475422928847), (41, 2, 0.9104124961730521), (42, 2, 0.8935924318970374), (43, 1, 0.07557566930398296), (44, 3, 0.518875218328495), (45, 1, 0.9793594944868156), (46, 3, 0.028984465245649682), (47, 1, 0.6554839521186399), (48, 3, 0.1004962769352108), (49, 1, 0.5822283921381025)]","[0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1]",27,10,20,16,10,25
