agents,healthStatus,solveConicGibbsGreedyDynamic,PPO_4Bucket_50000000,PPO_4Bucket_20000000,PPO_5Bucket_50000000,PPO_5Bucket_20000000,solveMILP
"[(0, 3, 0.7067723972528024), (1, 3, 0.6332070331573402), (2, 1, 0.16384541174204026), (3, 3, 0.9047402711022388), (4, 3, 0.46342883073562746), (5, 2, 0.44410418343983404), (6, 2, 0.5320334783309316), (7, 2, 0.6689048618666646), (8, 1, 0.49235972697349517), (9, 1, 0.43108146813599435), (10, 1, 0.7957693924356474), (11, 2, 0.6054635059656783), (12, 1, 0.9737875862337191), (13, 1, 0.9200980571635136), (14, 1, 0.10819345624443388), (15, 3, 0.5026569194359876), (16, 3, 0.08125493204205803), (17, 3, 0.6647334719449571), (18, 1, 0.11164382041021781), (19, 2, 0.4523050383502719), (20, 1, 0.40370817291163463), (21, 1, 0.46045054676070407), (22, 2, 0.6503168012609695), (23, 2, 0.027822847299521003), (24, 3, 0.7657547328630074), (25, 2, 0.8015403380745347), (26, 3, 0.8410508126557296), (27, 2, 0.19384281130298386), (28, 2, 0.5122963865943785), (29, 2, 0.0359861411606619), (30, 1, 0.05997348657036505), (31, 3, 0.028254526826194004), (32, 3, 0.5024835570388122), (33, 1, 0.41918311149672904), (34, 1, 0.5144339493125726), (35, 2, 0.5867207656782), (36, 2, 0.5715640338931155), (37, 3, 0.8493610488184145), (38, 2, 0.44483758589765887), (39, 1, 0.1994238984014034), (40, 3, 0.07635370791610996), (41, 1, 0.7393968047258467), (42, 1, 0.8580731866548826), (43, 1, 0.5261828959315215), (44, 1, 0.05076391569127425), (45, 1, 0.06150253942343098), (46, 3, 0.306162616016179), (47, 3, 0.9167067229022464), (48, 1, 0.4361353587088883), (49, 3, 0.37030062327763746)]","[1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1]",15,6,15,9,0,15.0
"[(0, 1, 0.2604043548257343), (1, 3, 0.5380708016209735), (2, 3, 0.3022247410307889), (3, 1, 0.9372414227772758), (4, 1, 0.39937051025271064), (5, 1, 0.07439318746314405), (6, 3, 0.9090903696250439), (7, 2, 0.8726711804325927), (8, 3, 0.9667612573241284), (9, 3, 0.6670481163093878), (10, 2, 0.24617929634964208), (11, 2, 0.07973491513306774), (12, 3, 0.9335388578558008), (13, 2, 0.8547040209395114), (14, 3, 0.794920956026962), (15, 3, 0.27124700696393234), (16, 3, 0.9827443306708239), (17, 3, 0.5419285102298117), (18, 3, 0.47461327046184665), (19, 2, 0.5727537351882366), (20, 1, 0.39636648732181456), (21, 2, 0.35894179439366825), (22, 2, 0.023807946289180038), (23, 2, 0.9966334272501037), (24, 3, 0.051927903248280116), (25, 1, 0.48646442310471905), (26, 1, 0.820474513175279), (27, 3, 0.060939256155528976), (28, 2, 0.009824221166327973), (29, 3, 0.428426468191629), (30, 2, 0.441694748399875), (31, 2, 0.09651230207190276), (32, 1, 0.3350502373248342), (33, 2, 0.8739349898676803), (34, 3, 0.5821900101252057), (35, 3, 0.02425603665723708), (36, 1, 0.3853066499761185), (37, 1, 0.38482132190711915), (38, 2, 0.15651754559767195), (39, 3, 0.08700062263759278), (40, 1, 0.5068025319868232), (41, 3, 0.8322232187205914), (42, 1, 0.5555931222719571), (43, 3, 0.28864051553184444), (44, 3, 0.7488288306760515), (45, 2, 0.22309579186523743), (46, 1, 0.7508662300966992), (47, 3, 0.2528224618024716), (48, 3, 0.2508918812446195), (49, 1, 0.10866929164557237)]","[0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0]",16,9,19,17,14,16.0
"[(0, 3, 0.13065744115760547), (1, 1, 0.7144623147385013), (2, 1, 0.5014166461593179), (3, 2, 0.2587139938129692), (4, 1, 0.8661672620671047), (5, 1, 0.6899880868703254), (6, 2, 0.12257265263269379), (7, 2, 0.22164625489245027), (8, 1, 0.5350246799421946), (9, 3, 0.4070160480614099), (10, 3, 0.8688139445610017), (11, 2, 0.3574783816204721), (12, 3, 0.8547065432684726), (13, 2, 0.4387090388696777), (14, 2, 0.5501181461833139), (15, 1, 0.05850479062246816), (16, 1, 0.00474042154525367), (17, 3, 0.6176032207803146), (18, 1, 0.16153450612818032), (19, 1, 0.11567568847562026), (20, 1, 0.9765788051115251), (21, 3, 0.09750789352169165), (22, 1, 0.032377335139618824), (23, 2, 0.6601949058720727), (24, 3, 0.37872332690294597), (25, 3, 0.4029995278735301), (26, 2, 0.7289672722834569), (27, 1, 0.4260097951423889), (28, 3, 0.04176681417860828), (29, 2, 0.6313259887794269), (30, 2, 0.28915177717713425), (31, 3, 0.8494651214264504), (32, 2, 0.1840585814559178), (33, 2, 0.32224433210983294), (34, 3, 0.583355462622734), (35, 3, 0.011270241778645329), (36, 3, 0.9382438037292226), (37, 3, 0.45945606880327716), (38, 1, 0.05111647305565514), (39, 3, 0.5510007833244108), (40, 1, 0.478810671649351), (41, 3, 0.7940883511708137), (42, 3, 0.7597335096383796), (43, 3, 0.7233265194788607), (44, 1, 0.04379662831549758), (45, 1, 0.17925583450970461), (46, 3, 0.8847494193768152), (47, 1, 0.8909397462871868), (48, 2, 0.2684428225264106), (49, 3, 0.7586608116356502)]","[0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0]",7,6,6,6,15,0.0
"[(0, 3, 0.9730104312919177), (1, 2, 0.5849283617082558), (2, 3, 0.9066279460221849), (3, 1, 0.34341046667413455), (4, 2, 0.2696744538145387), (5, 1, 0.4936809834302349), (6, 1, 0.26232373709455237), (7, 3, 0.31479271618806703), (8, 2, 0.10186488441775687), (9, 3, 0.7795223804980105), (10, 3, 0.01735949425769201), (11, 1, 0.8533630326155511), (12, 3, 0.3992486453210595), (13, 1, 0.19659710468462677), (14, 3, 0.6221353900127996), (15, 3, 0.06490766266481707), (16, 1, 0.4185590315157859), (17, 2, 0.41401777543900675), (18, 3, 0.830930299015755), (19, 2, 0.3012213461516168), (20, 2, 0.9475663922495485), (21, 2, 0.8850212422765219), (22, 2, 0.14743524297111743), (23, 3, 0.6694649768887423), (24, 1, 0.3969554000751242), (25, 1, 0.0018299558066199317), (26, 2, 0.9009799054833691), (27, 1, 0.25214909384656814), (28, 3, 0.9169105083676456), (29, 1, 0.9427495049614724), (30, 1, 0.11976998981308651), (31, 1, 0.8643723464184655), (32, 2, 0.6924285083810297), (33, 2, 0.2392522698245816), (34, 2, 0.9184904633110627), (35, 1, 0.402949943905648), (36, 3, 0.22327157789550378), (37, 2, 0.7146705888785997), (38, 3, 0.8790696764622847), (39, 2, 0.3554110913412336), (40, 1, 0.5822308212475867), (41, 3, 0.015001187294803375), (42, 1, 0.3234736997905687), (43, 2, 0.5933583032378842), (44, 1, 0.5686412100616132), (45, 1, 0.6844334217351313), (46, 1, 0.9618204572035448), (47, 1, 0.9091191328477215), (48, 1, 0.4430494514748986), (49, 2, 0.4830746014032067)]","[1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0]",24,20,20,14,14,24.0
"[(0, 3, 0.052904196072220855), (1, 2, 0.46660040564919447), (2, 3, 0.12026683006298422), (3, 2, 0.9684709925735497), (4, 3, 0.17510039948979694), (5, 3, 0.07185295592416818), (6, 2, 0.053026316355699765), (7, 1, 0.305425406961644), (8, 1, 0.7813091475106569), (9, 1, 0.6801319485554792), (10, 2, 0.604091789792897), (11, 3, 0.259606887675335), (12, 1, 0.017762957961838244), (13, 3, 0.5755848207387119), (14, 3, 0.4348821078674028), (15, 3, 0.8584612707387548), (16, 2, 0.036822010715098275), (17, 3, 0.6044038029103622), (18, 1, 0.9388664659164948), (19, 3, 0.2151359374494557), (20, 1, 0.8807725631287664), (21, 1, 0.847947662944045), (22, 2, 0.8413613723005636), (23, 3, 0.04712175418442921), (24, 2, 0.387448259977322), (25, 2, 0.020456575177033032), (26, 2, 0.8121354102319834), (27, 1, 0.1763232518918021), (28, 3, 0.07034100505735796), (29, 1, 0.17055055618436654), (30, 3, 0.028745905566188612), (31, 3, 0.7029198855061618), (32, 2, 0.7663003856656968), (33, 3, 0.23794534642753884), (34, 1, 0.6492414005381089), (35, 3, 0.6092940744923301), (36, 1, 0.9582313538912639), (37, 3, 0.862887616320942), (38, 1, 0.9109014740668788), (39, 3, 0.8604283239867524), (40, 1, 0.8101043487627666), (41, 3, 0.7498485500714875), (42, 3, 0.3849133181313663), (43, 2, 0.29190203322203945), (44, 3, 0.42722933937342433), (45, 2, 0.4781973326576272), (46, 2, 0.8660410514690974), (47, 3, 0.9539832876908849), (48, 1, 0.06252338048103467), (49, 3, 0.8667282741085985)]","[0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1]",24,16,17,12,6,24.0
"[(0, 2, 0.1979865600666182), (1, 3, 0.39516284093772847), (2, 2, 0.9448785329982154), (3, 3, 0.8671294290255868), (4, 1, 0.29669686941509554), (5, 1, 0.28990607330487717), (6, 2, 0.8068586034309575), (7, 1, 0.928593630266515), (8, 1, 0.11715528699621702), (9, 2, 0.7506013499143537), (10, 1, 0.5477578119101235), (11, 1, 0.11553163591372895), (12, 1, 0.592947955122635), (13, 1, 0.7837703824373851), (14, 3, 0.6032608789886769), (15, 3, 0.6869637901005281), (16, 3, 0.5970772292544896), (17, 3, 0.24658240070311277), (18, 1, 0.4159383429492113), (19, 2, 0.5393247607947197), (20, 1, 0.5513050966422633), (21, 1, 0.6242099708857658), (22, 1, 0.22884856915686635), (23, 3, 0.032153414938577596), (24, 1, 0.3928532121430729), (25, 1, 0.6346419571008869), (26, 2, 0.553858354809298), (27, 1, 0.9894546007642546), (28, 2, 0.14308969608692357), (29, 3, 0.6655142299233817), (30, 3, 0.006805380281718176), (31, 1, 0.03161230481725641), (32, 3, 0.937772134656617), (33, 3, 0.36822287108793306), (34, 2, 0.028925669658643183), (35, 2, 0.3286624670319922), (36, 3, 0.37059179639208384), (37, 3, 0.9479469851242992), (38, 2, 0.21946263054225168), (39, 3, 0.8692106510624645), (40, 3, 0.880081222559471), (41, 2, 0.6842148983718198), (42, 1, 0.038391671389365056), (43, 2, 0.6613161610334806), (44, 3, 0.03661318432377436), (45, 3, 0.8827966496268048), (46, 1, 0.15427012659910133), (47, 3, 0.003035604628007005), (48, 1, 0.7516567702083643), (49, 1, 0.5819250115360857)]","[0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1]",18,6,14,0,21,15.0
"[(0, 3, 0.41771095822913207), (1, 2, 0.06728681552153948), (2, 2, 0.9612139807043036), (3, 1, 0.9105865415513431), (4, 2, 0.9385736182730525), (5, 3, 0.7106110433458276), (6, 1, 0.9921490101196586), (7, 3, 0.8066646659332524), (8, 1, 0.15354235550317663), (9, 2, 0.7080792397257721), (10, 3, 0.19519480921637333), (11, 2, 0.9366369856222299), (12, 1, 0.913472932309217), (13, 1, 0.5038491018224045), (14, 2, 0.5182957702907444), (15, 3, 0.35046829361843024), (16, 3, 0.8793262768606289), (17, 2, 0.7363607828833109), (18, 2, 0.05194625027849442), (19, 3, 0.7049107474994448), (20, 2, 0.3349696352561271), (21, 1, 0.8657584735853392), (22, 3, 0.36224950754953944), (23, 3, 0.5146992899061072), (24, 1, 0.19649569894711882), (25, 3, 0.8806933083824358), (26, 3, 0.9758929793818274), (27, 2, 0.9194163327340952), (28, 3, 0.3131500689312917), (29, 2, 0.45708741414878484), (30, 3, 0.5044202672543154), (31, 1, 0.738443326539399), (32, 3, 0.06596683843126083), (33, 1, 0.8084050955326428), (34, 3, 0.46227369827171116), (35, 2, 0.9495772162484816), (36, 3, 0.19519029699342272), (37, 1, 0.7407068123343623), (38, 2, 0.43970761169504324), (39, 2, 0.278237583818576), (40, 3, 0.1673570447758388), (41, 2, 0.41935172899746265), (42, 2, 0.6202209104464035), (43, 1, 0.9333610078398298), (44, 3, 0.1803165475507199), (45, 3, 0.2936753835050031), (46, 1, 0.30887806943445706), (47, 1, 0.4225472033440907), (48, 1, 0.12325727980459134), (49, 1, 0.1972171626891982)]","[0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",7,18,5,20,12,7.0
"[(0, 1, 0.2869847123101933), (1, 1, 0.39686242784829373), (2, 1, 0.9672675491045716), (3, 3, 0.5015771099304008), (4, 3, 0.09350280257350774), (5, 1, 0.6174050678142722), (6, 2, 0.658070743748309), (7, 3, 0.3398388460467626), (8, 3, 0.44908959048676855), (9, 1, 0.8612397707655116), (10, 2, 0.4000963831687243), (11, 2, 0.3105821061740248), (12, 2, 0.34579800762850854), (13, 1, 0.1299127331498754), (14, 1, 0.4720950279211822), (15, 3, 0.07962667876517793), (16, 2, 0.20214207233632742), (17, 3, 0.41321408797205406), (18, 2, 0.3863380096518818), (19, 1, 0.08910888302882347), (20, 3, 0.763281049129568), (21, 3, 0.30886912787478715), (22, 2, 0.0536695168393686), (23, 3, 0.07801011191981955), (24, 2, 0.07433299261492454), (25, 3, 0.720763696542992), (26, 2, 0.0007445591204852109), (27, 1, 0.7277763517587343), (28, 3, 0.9561915491653374), (29, 2, 0.18014101018432227), (30, 2, 0.9280339840117026), (31, 2, 0.20546428275640904), (32, 2, 0.5104727148407829), (33, 3, 0.7178465491934771), (34, 3, 0.6196348973073608), (35, 1, 0.4951472156042138), (36, 1, 0.11957311752197852), (37, 3, 0.32316396518521984), (38, 2, 0.9329920322579318), (39, 1, 0.5814762318952819), (40, 2, 0.8444723573568127), (41, 3, 0.04357853731893768), (42, 2, 0.6021094102639105), (43, 3, 0.49072110640258315), (44, 2, 0.5099629650930584), (45, 1, 0.9591956226269176), (46, 3, 0.8248901172799602), (47, 3, 0.0191604025368195), (48, 3, 0.010382843017969545), (49, 2, 0.7052000267156969)]","[0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1]",14,13,12,8,13,14.0
"[(0, 2, 0.1918515419779362), (1, 1, 0.7378963130909497), (2, 1, 0.21536817067207958), (3, 1, 0.034436885648451265), (4, 1, 0.14277394493312345), (5, 1, 0.12980962462487045), (6, 1, 0.031391945729207005), (7, 2, 0.9706046506781788), (8, 1, 0.6468420373272419), (9, 1, 0.3392934000450646), (10, 3, 0.7263433869979008), (11, 3, 0.14551659069150702), (12, 1, 0.6532962922278754), (13, 3, 0.5739433194251088), (14, 1, 0.5273151200811252), (15, 2, 0.8214052544350637), (16, 1, 0.33890235161582827), (17, 1, 0.3480616600028287), (18, 1, 0.4465231530540752), (19, 3, 0.629998691115052), (20, 2, 0.4461198607107697), (21, 2, 0.13731563325417206), (22, 1, 0.20335410200555115), (23, 2, 0.7566488218590326), (24, 2, 0.6525198737124434), (25, 2, 0.4919818844171183), (26, 3, 0.5361700116212328), (27, 3, 0.32034989608738706), (28, 1, 0.6127712130313531), (29, 2, 0.028678377688629575), (30, 3, 0.9243232642234555), (31, 1, 0.3248268134354919), (32, 3, 0.5152020158357741), (33, 1, 0.06673371584466015), (34, 3, 0.38182808832322457), (35, 3, 0.30976882868013456), (36, 2, 0.529289473163922), (37, 3, 0.16020325441348648), (38, 1, 0.5881078987002837), (39, 1, 0.14563790536602017), (40, 3, 0.9218095892502318), (41, 1, 0.06243280875052659), (42, 2, 0.6112479826703695), (43, 3, 0.3973956406314154), (44, 1, 0.9630947739857415), (45, 3, 0.8897675392066686), (46, 2, 0.6788613200973329), (47, 3, 0.08217158471189301), (48, 1, 0.241991401894446), (49, 3, 0.11933667143571602)]","[1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0]",15,13,12,19,12,15.0
"[(0, 2, 0.5091340534076914), (1, 1, 0.06693245728991948), (2, 3, 0.5335241735215087), (3, 3, 0.22900727856042324), (4, 2, 0.4096777968654063), (5, 3, 0.32407361130379686), (6, 2, 0.9780683802334733), (7, 2, 0.4695919149400313), (8, 3, 0.19157817580069825), (9, 3, 0.9261937366263174), (10, 3, 0.027931885764785447), (11, 2, 0.963994292687986), (12, 1, 0.32073420538499564), (13, 1, 0.5381687324769899), (14, 1, 0.5921058267498115), (15, 2, 0.5049072438087997), (16, 3, 0.8983849143855859), (17, 1, 0.7438862073138717), (18, 3, 0.47831902123861936), (19, 3, 0.08633495533339963), (20, 3, 0.8182549146574529), (21, 3, 0.14755093719811607), (22, 1, 0.609360221113803), (23, 1, 0.8288528352013833), (24, 2, 0.035983708500525236), (25, 3, 0.7185976678590332), (26, 2, 0.7626075751361528), (27, 3, 0.50810641457152), (28, 1, 0.15903400352490804), (29, 1, 0.8890791080155487), (30, 2, 0.7968233194821183), (31, 2, 0.45797765280415226), (32, 1, 0.10280119017775602), (33, 3, 0.5833849561550367), (34, 3, 0.6568051149991802), (35, 3, 0.6218281943508447), (36, 2, 0.5269928222504803), (37, 3, 0.16461242831002443), (38, 1, 0.49846406121732567), (39, 2, 0.1688766788579521), (40, 2, 0.12899304595308703), (41, 2, 0.3832731160644832), (42, 2, 0.5494277603348311), (43, 1, 0.7062676536328968), (44, 2, 0.5004058931172463), (45, 3, 0.19558645483328052), (46, 3, 0.10514029456013974), (47, 1, 0.9983070092823488), (48, 1, 0.412208601037645), (49, 2, 0.02162849067490491)]","[1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0]",14,13,19,11,5,14.0
"[(0, 1, 0.7319105262301102), (1, 3, 0.5232612144650659), (2, 1, 0.23187455858208428), (3, 3, 0.25350416137293585), (4, 3, 0.1627718059615414), (5, 3, 0.5554258917662979), (6, 3, 0.5897726896706842), (7, 2, 0.4142376901473913), (8, 3, 0.11828285045470832), (9, 3, 0.8917267777277131), (10, 1, 0.8772442589996996), (11, 3, 0.36967671532072677), (12, 2, 0.1328684292333583), (13, 2, 0.36018835512082814), (14, 1, 0.9012987427029601), (15, 3, 0.11926944835355169), (16, 1, 0.4123761148346915), (17, 2, 0.16203206715544038), (18, 3, 0.5543360173259516), (19, 2, 0.9743211121062304), (20, 2, 0.7388727578659958), (21, 3, 0.9564623854400643), (22, 2, 0.9533628835335812), (23, 3, 0.29260013753558545), (24, 2, 0.19165302503635506), (25, 1, 0.1503951138829528), (26, 3, 0.8634848066215833), (27, 2, 0.11459540835720039), (28, 1, 0.010486640737531028), (29, 1, 0.23420217848000346), (30, 1, 0.3935811851731902), (31, 2, 0.8729107400216751), (32, 3, 0.2758009761337167), (33, 2, 0.4538355849165884), (34, 2, 0.2175828294806138), (35, 1, 0.962387771142888), (36, 1, 0.4965771714812034), (37, 2, 0.6700204492426812), (38, 1, 0.13157713049073305), (39, 1, 0.6064530786433814), (40, 2, 0.5976785485587651), (41, 3, 0.6771291910471687), (42, 3, 0.07100201496844305), (43, 2, 0.6765897673938618), (44, 2, 0.6797512197003772), (45, 2, 0.13342785584531602), (46, 1, 0.22172705699852246), (47, 2, 0.9124488504349944), (48, 1, 0.4608421015001761), (49, 3, 0.9442916974563521)]","[1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1]",7,11,0,8,0,8.0
"[(0, 2, 0.8956814280582976), (1, 2, 0.3393836844101077), (2, 1, 0.6522351756066755), (3, 2, 0.9169081943580267), (4, 2, 0.7503070539201819), (5, 3, 0.1321826226088857), (6, 3, 0.9453301525987201), (7, 2, 0.36339777114715077), (8, 3, 0.9456994826453341), (9, 3, 0.2547410278040939), (10, 2, 0.382949649156743), (11, 2, 0.9309803087311272), (12, 2, 0.29206456984502627), (13, 2, 0.8488785743366123), (14, 2, 0.8405705336254277), (15, 3, 0.3845586792178778), (16, 2, 0.6934973240066856), (17, 3, 0.3860382753215438), (18, 3, 0.05703645822145231), (19, 2, 0.043025369192285945), (20, 1, 0.5142643527639821), (21, 2, 0.45198448113052436), (22, 1, 0.46134276970791044), (23, 3, 0.37897559257788105), (24, 2, 0.6052214673364924), (25, 3, 0.7435039206808021), (26, 1, 0.6551343046665028), (27, 3, 0.27006940872202123), (28, 1, 0.5931849659691912), (29, 2, 0.9802376772636644), (30, 3, 0.7549705631206477), (31, 2, 0.9925237200811838), (32, 2, 0.016039720355724207), (33, 1, 0.6575457448844574), (34, 2, 0.04653475455007583), (35, 1, 0.45929339957631987), (36, 2, 0.6195167501559324), (37, 1, 0.08401912898595398), (38, 2, 0.6156276222090346), (39, 3, 0.9872374126221345), (40, 2, 0.2625833794119008), (41, 3, 0.05768703627581151), (42, 3, 0.5810479445571414), (43, 2, 0.1861536303076914), (44, 1, 0.04177748054000252), (45, 3, 0.804342046564054), (46, 3, 0.8565994886614398), (47, 2, 0.9104743954466148), (48, 3, 0.01142967850016774), (49, 1, 0.9249368273705327)]","[1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1]",16,18,17,19,13,16.0
"[(0, 3, 0.5407707925343157), (1, 3, 0.9497588387024207), (2, 2, 0.5036602397101851), (3, 1, 0.5521923769697503), (4, 3, 0.8965033535998392), (5, 1, 0.916330775319187), (6, 2, 0.2692195000802763), (7, 2, 0.9571448611146599), (8, 1, 0.8795348675783641), (9, 1, 0.3167545682099401), (10, 1, 0.6852434849952441), (11, 1, 0.2684016966081382), (12, 2, 0.3666695762713761), (13, 1, 0.05745398014792413), (14, 3, 0.42163675556210223), (15, 1, 0.1425060991502598), (16, 3, 0.9774360056450753), (17, 2, 0.07611061563670685), (18, 1, 0.3083891383887276), (19, 2, 0.363411904679815), (20, 3, 0.014813912678112273), (21, 1, 0.2663003430223079), (22, 1, 0.028107758747898948), (23, 3, 0.13526863821179946), (24, 1, 0.23862912844159279), (25, 3, 0.3878755718525123), (26, 3, 0.8027358231062813), (27, 1, 0.30616679247560175), (28, 3, 0.5893739020785135), (29, 2, 0.2147629347468868), (30, 1, 0.5030826072291302), (31, 2, 0.47491993752482586), (32, 2, 0.6214452583260538), (33, 3, 0.10800461679948314), (34, 1, 0.8556867239638608), (35, 1, 0.22948418067500553), (36, 2, 0.8018963434530948), (37, 3, 0.10765750631047821), (38, 2, 0.882375586106658), (39, 2, 0.6018585489479238), (40, 2, 0.5999771757060756), (41, 2, 0.36902545467226955), (42, 1, 0.5890415369327276), (43, 3, 0.6905514526967731), (44, 1, 0.5454092829963438), (45, 1, 0.7785824420966507), (46, 3, 0.3668187112193718), (47, 3, 0.7057709838615247), (48, 3, 0.41391629933193164), (49, 2, 0.21132984910145813)]","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0]",16,10,5,14,16,16.0
"[(0, 2, 0.6137520138379337), (1, 3, 0.980798480583633), (2, 2, 0.757627547911009), (3, 2, 0.04442467927270766), (4, 1, 0.9001629952910473), (5, 3, 0.8114193507037463), (6, 2, 0.30559435409290336), (7, 1, 0.5471963877335064), (8, 3, 0.44398533523488015), (9, 2, 0.577034935146818), (10, 3, 0.8402295856780599), (11, 2, 0.34894716195999687), (12, 2, 0.48589386247306576), (13, 1, 0.18112912860535457), (14, 3, 0.7272748045826095), (15, 3, 0.1841769321307546), (16, 2, 0.16248174325647013), (17, 3, 0.7243432337631002), (18, 1, 0.5300005346816428), (19, 2, 0.01025073460028747), (20, 2, 0.6610930701423141), (21, 2, 0.23498283181633683), (22, 2, 0.4850797231966293), (23, 2, 0.49669243420252307), (24, 3, 0.08980624323799036), (25, 2, 0.1183726589581926), (26, 2, 0.45053824751443106), (27, 3, 0.34863674998714345), (28, 2, 0.43632440051565935), (29, 1, 0.1896764254968395), (30, 2, 0.29745545006757), (31, 1, 0.8911890230228801), (32, 2, 0.6870486923928857), (33, 3, 0.550831272804372), (34, 3, 0.5242994633908975), (35, 3, 0.49039837998563274), (36, 3, 0.8265171951156098), (37, 2, 0.2211038652675127), (38, 2, 0.24761948321229088), (39, 2, 0.5445655123455563), (40, 1, 0.3393666931851964), (41, 3, 0.4755020378282542), (42, 1, 0.49784148555727425), (43, 3, 0.7257957536904094), (44, 3, 0.6911053416622063), (45, 2, 0.9167555602421045), (46, 2, 0.30850677939661), (47, 1, 0.35481924311608193), (48, 2, 0.7790607349698463), (49, 1, 0.5129531530437197)]","[0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0]",17,16,19,12,14,17.0
