agents,clearanceStatus,solveConicGibbsGreedyDynamic,PPO_4Bucket_50000000,PPO_4Bucket_20000000,PPO_5Bucket_50000000,PPO_5Bucket_20000000,solveMILP
"[(0, 1, 0.3801080774605651), (1, 3, 0.9387471810492044), (2, 3, 0.45674350345945436), (3, 1, 0.49954728782451174), (4, 3, 0.3235915186813737), (5, 3, 0.6030417738352201), (6, 3, 0.798671449000285), (7, 2, 0.440424851266048), (8, 1, 0.9777299940803086), (9, 2, 0.4465671395970995), (10, 3, 0.24132980583994734), (11, 2, 0.44245359586753363), (12, 2, 0.6512378714193322), (13, 2, 0.6960612434594423), (14, 2, 0.8593419992671006), (15, 3, 0.5692601668229561), (16, 2, 0.6509473405808911), (17, 2, 0.1642652621747258), (18, 1, 0.8974882581735499), (19, 3, 0.6695790364138298), (20, 3, 0.467040479105747), (21, 3, 0.664636317362953), (22, 1, 0.7367398452805052), (23, 2, 0.8718115544621442), (24, 1, 0.39809244925315745), (25, 3, 0.948615765709479), (26, 2, 0.07798553598841074), (27, 3, 0.08769038984920763), (28, 1, 0.5834116024328346), (29, 3, 0.9332676709757813), (30, 2, 0.7938008667415197), (31, 1, 0.626222265344747), (32, 2, 0.2982848905992215), (33, 1, 0.5860772301845526), (34, 1, 0.43661898107824215), (35, 3, 0.8176386225355964), (36, 2, 0.7552472273218627), (37, 2, 0.13589632716329159), (38, 1, 0.08383568797370877), (39, 2, 0.4893408934914447), (40, 2, 0.8012276234317743), (41, 3, 0.65128484608578), (42, 3, 0.7957887413620751), (43, 3, 0.22174204326106695), (44, 2, 0.7480240368525812), (45, 1, 0.10853673170173139), (46, 1, 0.2619888501456269), (47, 2, 0.0810493361610668), (48, 3, 0.5533248604347337), (49, 3, 0.44567463095950055)]","[0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0]",9,14,17,11,25,9
"[(0, 2, 0.4656734008691821), (1, 3, 0.18817884802180906), (2, 3, 0.6134543501657382), (3, 3, 0.18933858825200656), (4, 2, 0.8675562935334235), (5, 3, 0.6994638601848102), (6, 3, 0.8367220635521448), (7, 2, 0.9471724909731135), (8, 1, 0.3608837493419431), (9, 2, 0.732544735182073), (10, 3, 0.5082424035285552), (11, 3, 0.697608155145057), (12, 1, 0.8620644016576241), (13, 2, 0.675346382705846), (14, 1, 0.39885625824919413), (15, 3, 0.837198884948352), (16, 2, 0.2069871847763587), (17, 1, 0.549980770790141), (18, 2, 0.01781246582455065), (19, 2, 0.08140221520316993), (20, 2, 0.9918154086501069), (21, 1, 0.3207864137327743), (22, 2, 0.9728163161021517), (23, 2, 0.9618736950371329), (24, 3, 0.6699278313352159), (25, 2, 0.10050799495045548), (26, 1, 0.22142535093377547), (27, 1, 0.7101764346842158), (28, 1, 0.3639857161635037), (29, 3, 0.4143425730018233), (30, 1, 0.3400647806905328), (31, 3, 0.44285565998391285), (32, 1, 0.46992354873997366), (33, 3, 0.2383093049257945), (34, 3, 0.492475558886711), (35, 3, 0.6830725898649623), (36, 1, 0.01941687365602862), (37, 2, 0.34586731635080226), (38, 3, 0.6638360789172818), (39, 2, 0.16992867000181067), (40, 2, 0.8855223551774153), (41, 3, 0.8479156349794446), (42, 2, 0.22528189798808618), (43, 1, 0.6326986767627757), (44, 3, 0.514863280771153), (45, 2, 0.2590324605972849), (46, 2, 0.26890312422823515), (47, 2, 0.8165633157914501), (48, 3, 0.37269035486680013), (49, 1, 0.6048229934876826)]","[0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1]",6,11,17,13,23,0
"[(0, 3, 0.006090445239537612), (1, 1, 0.6686866227725092), (2, 1, 0.5941981198640628), (3, 1, 0.6969215244393171), (4, 2, 0.7993644703798727), (5, 2, 0.8935984198581558), (6, 3, 0.6672139407299437), (7, 2, 0.5748256160406762), (8, 1, 0.5895496676389465), (9, 1, 0.5849069267150259), (10, 1, 0.06541777716446284), (11, 1, 0.9750822209715672), (12, 2, 0.4974411182234446), (13, 1, 0.110350559394774), (14, 2, 0.6806476512600118), (15, 1, 0.25504538377448027), (16, 2, 0.8006516754032278), (17, 2, 0.17251659799629793), (18, 1, 0.6375490633015107), (19, 3, 0.9946959397954822), (20, 1, 0.9645899507962905), (21, 2, 0.10001699664801811), (22, 1, 0.6058311760374276), (23, 2, 0.9793004580509324), (24, 3, 0.9130195997070942), (25, 1, 0.8447022256512491), (26, 1, 0.31563575487753837), (27, 3, 0.033505857504534386), (28, 2, 0.017657196540404096), (29, 3, 0.4425773430408918), (30, 3, 0.0685725990198699), (31, 2, 0.08437239133652119), (32, 1, 0.16516767056482273), (33, 3, 0.41439560755313554), (34, 1, 0.11195926045507598), (35, 2, 0.28690145880240314), (36, 3, 0.5111209488089701), (37, 1, 0.4339659694002108), (38, 1, 0.1041678313360237), (39, 2, 0.7533558082175216), (40, 1, 0.3848748936587999), (41, 2, 0.5087798331162484), (42, 3, 0.1529132447306759), (43, 2, 0.8007043944223102), (44, 1, 0.5624939348094431), (45, 3, 0.3907868838317681), (46, 1, 0.9940375491703093), (47, 2, 0.808038012005488), (48, 2, 0.15105525607325299), (49, 3, 0.6643506874653196)]","[0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1]",8,19,19,17,15,8
"[(0, 3, 0.5296778023822103), (1, 2, 0.7553868439104646), (2, 1, 0.8815785178406362), (3, 1, 0.9345054540748952), (4, 3, 0.08181381923906406), (5, 1, 0.705165211517057), (6, 3, 0.8410218225266076), (7, 3, 0.3579901359097333), (8, 2, 0.30672979506251374), (9, 2, 0.34218433272658355), (10, 1, 0.5798375871164932), (11, 1, 0.7199673249784142), (12, 2, 0.28486107217279677), (13, 1, 0.022526523412950583), (14, 3, 0.45549863249136335), (15, 3, 0.8074017431287516), (16, 1, 0.9773590908297842), (17, 2, 0.1491839876021539), (18, 1, 0.629220050112384), (19, 1, 0.5686361125274851), (20, 3, 0.9980738982263652), (21, 3, 0.12889391730332223), (22, 2, 0.21407822171249702), (23, 3, 0.7929533738823075), (24, 3, 0.9441795786743621), (25, 1, 0.3006314602460458), (26, 1, 0.048894682430035474), (27, 2, 0.11675113700652728), (28, 3, 0.49373765205348463), (29, 1, 0.8337250384486635), (30, 1, 0.38013388545317295), (31, 3, 0.8181067853876324), (32, 3, 0.7935881231456554), (33, 2, 0.9002443083602516), (34, 2, 0.8513562193919018), (35, 2, 0.9232300499837384), (36, 2, 0.4948474573725752), (37, 1, 0.9967527265583029), (38, 1, 0.6079231720756395), (39, 3, 0.605422493756588), (40, 2, 0.3697984382928595), (41, 3, 0.7125247547572682), (42, 3, 0.917644524181942), (43, 3, 0.7525740226953753), (44, 2, 0.6286058509900216), (45, 3, 0.09154638294681094), (46, 3, 0.30158361094114505), (47, 1, 0.5083356592824401), (48, 1, 0.07321447687725857), (49, 2, 0.3296297837220803)]","[1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1]",16,22,18,10,16,16
"[(0, 1, 0.15928821695748374), (1, 3, 0.15856220748902938), (2, 2, 0.4137321534863513), (3, 1, 0.2864936516185159), (4, 2, 0.4988577955345064), (5, 1, 0.5556937704641739), (6, 2, 0.8375919846901698), (7, 2, 0.8979955651362129), (8, 1, 0.8550765338059231), (9, 2, 0.43535089799124727), (10, 2, 0.329466226730593), (11, 1, 0.7888134227442243), (12, 1, 0.6644123688039646), (13, 1, 0.5588441087618193), (14, 3, 0.5586160439525855), (15, 2, 0.3742439748433145), (16, 2, 0.482319781248694), (17, 3, 0.8890232152099791), (18, 1, 0.3281161501963763), (19, 2, 0.11299201954875748), (20, 3, 0.45378149225564446), (21, 1, 0.3056410385866818), (22, 1, 0.561806580662903), (23, 3, 0.24162813102282665), (24, 3, 0.11000082125064092), (25, 1, 0.9049816791146258), (26, 2, 0.7392009889866209), (27, 3, 0.383634353150588), (28, 2, 0.19311472793862094), (29, 1, 0.6380435798029392), (30, 2, 0.5356385753488961), (31, 1, 0.7928845849883973), (32, 1, 0.35044923009436457), (33, 2, 0.2757852826674132), (34, 3, 0.26956536156082134), (35, 1, 0.12264444120817053), (36, 1, 0.1868102285895109), (37, 1, 0.26656976620593353), (38, 1, 0.8553259331135146), (39, 1, 0.776414295413178), (40, 2, 0.8375230348588574), (41, 2, 0.297588202354936), (42, 3, 0.35680785355922473), (43, 3, 0.33934257648460575), (44, 3, 0.3546664485342498), (45, 3, 0.10729878548659477), (46, 1, 0.7962979309814772), (47, 2, 0.3301519882551295), (48, 1, 0.54589259247833), (49, 1, 0.02788505290419363)]","[1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]",20,13,12,9,10,19
"[(0, 1, 0.12905602160966556), (1, 2, 0.31844899478283784), (2, 2, 0.5835371727430809), (3, 3, 0.5624103390897324), (4, 1, 0.7801583091180677), (5, 1, 0.49864571473757924), (6, 2, 0.8376727236705108), (7, 2, 0.19416939674645106), (8, 2, 0.8203091857306458), (9, 1, 0.12078826752951688), (10, 1, 0.16873562495876215), (11, 2, 0.7933265285829804), (12, 3, 0.17928921055299785), (13, 2, 0.08329420755184147), (14, 1, 0.7024230036470912), (15, 2, 0.1080425307029862), (16, 1, 0.034350455462850316), (17, 2, 0.6715735618647213), (18, 3, 0.5822617415628034), (19, 3, 0.6953825349619619), (20, 2, 0.24584789647754546), (21, 2, 0.7865486038637562), (22, 1, 0.7427826925670175), (23, 1, 0.9580022844174355), (24, 1, 0.9947354705307858), (25, 2, 0.3941834063661943), (26, 1, 0.8178677896511439), (27, 1, 0.7599965515101771), (28, 2, 0.2647307384289944), (29, 3, 0.3484541433453635), (30, 3, 0.10697623444035387), (31, 2, 0.4018060536855588), (32, 3, 0.5690251383294459), (33, 1, 0.2337888250929422), (34, 1, 0.8361845556826351), (35, 2, 0.14633482281718935), (36, 1, 0.13466542803406123), (37, 1, 0.9840683483586211), (38, 3, 0.42593663553099204), (39, 1, 0.8997006054776678), (40, 1, 0.4577161659640451), (41, 3, 0.25680919948678205), (42, 1, 0.7546383476208477), (43, 1, 0.7473175605966067), (44, 3, 0.9875524697561557), (45, 2, 0.5462236575429353), (46, 1, 0.9675266207966117), (47, 1, 0.43363725136678233), (48, 1, 0.9607422854408043), (49, 3, 0.3798662432066432)]","[0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0]",16,5,11,8,17,15
"[(0, 2, 0.6302187795647468), (1, 2, 0.7218602770577381), (2, 2, 0.16783635063815117), (3, 1, 0.6240708918536062), (4, 2, 0.934295985372231), (5, 1, 0.4260268001291956), (6, 3, 0.25612572758508256), (7, 2, 0.10142764864531795), (8, 2, 0.7787991350718763), (9, 2, 0.7492759482314876), (10, 1, 0.9358204516615334), (11, 1, 0.28332946828996963), (12, 3, 0.5660442890387322), (13, 1, 0.3645257971944116), (14, 2, 0.3205694438270197), (15, 2, 0.024453093480711785), (16, 1, 0.7161739655695439), (17, 3, 0.062269442377287376), (18, 2, 0.37744655004411354), (19, 2, 0.9479952116733684), (20, 1, 0.45825442310505327), (21, 2, 0.09326235336809219), (22, 1, 0.3129440870520337), (23, 3, 0.8174483822003676), (24, 1, 0.9177040323556217), (25, 1, 0.9994942531209429), (26, 2, 0.8585873562336874), (27, 3, 0.3807464429267423), (28, 3, 0.9819343846345407), (29, 3, 0.5735862022570355), (30, 1, 0.5294349191415719), (31, 3, 0.6175231562491961), (32, 2, 0.1629781528147044), (33, 1, 0.014594074429050141), (34, 1, 0.868820765041802), (35, 3, 0.9313875353986374), (36, 2, 0.8678934604996322), (37, 1, 0.3087493674261913), (38, 2, 0.9846325639123993), (39, 3, 0.6418399859365084), (40, 3, 0.4598575556409591), (41, 1, 0.592992324834257), (42, 1, 0.5059270663967341), (43, 3, 0.6483099575299746), (44, 1, 0.6923741779717542), (45, 3, 0.8783626762500432), (46, 2, 0.8483866261848546), (47, 2, 0.5425940389030935), (48, 2, 0.7793262310558241), (49, 2, 0.6769002928527851)]","[0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1]",27,14,12,21,21,26
"[(0, 1, 0.5045163277636265), (1, 3, 0.9428324455833531), (2, 1, 0.9659809085705208), (3, 1, 0.7046844344663777), (4, 2, 0.7591453994347843), (5, 2, 0.4930444244228408), (6, 1, 0.8031869098528692), (7, 2, 0.889231503022347), (8, 3, 0.9350965629238734), (9, 1, 0.5695369234840704), (10, 1, 0.9704943501902238), (11, 3, 0.9383962736125956), (12, 2, 0.7324688257504587), (13, 3, 0.8906281436939937), (14, 1, 0.7812835665603071), (15, 1, 0.9672416360521982), (16, 1, 0.2685560878464526), (17, 3, 0.378897275890667), (18, 1, 0.021277140613343848), (19, 2, 0.18239052279035772), (20, 1, 0.2709042615446998), (21, 1, 0.9822867172283973), (22, 3, 0.07543621720153748), (23, 3, 0.28347817169330947), (24, 3, 0.47395065755390753), (25, 1, 0.6817345300375778), (26, 1, 0.01887986532540642), (27, 2, 0.34549638559137763), (28, 2, 0.5267217425212853), (29, 3, 0.03582708282652114), (30, 3, 0.029176666210071422), (31, 1, 0.48390774124152747), (32, 3, 0.371589202791887), (33, 2, 0.571578437788046), (34, 1, 0.39760542746913563), (35, 1, 0.5780577151399239), (36, 2, 0.29720535582397545), (37, 1, 0.5627391965100685), (38, 2, 0.5640110303212982), (39, 2, 0.1684375059772132), (40, 2, 0.30795932086021116), (41, 2, 0.9806079771599), (42, 3, 0.43085954446854446), (43, 2, 0.19524697035909855), (44, 1, 0.47275688584503006), (45, 3, 0.7639665420813306), (46, 3, 0.5992884402854949), (47, 3, 0.3099211884604516), (48, 2, 0.7290348268296044), (49, 3, 0.3582330929241261)]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1]",25,11,18,19,15,25
"[(0, 1, 0.04904106047810519), (1, 3, 0.5142160374284176), (2, 1, 0.001854122251352952), (3, 2, 0.992020375066353), (4, 1, 0.8486707691930954), (5, 2, 0.03722282042781255), (6, 3, 0.7898402625613754), (7, 1, 0.3678311483597382), (8, 2, 0.8976525056651325), (9, 1, 0.5007345752445308), (10, 1, 0.025775542203519963), (11, 1, 0.31231204730802187), (12, 1, 0.028331075109177095), (13, 2, 0.7073214828300449), (14, 3, 0.4837713281718261), (15, 3, 0.5458642320244803), (16, 2, 0.32893975585570556), (17, 3, 0.8752588372998524), (18, 2, 0.824935921544725), (19, 2, 0.9102019233791403), (20, 2, 0.47724211323285415), (21, 2, 0.5806337173055383), (22, 3, 0.3201588319794326), (23, 2, 0.15502651071307427), (24, 2, 0.8935290540032687), (25, 1, 0.9937114762854716), (26, 1, 0.8957042975356351), (27, 2, 0.736820067229356), (28, 2, 0.23831688001041096), (29, 2, 0.37820894238602054), (30, 2, 0.5970569193954197), (31, 3, 0.5402530269110847), (32, 3, 0.39605620305577194), (33, 2, 0.8132571256408218), (34, 3, 0.4728873316023423), (35, 2, 0.5775158196973913), (36, 2, 0.18817483111737066), (37, 1, 0.6538688633832055), (38, 3, 0.8085002895121642), (39, 3, 0.14325288582112194), (40, 1, 0.2753647175038818), (41, 1, 0.4906129033856399), (42, 1, 0.9429329315307171), (43, 3, 0.9217389037024282), (44, 3, 0.19171279844936795), (45, 2, 0.3041286036760551), (46, 1, 0.5838201265841263), (47, 2, 0.3953731773555006), (48, 2, 0.9416156454095491), (49, 3, 0.3584365943376341)]","[0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0]",27,13,16,5,12,27
"[(0, 2, 0.35836850543844545), (1, 1, 0.22399695045672574), (2, 2, 0.8308040961181156), (3, 1, 0.3742203961609234), (4, 3, 0.6535551573690108), (5, 2, 0.2149883382961143), (6, 3, 0.12639162301350937), (7, 1, 0.3214489398502757), (8, 2, 0.058180316587316816), (9, 3, 0.37817433708850656), (10, 3, 0.9664980194354272), (11, 3, 0.9400568582832503), (12, 3, 0.8120224535318478), (13, 1, 0.19633028020970078), (14, 1, 0.13455832340566565), (15, 2, 0.4685218285740522), (16, 3, 0.599071938014656), (17, 3, 0.771288482388474), (18, 1, 0.6656885717576733), (19, 1, 0.6079530565117426), (20, 3, 0.7508683314084689), (21, 1, 0.6561228138641807), (22, 2, 0.861735973842833), (23, 2, 0.21495047093460207), (24, 3, 0.622413853539765), (25, 3, 0.6210625657542851), (26, 1, 0.45030248288509434), (27, 1, 0.3218872594022526), (28, 1, 0.24272927935922395), (29, 1, 0.28625947366711035), (30, 1, 0.21096632430526707), (31, 2, 0.4979526683070511), (32, 2, 0.5330428905225473), (33, 1, 0.8061544682518264), (34, 2, 0.20172561974892667), (35, 1, 0.1394316304027311), (36, 1, 0.5699126370054989), (37, 2, 0.2497309016043261), (38, 3, 0.4114585869170896), (39, 3, 0.5081845687467379), (40, 3, 0.6931688162486196), (41, 1, 0.9832137544555529), (42, 1, 0.3817321704180806), (43, 2, 0.2906110079458485), (44, 2, 0.2733930250611024), (45, 2, 0.06615016872341495), (46, 1, 0.3697219634059278), (47, 2, 0.2886707162645705), (48, 2, 0.07505681785195795), (49, 1, 0.37522540821316164)]","[1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0]",21,14,19,15,13,22
"[(0, 1, 0.26290165774994834), (1, 1, 0.9309767146372444), (2, 2, 0.9840245472585176), (3, 2, 0.04016212902516392), (4, 2, 0.8728043668936672), (5, 3, 0.7117184788041259), (6, 3, 0.03076060624623045), (7, 3, 0.4987147598298731), (8, 3, 0.4724976667452915), (9, 1, 0.8349506260567382), (10, 3, 0.5704787455571582), (11, 3, 0.01148035461537622), (12, 2, 0.008214659171829841), (13, 3, 0.6644117433391566), (14, 1, 0.49977106430550255), (15, 2, 0.1943965750934179), (16, 2, 0.7607252918525714), (17, 1, 0.41661561907877875), (18, 3, 0.8526139500140008), (19, 1, 0.10985265784530829), (20, 3, 0.33553554532134744), (21, 1, 0.0714913557742326), (22, 1, 0.4660773475898854), (23, 3, 0.012151508283986923), (24, 3, 0.1974707183335661), (25, 3, 0.6285019108297584), (26, 3, 0.7677110825784058), (27, 1, 0.19803675841650736), (28, 2, 0.661120635719739), (29, 3, 0.611664823388723), (30, 2, 0.1894144496013146), (31, 3, 0.025298417246247373), (32, 3, 0.1047570639345895), (33, 3, 0.030397970370575567), (34, 1, 0.9529756133712288), (35, 1, 0.7765318954149198), (36, 3, 0.9935977180928338), (37, 1, 0.8700611559374798), (38, 2, 0.9340379450495565), (39, 3, 0.3499220867703037), (40, 1, 0.5511107300056631), (41, 2, 0.23580634452800553), (42, 3, 0.36381275824861925), (43, 2, 0.19278028351866883), (44, 3, 0.7740249309307423), (45, 1, 0.9227251080475827), (46, 1, 0.18151919876272993), (47, 3, 0.6020156481912191), (48, 3, 0.4600018904462386), (49, 3, 0.29689280553146613)]","[0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0]",22,24,14,6,24,21
"[(0, 2, 0.8050691734868057), (1, 3, 0.25495033501260345), (2, 1, 0.6998063289767635), (3, 1, 0.07025456554869214), (4, 2, 0.31577823094211366), (5, 1, 0.12350390922554333), (6, 3, 0.7917957595630525), (7, 1, 0.5738536417673072), (8, 1, 0.18613136040750655), (9, 3, 0.31342682167641955), (10, 3, 0.35761488349750004), (11, 1, 0.6824254820879121), (12, 3, 0.003927980317479651), (13, 2, 0.7387466434437218), (14, 1, 0.8346804872801552), (15, 3, 0.8347222959819995), (16, 1, 0.7212256457551699), (17, 3, 0.7862360489428359), (18, 1, 0.17036083327044726), (19, 2, 0.626519669783575), (20, 3, 6.798989385126131e-05), (21, 3, 0.18016170111366758), (22, 3, 0.45337374264722397), (23, 1, 0.22285608609064145), (24, 3, 0.3702639256430126), (25, 3, 0.12441803107109384), (26, 1, 0.8502673261995525), (27, 1, 0.5500501886276311), (28, 1, 0.20113082514712932), (29, 2, 0.08770619523091427), (30, 1, 0.8459407563320567), (31, 2, 0.15826640105875212), (32, 3, 0.4444855264558164), (33, 1, 0.6339885576866399), (34, 2, 0.30523362059623915), (35, 1, 0.6306309402803518), (36, 1, 0.6447596806359435), (37, 3, 0.06974913042069275), (38, 2, 0.09688085902789345), (39, 2, 0.6732069746501502), (40, 2, 0.8976961757218235), (41, 1, 0.32914116240421876), (42, 3, 0.6462506760662697), (43, 3, 0.4083718281548442), (44, 1, 0.6130418524038894), (45, 3, 0.92548874395118), (46, 1, 0.7470842403389135), (47, 2, 0.44041851428064627), (48, 1, 0.13952688919758505), (49, 1, 0.0007010915666505468)]","[1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0]",14,14,16,16,16,11
"[(0, 3, 0.026580810402152877), (1, 2, 0.2966345884255045), (2, 1, 0.8174053537743335), (3, 2, 0.01610139526932619), (4, 1, 0.6167245586289026), (5, 2, 0.8425520877225608), (6, 3, 0.7077760230674484), (7, 3, 0.13474102922185993), (8, 2, 0.6855755288731533), (9, 2, 0.9085189222894688), (10, 1, 0.8293291147373479), (11, 2, 0.10573964432011884), (12, 2, 0.8223343276240532), (13, 2, 0.09064217000245045), (14, 2, 0.7968943525898425), (15, 3, 0.18895560649573084), (16, 2, 0.2853430481956841), (17, 3, 0.45321208223952036), (18, 2, 0.2999924061424375), (19, 2, 0.8830083922692817), (20, 3, 0.9067599192563237), (21, 1, 0.7675158296429454), (22, 1, 0.8934402480029733), (23, 1, 0.14567839332665977), (24, 3, 0.021277802439575333), (25, 1, 0.6253379058212902), (26, 1, 0.7444577846895297), (27, 3, 0.02832472075832526), (28, 1, 0.620146514855573), (29, 3, 0.6185950195655782), (30, 2, 0.5629526147537335), (31, 1, 0.5596652504809391), (32, 2, 0.05669603994835615), (33, 3, 0.4517402075064757), (34, 2, 0.9481508074978312), (35, 2, 0.8254294976723277), (36, 1, 0.5921608643488647), (37, 3, 0.1909797472759056), (38, 1, 0.6494246934017958), (39, 3, 0.27311431055115176), (40, 2, 0.9988742401649212), (41, 2, 0.7867118936710631), (42, 1, 0.7436170296842247), (43, 1, 0.03981346241026795), (44, 2, 0.967155264702278), (45, 1, 0.27630048397002915), (46, 2, 0.3354436539437985), (47, 1, 0.9767154677986686), (48, 3, 0.06938154554041398), (49, 1, 0.9741955175676423)]","[0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1]",18,19,10,11,19,18
"[(0, 3, 0.5626686518187132), (1, 3, 0.4076520436020463), (2, 1, 0.2827424543469387), (3, 3, 0.5604058137272688), (4, 3, 0.690949504426236), (5, 1, 0.17937471012052408), (6, 2, 0.2692549861965483), (7, 1, 0.28596489318417706), (8, 3, 0.0878509898316957), (9, 2, 0.39858609638963927), (10, 2, 0.8603072351188475), (11, 2, 0.7437866066467036), (12, 1, 0.952888730811674), (13, 2, 0.8664439482146312), (14, 3, 0.16337103755922266), (15, 1, 0.572788952157392), (16, 1, 0.6672533649904343), (17, 2, 0.2576657591986631), (18, 1, 0.884331812070572), (19, 3, 0.8004047197040038), (20, 1, 0.6475334195420158), (21, 2, 0.7871675705114624), (22, 1, 0.4195304530768226), (23, 2, 0.6537490634259222), (24, 2, 0.03334164970163056), (25, 3, 0.24869367296922318), (26, 1, 0.15740457056458257), (27, 3, 0.44973423739043383), (28, 3, 0.06988293001228707), (29, 3, 0.31189622923714366), (30, 2, 0.8056977408054026), (31, 2, 0.6220695988967531), (32, 1, 0.9635118712296936), (33, 1, 0.8769048919502201), (34, 2, 0.7765065731232882), (35, 2, 0.3377469632925729), (36, 3, 0.10544410352057354), (37, 1, 0.9656500685095473), (38, 1, 0.9192219689692552), (39, 3, 0.7350446542732133), (40, 3, 0.6526369222782773), (41, 3, 0.35614713834233913), (42, 3, 0.7419474776798982), (43, 1, 0.44551885021263393), (44, 2, 0.925049229589751), (45, 3, 0.2568769004675152), (46, 3, 0.6160643551095318), (47, 1, 0.7115252090905699), (48, 2, 0.8161573031452591), (49, 1, 0.9768677093445812)]","[1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1]",0,20,11,10,13,6
