sample_id,agents,healthStatus,avg_p,p_0,u_0,p_1,u_1,p_2,u_2,p_3,u_3,U_max,U_single,U_D_classical,U_D_A_optimal,U_greedy_sequential,U_greedy_counting
10,"[(0, 0.9783548583709967, 0.05452265501045739), (1, 0.7256617211743249, 0.48386174332444243), (2, 0.9417232451664073, 0.40685448820929193), (3, 0.9192429940422667, 0.15914779888390995)]","[0, 0, 0, 0]",0.7239033286429746,0.9454773449895426,0.9783548583709967,0.5161382566755576,0.7256617211743249,0.5931455117907081,0.9417232451664073,0.84085220111609,0.9192429940422667,0.9339022779802452,0.7342642744181965,0.7342642744181964,0.7342642744181964,0.7342642744181964,0.7342642744181964
11,"[(0, 0.6171414766699522, 0.8901385532025501), (1, 0.45648721979605955, 0.7114047593079196), (2, 0.9369813033782328, 0.5205598276906142), (3, 0.7338401709097778, 0.7280324327291228)]","[1, 0, 1, 1]",0.2874661067674483,0.10986144679744991,0.6171414766699522,0.2885952406920804,0.45648721979605955,0.47944017230938585,0.9369813033782328,0.27196756727087723,0.7338401709097778,1.8961028725881346,1.0836008660260774,1.425554290296542,1.4580266355111284,1.4211957083069404,1.42119570830694
12,"[(0, 0.9136429725548911, 0.13747801958723116), (1, 0.5560701362634135, 0.48302248783288215), (2, 0.9589804149235308, 0.38038975163550337), (3, 0.44650040812843694, 0.5773872191555337)]","[0, 0, 1, 1]",0.6054306304472123,0.8625219804127688,0.9136429725548911,0.5169775121671178,0.5560701362634135,0.6196102483644966,0.9589804149235308,0.4226127808444663,0.44650040812843694,1.016790157961324,0.6333807024835976,0.6443942346198542,0.6443942346198541,0.6443942346198541,0.6443942346198542
13,"[(0, 0.09033985426934954, 0.9506335645634441), (1, 0.14997105299598545, 0.7393703706762795), (2, 0.8412423959349363, 0.7471369518620469), (3, 0.30193759566924927, 0.35162393686161975)]","[1, 1, 1, 0]",0.30280879400915245,0.049366435436555944,0.09033985426934954,0.26062962932372047,0.14997105299598545,0.25286304813795313,0.8412423959349363,0.6483760631383803,0.30193759566924927,0.9314560162822745,0.7394074325203073,0.797430676798077,0.8013967214180402,0.7892823488738313,0.7892823488738315
14,"[(0, 0.965919188024944, 0.5597559139989046), (1, 0.47367188821064365, 0.5232794754292152), (2, 0.7676600630784518, 0.9886060277444721), (3, 0.42056555827957265, 0.2309361852296321)]","[0, 1, 1, 0]",0.424355599399444,0.44024408600109544,0.965919188024944,0.47672052457078484,0.47367188821064365,0.011393972255527851,0.7676600630784518,0.7690638147703679,0.42056555827957265,1.6445789264165278,1.2995923435600414,1.4305936877114527,1.4318369993517277,1.4318369993517277,1.4318369993517277
15,"[(0, 0.04256571358257688, 0.5896864504016538), (1, 0.019310811347186485, 0.5141261392922695), (2, 0.9766461363238077, 0.29024680692058136), (3, 0.9742198470014191, 0.6360311719284631)]","[1, 1, 0, 1]",0.49247735786425806,0.4103135495983462,0.04256571358257688,0.48587386070773053,0.019310811347186485,0.7097531930794186,0.9766461363238077,0.36396882807153685,0.9742198470014191,0.9381312309994422,0.9031026135635887,0.9031026135635887,0.9031026135635887,0.9031026135635886,0.9031026135635886
16,"[(0, 0.5807571649339567, 0.20572399898108007), (1, 0.641969367731135, 0.9464854389516257), (2, 0.04120646560497743, 0.449399615864453), (3, 0.3534455518676901, 0.28791940067269284)]","[0, 1, 0, 0]",0.5276178863825371,0.7942760010189199,0.5807571649339567,0.053514561048374265,0.641969367731135,0.550600384135547,0.04120646560497743,0.7120805993273072,0.3534455518676901,0.8473723464958123,0.7270903452176292,0.7405115772883932,0.7448370826841474,0.7270903452176292,0.7270903452176292
17,"[(0, 0.22418547484732643, 0.9326402965973477), (1, 0.94574360891813, 0.022758574308230806), (2, 0.8469169460230942, 0.7143731864040154), (3, 0.6798960761851487, 0.010574548889467406)]","[1, 0, 0, 0]",0.5799133484502347,0.0673597034026523,0.22418547484732643,0.9772414256917692,0.94574360891813,0.28562681359598463,0.8469169460230942,0.9894254511105326,0.6798960761851487,0.8428125356019776,0.814099165104503,0.8140991651045029,0.8140991651045029,0.7880999475076859,0.7880999475076859
18,"[(0, 0.3078067547337774, 0.5779578771750392), (1, 0.26561803541817575, 0.8078960514329893), (2, 0.4672172210012604, 0.33251980673741144), (3, 0.8967525962082569, 0.7924119898695275)]","[1, 1, 0, 1]",0.37230356869625814,0.4220421228249608,0.3078067547337774,0.19210394856701074,0.26561803541817575,0.6674801932625886,0.4672172210012604,0.20758801013047246,0.8967525962082569,1.2584475897635834,0.9251892711857819,0.9945313523702034,1.0016257069477659,1.0016257069477659,1.0016257069477656
19,"[(0, 0.4944874359794347, 0.5566917301473991), (1, 0.8097427554952769, 0.320615569452388), (2, 0.3209674790797922, 0.6931668373027555), (3, 0.4861671727703992, 0.35934487033728135)]","[1, 1, 1, 1]",0.517545248190044,0.44330826985260086,0.4944874359794347,0.679384430547612,0.8097427554952769,0.3068331626972445,0.3209674790797922,0.6406551296627186,0.4861671727703992,0.9320788929468065,0.5348932009346068,0.5742840778381803,0.5836308487868445,0.5742840778381801,0.5742840778381801
20,"[(0, 0.9279915658776743, 0.17302689004804395), (1, 0.9706289232878222, 0.23810877570847333), (2, 0.4647520580133595, 0.8977615957769559), (3, 0.3557737109891407, 0.5080512701502199)]","[0, 0, 1, 0]",0.5457628670790767,0.826973109951956,0.9279915658776743,0.7618912242915267,0.9706289232878222,0.10223840422304409,0.4647520580133595,0.4919487298497801,0.3557737109891407,0.9896705942227138,0.6483518138339951,0.6849218454833029,0.6965460311032675,0.6483518138339951,0.6483518138339951
21,"[(0, 0.4451392251568228, 0.2940884823388854), (1, 0.9094288740525506, 0.4843063478158385), (2, 0.08704596300950762, 0.7499579644093803), (3, 0.07543823614279799, 0.20250559814849733)]","[0, 0, 1, 0]",0.5672854018218496,0.7059115176611146,0.4451392251568228,0.5156936521841615,0.9094288740525506,0.25004203559061966,0.08704596300950762,0.7974944018515027,0.07543823614279799,0.6519099741085678,0.5713524957465383,0.5713524957465383,0.5713524957465383,0.5713524957465383,0.5713524957465382
22,"[(0, 0.47615826222934565, 0.6302190543188851), (1, 0.40396096956847294, 0.9200240126763269), (2, 0.01685162040226995, 0.9876105507362524), (3, 0.7041144439033412, 0.8039949881475503)]","[1, 1, 1, 1]",0.1645378485302463,0.36978094568111486,0.47615826222934565,0.07997598732367306,0.40396096956847294,0.012389449263747632,0.01685162040226995,0.19600501185244967,0.7041144439033412,1.254485124002178,0.9377582761675918,1.146639234769961,1.1622526958694197,1.1514493963178907,1.1514493963178907
23,"[(0, 0.414743999308679, 0.2877001726198135), (1, 0.8447123409803766, 0.44377102299371884), (2, 0.5287265587083821, 0.5512591967494214), (3, 0.3389030681989278, 0.6394956144427328)]","[0, 0, 0, 1]",0.5194434982985784,0.7122998273801865,0.414743999308679,0.5562289770062812,0.8447123409803766,0.44874080325057863,0.5287265587083821,0.36050438555726716,0.3389030681989278,1.0023731837744887,0.6663242377459493,0.6807224568948578,0.6807224568948578,0.6807224568948578,0.6807224568948578
24,"[(0, 0.0708089270590726, 0.43458775374134095), (1, 0.2462497710209618, 0.44568579117984464), (2, 0.25608781709102313, 0.8614862992115147), (3, 0.5604352660118785, 0.7442839657199807)]","[1, 0, 1, 1]",0.37848904753682977,0.565412246258659,0.0708089270590726,0.5543142088201554,0.2462497710209618,0.13851370078848535,0.25608781709102313,0.2557160342800193,0.5604352660118785,0.7782618447163238,0.637739128135554,0.6516947083345818,0.6752650879901788,0.6555820733104973,0.6555820733104973
25,"[(0, 0.07479375687311074, 0.7660007358222142), (1, 0.9720936675938755, 0.4152931888911857), (2, 0.9448761164870545, 0.4294663778527732), (3, 0.6216139516087312, 0.9194541565274987)]","[1, 0, 1, 1]",0.367446385226582,0.23399926417778583,0.07479375687311074,0.5847068111088143,0.9720936675938755,0.5705336221472268,0.9448761164870545,0.08054584347250127,0.6216139516087312,1.4383340067451211,0.9773380548294217,1.1251756919320013,1.1442867762030187,1.1437275451371927,1.1437275451371927
26,"[(0, 0.7416689356145733, 0.9408038831472155), (1, 0.7474033968541627, 0.9081425629614371), (2, 0.11097728168000565, 0.579773181999968), (3, 0.4318673124107113, 0.26549257874510634)]","[1, 1, 1, 1]",0.3264469482865683,0.059196116852784475,0.7416689356145733,0.09185743703856286,0.7474033968541627,0.42022681800003203,0.11097728168000565,0.7345074212548937,0.4318673124107113,1.555513069198038,1.3765138510210762,1.434296151537329,1.434919613930744,1.4349196139307443,1.4349196139307443
27,"[(0, 0.6842409524120733, 0.09583730847680416), (1, 0.16691480626669286, 0.605123857741188), (2, 0.32803603202013143, 0.9146223207791904), (3, 0.7880511194077156, 0.8646959554344813)]","[0, 1, 1, 1]",0.37993013939208403,0.9041626915231958,0.6842409524120733,0.39487614225881196,0.16691480626669286,0.08537767922080963,0.32803603202013143,0.1353040445655187,0.7880511194077156,1.1480336352439189,0.9814536925329165,1.0207397047809263,1.02259910094106,1.0219064989843167,1.0219064989843167
28,"[(0, 0.909769237923872, 0.2940790407586785), (1, 0.4594338793312195, 0.1363587105435612), (2, 0.9950607203462696, 0.15464399620754732), (3, 0.6739395534640641, 0.5980255545416808)]","[1, 0, 0, 0]",0.704223174487133,0.7059209592413215,0.909769237923872,0.8636412894564388,0.4594338793312195,0.8453560037924527,0.9950607203462696,0.4019744454583192,0.6739395534640641,0.8871051176174649,0.670577139988326,0.670577139988326,0.670577139988326,0.6705771399883259,0.6705771399883259
29,"[(0, 0.32375334582076565, 0.6200294852155447), (1, 0.008479999489567791, 0.9828577872722256), (2, 0.822158506189751, 0.9990197882001745), (3, 0.2633503011371503, 0.19948865109855252)]","[1, 1, 1, 0]",0.2996510720533757,0.3799705147844553,0.32375334582076565,0.017142212727774386,0.008479999489567791,0.0009802117998255477,0.822158506189751,0.8005113489014475,0.2633503011371503,1.0829592669413504,1.0220892370667163,1.0549060947426991,1.0549259454765059,1.0238158857582755,1.0238158857582755
