B,cap,instance,opt_cap,opt_full,u_pi,u_pen,real_frac,cert_frac
1,1,10,3.9127038874000672,3.9127038874000672,8.488459463436364,5.9649846062592085,1.0,0.6559453453231663
1,2,10,3.9127038874000672,3.9127038874000672,8.488459463436364,5.9649846062592085,1.0,0.6559453453231663
1,3,10,3.9127038874000672,3.9127038874000672,8.488459463436364,5.9649846062592085,1.0,0.6559453453231663
1,1,11,2.219762408448338,2.219762408448338,7.530640159707447,5.081266785577614,1.0,0.4368521674061257
1,2,11,2.219762408448338,2.219762408448338,7.530640159707447,5.081266785577614,1.0,0.4368521674061257
1,3,11,2.219762408448338,2.219762408448338,7.530640159707447,5.081266785577614,1.0,0.4368521674061257
2,1,0,5.5906319613995645,5.752243244101157,8.360876251516316,8.192593351522598,0.9719046507869217,0.6824007638998147
2,2,0,5.752243244101157,5.752243244101157,8.360876251516316,8.192593351522598,1.0,0.7021272748795837
2,3,0,5.752243244101157,5.752243244101157,8.360876251516316,8.192593351522598,1.0,0.7021272748795837
2,1,1,5.261516845352712,5.369786517858786,8.385388884636043,8.1874817429736,0.9798372482507467,0.6426294446235661
2,2,1,5.369786517858786,5.369786517858786,8.385388884636043,8.1874817429736,1.0,0.6558532509055147
2,3,1,5.369786517858786,5.369786517858786,8.385388884636043,8.1874817429736,1.0,0.6558532509055147
2,1,2,3.1365119159733315,3.19560274369805,4.9774452621563805,4.842935420793787,0.9815087066622252,0.6476468594865628
2,2,2,3.19560274369805,3.19560274369805,4.9774452621563805,4.842935420793787,1.0,0.659848308110264
2,3,2,3.19560274369805,3.19560274369805,4.9774452621563805,4.842935420793787,1.0,0.659848308110264
2,1,3,4.502825067931979,4.649965548159641,7.153682634793522,6.91226149426729,0.9683566515270425,0.6514257412955823
2,2,3,4.649965548159641,4.649965548159641,7.153682634793522,6.91226149426729,1.0,0.6727126211900558
2,3,3,4.649965548159641,4.649965548159641,7.153682634793522,6.91226149426729,1.0,0.6727126211900558
2,1,4,4.431696705174527,4.431696705174527,6.939153097890173,6.798926143412947,1.0,0.6518230396528311
2,2,4,4.431696705174527,4.431696705174527,6.939153097890173,6.798926143412947,1.0,0.6518230396528311
2,3,4,4.431696705174527,4.431696705174527,6.939153097890173,6.798926143412947,1.0,0.6518230396528311
2,1,5,3.0859236761172983,3.0859236761172983,5.197392449964226,4.977050134309116,1.0,0.6200306592944673
2,2,5,3.0859236761172983,3.0859236761172983,5.197392449964226,4.977050134309116,1.0,0.6200306592944673
2,3,5,3.0859236761172983,3.0859236761172983,5.197392449964226,4.977050134309116,1.0,0.6200306592944673
2,1,6,5.882561113745984,6.0549306886309395,9.280084996591388,9.041704821900353,0.9715323620122348,0.6506030919630937
2,2,6,6.0549306886309395,6.0549306886309395,9.280084996591388,9.041704821900353,1.0,0.66966692763128
2,3,6,6.0549306886309395,6.0549306886309395,9.280084996591388,9.041704821900353,1.0,0.66966692763128
2,1,7,4.929958578373276,4.929958578373276,7.212873789122791,6.983657876844464,1.0,0.7059278483156246
2,2,7,4.929958578373276,4.929958578373276,7.212873789122791,6.983657876844464,1.0,0.7059278483156246
2,3,7,4.929958578373276,4.929958578373276,7.212873789122791,6.983657876844464,1.0,0.7059278483156246
2,1,8,5.109451087854413,5.109451087854413,7.8476798783083455,7.602262669002437,1.0,0.6720960995846347
2,2,8,5.109451087854413,5.109451087854413,7.8476798783083455,7.602262669002437,1.0,0.6720960995846347
2,3,8,5.109451087854413,5.109451087854413,7.8476798783083455,7.602262669002437,1.0,0.6720960995846347
2,1,9,5.806149209381087,5.83293287725506,11.08702068802691,10.502185184745603,0.9954081988533738,0.5528515358703162
2,2,9,5.83293287725506,5.83293287725506,11.08702068802691,10.502185184745603,1.0,0.5554018306330554
2,3,9,5.83293287725506,5.83293287725506,11.08702068802691,10.502185184745603,1.0,0.5554018306330554
2,1,10,6.176386740565944,6.176386740565944,8.861119553355772,8.635051523675621,1.0,0.7152692399844401
2,2,10,6.176386740565944,6.176386740565944,8.861119553355772,8.635051523675621,1.0,0.7152692399844401
2,3,10,6.176386740565944,6.176386740565944,8.861119553355772,8.635051523675621,1.0,0.7152692399844401
2,1,11,4.282931485727458,4.282931485727458,7.814480551908721,7.679645698961526,1.0,0.5576990988407986
2,2,11,4.282931485727458,4.282931485727458,7.814480551908721,7.679645698961526,1.0,0.5576990988407986
2,3,11,4.282931485727458,4.282931485727458,7.814480551908721,7.679645698961526,1.0,0.5576990988407986
3,1,0,7.01522660169797,7.430377563960678,8.360876251516316,8.360876251516318,0.9441278779323002,0.839053992746956
3,2,0,7.430377563960678,7.430377563960678,8.360876251516316,8.360876251516318,1.0,0.8887079942862585
3,3,0,7.430377563960678,7.430377563960678,8.360876251516316,8.360876251516318,1.0,0.8887079942862585
3,1,1,6.77952593032268,7.169035572764406,8.385388884636043,8.385388884636043,0.9456677765805074,0.8084927274803351
3,2,1,7.169035572764406,7.169035572764406,8.385388884636043,8.385388884636043,1.0,0.8549437207259074
3,3,1,7.169035572764406,7.169035572764406,8.385388884636043,8.385388884636043,1.0,0.8549437207259074
3,1,2,3.9519301315236466,4.239424007982124,4.9774452621563805,4.977445262156383,0.9321856280671208,0.7939675723950701
3,2,2,4.239424007982124,4.239424007982124,4.9774452621563805,4.977445262156383,1.0,0.8517268969715348
3,3,2,4.239424007982124,4.239424007982124,4.9774452621563805,4.977445262156383,1.0,0.8517268969715348
3,1,3,5.752905776416202,6.107467517274586,7.153682634793522,7.153682634793523,0.9419461929424056,0.8041880063892781
3,2,3,6.107467517274586,6.107467517274586,7.153682634793522,7.153682634793523,1.0,0.8537515331711196
3,3,3,6.107467517274586,6.107467517274586,7.153682634793522,7.153682634793523,1.0,0.8537515331711196
3,1,4,5.640589006867494,5.942731164301351,6.939153097890173,6.939153097890176,0.9491576938144437,0.8128641820256848
3,2,4,5.942731164301351,5.942731164301351,6.939153097890173,6.939153097890176,1.0,0.8564058294243742
3,3,4,5.942731164301351,5.942731164301351,6.939153097890173,6.939153097890176,1.0,0.8564058294243742
3,1,5,3.9221318343149507,4.2440155520423195,5.197392449964226,5.197392449964226,0.9241558581064881,0.7546345349275957
3,2,5,4.2440155520423195,4.2440155520423195,5.197392449964226,5.197392449964226,1.0,0.8165663056811366
3,3,5,4.2440155520423195,4.2440155520423195,5.197392449964226,5.197392449964226,1.0,0.8165663056811366
3,1,6,7.566490046040325,7.960215860621571,9.280084996591388,9.280084996591388,0.9505382992779166,0.8153470629654284
3,2,6,7.960215860621571,7.960215860621571,9.280084996591388,9.280084996591388,1.0,0.8577740250811701
3,3,6,7.960215860621571,7.960215860621571,9.280084996591388,9.280084996591388,1.0,0.8577740250811701
3,1,7,5.935546004834494,6.306765249120139,7.212873789122791,7.212873789122795,0.9411395177048275,0.8229100048562412
3,2,7,6.306765249120139,6.306765249120139,7.212873789122791,7.212873789122795,1.0,0.8743762103020447
3,3,7,6.306765249120139,6.306765249120139,7.212873789122791,7.212873789122795,1.0,0.8743762103020447
3,1,8,6.25957584264439,6.684071629538799,7.8476798783083455,7.847679878308348,0.93649143659406,0.797633942733366
3,2,8,6.684071629538799,6.684071629538799,7.8476798783083455,7.847679878308348,1.0,0.8517258263826663
3,3,8,6.684071629538799,6.684071629538799,7.8476798783083455,7.847679878308348,1.0,0.8517258263826663
3,1,9,7.859528615124985,8.652745996011213,11.08702068802691,11.08702068802691,0.9083276706317406,0.708894556642493
3,2,9,8.652745996011213,8.652745996011213,11.08702068802691,11.08702068802691,1.0,0.7804392396737819
3,3,9,8.652745996011213,8.652745996011213,11.08702068802691,11.08702068802691,1.0,0.7804392396737819
3,1,10,7.279131492619438,7.65307870250549,8.861119553355772,8.861119553355774,0.9511376761663737,0.8214686021094
3,2,10,7.65307870250549,7.65307870250549,8.861119553355772,8.861119553355774,1.0,0.8636695009500476
3,3,10,7.65307870250549,7.65307870250549,8.861119553355772,8.861119553355774,1.0,0.8636695009500476
3,1,11,5.833739880921653,6.486530972327571,7.814480551908721,7.814480551908725,0.8993620636067547,0.7465294515956962
3,2,11,6.486530972327571,6.486530972327571,7.814480551908721,7.814480551908725,1.0,0.8300655340095772
3,3,11,6.486530972327571,6.486530972327571,7.814480551908721,7.814480551908725,1.0,0.8300655340095772
