B,instance,seed,opt,myopic,lookahead_legacy,lookahead_exact
3,19,20260735,8.772029958351688,7.974394703278416,8.391501137769414,8.772029958351688
3,20,20260736,10.764777558485301,9.800057250272628,10.166896797929027,10.764777558485298
3,21,20260737,9.034084912711972,8.338394186660489,8.48038074813591,8.866374795402443
3,22,20260738,12.83308776229834,12.053621059243733,12.453997848940183,12.634124933814752
3,23,20260739,7.4148004212645695,6.8531619542910285,6.962936836686909,7.184304443498845
3,24,20260740,9.273408371962814,8.393206495934447,8.778533325151065,9.078216487650428
3,25,20260741,14.959019503946383,14.186563366930164,14.394725925884432,14.867209217452046
3,26,20260742,13.246394923243834,11.65892974027511,12.774656130523251,13.100753146221551
3,27,20260743,9.373577553273371,7.944336563590351,9.061154494046548,9.320211124694994
3,28,20260744,9.469042072553197,8.651134148791813,8.821913875651886,9.42911005415539
3,29,20260745,9.09414623789397,8.3268601953356,8.514977986297172,9.094146237893971
4,0,20260716,14.318482566081272,12.879465002025139,13.407955368808235,14.172011306878899
4,1,20260717,12.673792901358059,11.562479536734472,11.82769838397872,12.552501329231212
4,2,20260718,16.402512035774283,15.057270983467562,15.383488396885715,16.29133837141815
4,3,20260719,9.563788640762066,8.583714835315005,8.866104459662932,9.448152648565111
4,4,20260720,7.588677519391638,6.3351506679093115,7.063397279802404,7.509686148888522
4,5,20260721,11.21961183732856,9.735115080507859,10.182676735207409,11.150825622720083
4,6,20260722,15.072359994218635,13.807956260166064,14.49192808400981,15.068584697344338
4,7,20260723,15.441276565393535,14.032558704668133,14.288736748980211,15.359739032411081
4,8,20260724,9.999240402255305,8.393332921649503,8.823709392443146,9.96392967635106
4,9,20260725,8.928206266840336,7.99908512066822,8.386284951886108,8.820504114956151
4,10,20260726,13.856884348666068,12.690503740978672,13.11999859378966,13.836241914769559
4,11,20260727,9.838822722530905,9.121057643260395,9.380753860232078,9.788668481187923
4,12,20260728,12.800542589900763,10.515692067512944,11.07464420506949,12.463379609559968
4,13,20260729,11.853169521537259,10.37816403314451,11.034721161190546,11.773855277966547
4,14,20260730,11.13883394319282,9.845043466986573,10.404394794980066,11.048652647390696
4,15,20260731,13.226309776355818,12.311413125001142,12.810095118828148,13.124234633265635
4,16,20260732,11.234709817717395,10.581482822172307,10.43186968370608,11.140909827742105
4,17,20260733,10.183977627047227,8.88807925697134,9.631070546604203,10.164475780604562
4,18,20260734,12.93172520950928,11.766516013101427,12.152436058611114,12.761365620840603
4,19,20260735,10.537493997200192,9.11394087744378,9.5994622121669,10.434088411508506
4,20,20260736,12.59882752050588,11.089347710950205,11.80471596712452,12.489126688009401
4,21,20260737,10.910898783030605,9.490285160128753,9.879083516280021,10.784310518851473
4,22,20260738,14.375386060341647,12.948342875002757,13.567407052370111,14.1544758553693
4,23,20260739,9.18876443559099,7.896270315027376,8.203077733293362,9.019104000792183
4,24,20260740,10.509191557608323,8.944231551533138,9.816337109610581,10.41542285869604
4,25,20260741,16.68608444595763,14.925994823295001,15.981943093070482,16.650046062688062
4,26,20260742,14.623463040707326,12.326980906358393,13.327109607897272,14.590020556318807
4,27,20260743,10.903539821527346,8.864620489203602,9.890939223745239,10.853688444653184
4,28,20260744,11.163302362903769,9.788865511756477,10.38861304355887,11.08166408005744
4,29,20260745,11.079155749732644,9.740901943590037,9.966669567325408,11.013801429294249
