instance,n,B,G,avg_health,avg_utility,algorithm,value
12,3,2,3,0.7251871955767516,0.381678469681839,Static Non-Overlapping,0.8262117905128701
12,3,2,3,0.7251871955767516,0.381678469681839,Static Overlapping,0.8348545281055804
12,3,2,3,0.7251871955767516,0.381678469681839,Classical Dynamic Optimal,0.8606877492372269
12,3,2,3,0.7251871955767516,0.381678469681839,Augmented Greedy Dynamic,0.8614993216887686
12,3,2,3,0.7251871955767516,0.381678469681839,Augmented Counting Greedy,0.8614993216887686
12,3,2,3,0.7251871955767516,0.381678469681839,Augmented Dynamic Optimal,0.8614993216887687
12,3,2,3,0.7251871955767516,0.381678469681839,Upper Bound,0.8963817700977088
13,3,2,3,0.7195764895291573,0.4120902822264903,Non-Pooled,0.7426603338105217
13,3,2,3,0.7195764895291573,0.4120902822264903,Static Non-Overlapping,0.7426603338105217
13,3,2,3,0.7195764895291573,0.4120902822264903,Static Overlapping,0.7426603338105215
13,3,2,3,0.7195764895291573,0.4120902822264903,Classical Dynamic Optimal,0.749120731652418
13,3,2,3,0.7195764895291573,0.4120902822264903,Augmented Greedy Dynamic,0.7426603338105214
13,3,2,3,0.7195764895291573,0.4120902822264903,Augmented Counting Greedy,0.7426603338105214
13,3,2,3,0.7195764895291573,0.4120902822264903,Augmented Dynamic Optimal,0.7495945784444599
13,3,2,3,0.7195764895291573,0.4120902822264903,Upper Bound,0.776884576104267
14,3,2,3,0.5600828160146106,0.42484043059222126,Non-Pooled,0.6057886761410438
14,3,2,3,0.5600828160146106,0.42484043059222126,Static Non-Overlapping,0.6057886761410438
14,3,2,3,0.5600828160146106,0.42484043059222126,Static Overlapping,0.6057886761410438
14,3,2,3,0.5600828160146106,0.42484043059222126,Classical Dynamic Optimal,0.6057886761410438
14,3,2,3,0.5600828160146106,0.42484043059222126,Augmented Greedy Dynamic,0.5962550158986352
14,3,2,3,0.5600828160146106,0.42484043059222126,Augmented Counting Greedy,0.5962550158986352
14,3,2,3,0.5600828160146106,0.42484043059222126,Augmented Dynamic Optimal,0.6057886761410438
14,3,2,3,0.5600828160146106,0.42484043059222126,Upper Bound,0.644942858940435
15,3,2,3,0.08431417441358231,0.33813782097946415,Non-Pooled,0.06292209989206832
15,3,2,3,0.08431417441358231,0.33813782097946415,Static Non-Overlapping,0.06292209989206832
15,3,2,3,0.08431417441358231,0.33813782097946415,Static Overlapping,0.06292209989206832
15,3,2,3,0.08431417441358231,0.33813782097946415,Classical Dynamic Optimal,0.06292209989206832
15,3,2,3,0.08431417441358231,0.33813782097946415,Augmented Greedy Dynamic,0.06292209989206832
15,3,2,3,0.08431417441358231,0.33813782097946415,Augmented Counting Greedy,0.06292209989206832
15,3,2,3,0.08431417441358231,0.33813782097946415,Augmented Dynamic Optimal,0.06292209989206832
15,3,2,3,0.08431417441358231,0.33813782097946415,Upper Bound,0.07476534145200082
16,3,2,3,0.3906360904938538,0.5885028712605395,Non-Pooled,0.5325665183468433
16,3,2,3,0.3906360904938538,0.5885028712605395,Static Non-Overlapping,0.5325665183468433
16,3,2,3,0.3906360904938538,0.5885028712605395,Static Overlapping,0.5325665183468434
16,3,2,3,0.3906360904938538,0.5885028712605395,Classical Dynamic Optimal,0.5325665183468434
16,3,2,3,0.3906360904938538,0.5885028712605395,Augmented Greedy Dynamic,0.5325665183468434
16,3,2,3,0.3906360904938538,0.5885028712605395,Augmented Counting Greedy,0.5325665183468434
16,3,2,3,0.3906360904938538,0.5885028712605395,Augmented Dynamic Optimal,0.5325665183468434
16,3,2,3,0.3906360904938538,0.5885028712605395,Upper Bound,0.6329191579335984
17,3,2,3,0.24073283002619575,0.11734640007297159,Non-Pooled,0.11768277466135457
17,3,2,3,0.24073283002619575,0.11734640007297159,Static Non-Overlapping,0.11768277466135457
17,3,2,3,0.24073283002619575,0.11734640007297159,Static Overlapping,0.11768277466135457
17,3,2,3,0.24073283002619575,0.11734640007297159,Classical Dynamic Optimal,0.11768277466135456
17,3,2,3,0.24073283002619575,0.11734640007297159,Augmented Greedy Dynamic,0.11768277466135456
17,3,2,3,0.24073283002619575,0.11734640007297159,Augmented Counting Greedy,0.11768277466135456
17,3,2,3,0.24073283002619575,0.11734640007297159,Augmented Dynamic Optimal,0.11768277466135456
17,3,2,3,0.24073283002619575,0.11734640007297159,Upper Bound,0.1181615587615538
18,3,2,3,0.13558061314316114,0.5312942141277371,Non-Pooled,0.12327305415894135
18,3,2,3,0.13558061314316114,0.5312942141277371,Static Non-Overlapping,0.12327305415894135
18,3,2,3,0.13558061314316114,0.5312942141277371,Static Overlapping,0.12327305415894135
18,3,2,3,0.13558061314316114,0.5312942141277371,Classical Dynamic Optimal,0.12327305415894135
18,3,2,3,0.13558061314316114,0.5312942141277371,Augmented Greedy Dynamic,0.12327305415894135
18,3,2,3,0.13558061314316114,0.5312942141277371,Augmented Counting Greedy,0.12327305415894141
18,3,2,3,0.13558061314316114,0.5312942141277371,Augmented Dynamic Optimal,0.12327305415894135
18,3,2,3,0.13558061314316114,0.5312942141277371,Upper Bound,0.16748318890087477
19,3,2,3,0.5433656642779736,0.6757442470258702,Non-Pooled,1.0435143610276143
19,3,2,3,0.5433656642779736,0.6757442470258702,Static Non-Overlapping,1.0435143610276143
19,3,2,3,0.5433656642779736,0.6757442470258702,Static Overlapping,1.0435143610276143
19,3,2,3,0.5433656642779736,0.6757442470258702,Classical Dynamic Optimal,1.0435143610276145
19,3,2,3,0.5433656642779736,0.6757442470258702,Augmented Greedy Dynamic,0.977484312100798
19,3,2,3,0.5433656642779736,0.6757442470258702,Augmented Counting Greedy,0.977484312100798
19,3,2,3,0.5433656642779736,0.6757442470258702,Augmented Dynamic Optimal,1.0435143610276145
19,3,2,3,0.5433656642779736,0.6757442470258702,Upper Bound,1.0573640850429455
20,3,2,3,0.5775829845627323,0.46658831082414604,Non-Pooled,0.6957301769286568
20,3,2,3,0.5775829845627323,0.46658831082414604,Static Non-Overlapping,0.6957301769286568
20,3,2,3,0.5775829845627323,0.46658831082414604,Static Overlapping,0.6957301769286567
20,3,2,3,0.5775829845627323,0.46658831082414604,Classical Dynamic Optimal,0.6957301769286567
20,3,2,3,0.5775829845627323,0.46658831082414604,Augmented Greedy Dynamic,0.6635086065464673
20,3,2,3,0.5775829845627323,0.46658831082414604,Augmented Counting Greedy,0.6635086065464673
20,3,2,3,0.5775829845627323,0.46658831082414604,Augmented Dynamic Optimal,0.6957301769286567
20,3,2,3,0.5775829845627323,0.46658831082414604,Upper Bound,0.7081504007059393
21,3,2,3,0.46924747203348893,0.4853983431592874,Non-Pooled,0.9313922444069526
21,3,2,3,0.46924747203348893,0.4853983431592874,Static Non-Overlapping,0.9313922444069526
21,3,2,3,0.46924747203348893,0.4853983431592874,Static Overlapping,0.9313922444069526
21,3,2,3,0.46924747203348893,0.4853983431592874,Classical Dynamic Optimal,0.9313922444069526
21,3,2,3,0.46924747203348893,0.4853983431592874,Augmented Greedy Dynamic,0.9313922444069527
21,3,2,3,0.46924747203348893,0.4853983431592874,Augmented Counting Greedy,0.9313922444069525
21,3,2,3,0.46924747203348893,0.4853983431592874,Augmented Dynamic Optimal,0.9330277173462496
21,3,2,3,0.46924747203348893,0.4853983431592874,Upper Bound,0.9646640654146699
22,3,2,3,0.6758366554157559,0.4668090801519811,Non-Pooled,0.8869860101080423
22,3,2,3,0.6758366554157559,0.4668090801519811,Static Non-Overlapping,0.8869860101080423
22,3,2,3,0.6758366554157559,0.4668090801519811,Static Overlapping,0.8869860101080425
22,3,2,3,0.6758366554157559,0.4668090801519811,Classical Dynamic Optimal,0.8931788030378229
22,3,2,3,0.6758366554157559,0.4668090801519811,Augmented Greedy Dynamic,0.8869860101080423
22,3,2,3,0.6758366554157559,0.4668090801519811,Augmented Counting Greedy,0.8869860101080423
22,3,2,3,0.6758366554157559,0.4668090801519811,Augmented Dynamic Optimal,0.9012109833876759
22,3,2,3,0.6758366554157559,0.4668090801519811,Upper Bound,1.0001909216757223
23,3,2,3,0.44657970818560955,0.46903179534172706,Non-Pooled,0.7688410438522681
23,3,2,3,0.44657970818560955,0.46903179534172706,Static Non-Overlapping,0.7688410438522681
23,3,2,3,0.44657970818560955,0.46903179534172706,Static Overlapping,0.7688410438522681
23,3,2,3,0.44657970818560955,0.46903179534172706,Classical Dynamic Optimal,0.7788240393272463
23,3,2,3,0.44657970818560955,0.46903179534172706,Augmented Greedy Dynamic,0.7688410438522681
23,3,2,3,0.44657970818560955,0.46903179534172706,Augmented Counting Greedy,0.7688410438522681
23,3,2,3,0.44657970818560955,0.46903179534172706,Augmented Dynamic Optimal,0.7792434818185286
23,3,2,3,0.44657970818560955,0.46903179534172706,Upper Bound,0.8084491524895456
24,3,2,3,0.2241162550887004,0.21184649655605292,Non-Pooled,0.17306668658934687
24,3,2,3,0.2241162550887004,0.21184649655605292,Static Non-Overlapping,0.17306668658934687
24,3,2,3,0.2241162550887004,0.21184649655605292,Static Overlapping,0.1730666865893469
24,3,2,3,0.2241162550887004,0.21184649655605292,Classical Dynamic Optimal,0.1730666865893469
24,3,2,3,0.2241162550887004,0.21184649655605292,Augmented Greedy Dynamic,0.17306668658934687
24,3,2,3,0.2241162550887004,0.21184649655605292,Augmented Counting Greedy,0.17306668658934687
24,3,2,3,0.2241162550887004,0.21184649655605292,Augmented Dynamic Optimal,0.1730666865893469
24,3,2,3,0.2241162550887004,0.21184649655605292,Upper Bound,0.17642207254802458
25,3,2,3,0.12892041159934284,0.4771668259340622,Non-Pooled,0.13311113749378053
25,3,2,3,0.12892041159934284,0.4771668259340622,Static Non-Overlapping,0.13311113749378053
25,3,2,3,0.12892041159934284,0.4771668259340622,Static Overlapping,0.13311113749378053
25,3,2,3,0.12892041159934284,0.4771668259340622,Classical Dynamic Optimal,0.13311113749378053
25,3,2,3,0.12892041159934284,0.4771668259340622,Augmented Greedy Dynamic,0.13311113749378053
25,3,2,3,0.12892041159934284,0.4771668259340622,Augmented Counting Greedy,0.13311113749378053
25,3,2,3,0.12892041159934284,0.4771668259340622,Augmented Dynamic Optimal,0.13311113749378053
25,3,2,3,0.12892041159934284,0.4771668259340622,Upper Bound,0.16852838605838008
26,3,2,3,0.3871395373594395,0.35623190613192984,Non-Pooled,0.38261920156631846
26,3,2,3,0.3871395373594395,0.35623190613192984,Static Non-Overlapping,0.38261920156631846
26,3,2,3,0.3871395373594395,0.35623190613192984,Static Overlapping,0.3826192015663184
26,3,2,3,0.3871395373594395,0.35623190613192984,Classical Dynamic Optimal,0.38261920156631846
26,3,2,3,0.3871395373594395,0.35623190613192984,Augmented Greedy Dynamic,0.3249291091561783
26,3,2,3,0.3871395373594395,0.35623190613192984,Augmented Counting Greedy,0.3249291091561783
26,3,2,3,0.3871395373594395,0.35623190613192984,Augmented Dynamic Optimal,0.38261920156631846
26,3,2,3,0.3871395373594395,0.35623190613192984,Upper Bound,0.41921887482101483
27,3,2,3,0.3341279756440802,0.40125621861910193,Non-Pooled,0.30982589320281495
27,3,2,3,0.3341279756440802,0.40125621861910193,Static Non-Overlapping,0.30982589320281495
27,3,2,3,0.3341279756440802,0.40125621861910193,Static Overlapping,0.30982589320281495
27,3,2,3,0.3341279756440802,0.40125621861910193,Classical Dynamic Optimal,0.30982589320281495
27,3,2,3,0.3341279756440802,0.40125621861910193,Augmented Greedy Dynamic,0.30982589320281495
27,3,2,3,0.3341279756440802,0.40125621861910193,Augmented Counting Greedy,0.3098258932028149
27,3,2,3,0.3341279756440802,0.40125621861910193,Augmented Dynamic Optimal,0.30982589320281495
27,3,2,3,0.3341279756440802,0.40125621861910193,Upper Bound,0.3708993188241727
28,3,2,3,0.3796379933865448,0.3638812112679724,Non-Pooled,0.3226460362699066
28,3,2,3,0.3796379933865448,0.3638812112679724,Static Non-Overlapping,0.3226460362699066
28,3,2,3,0.3796379933865448,0.3638812112679724,Static Overlapping,0.3226460362699066
28,3,2,3,0.3796379933865448,0.3638812112679724,Classical Dynamic Optimal,0.3226460362699066
28,3,2,3,0.3796379933865448,0.3638812112679724,Augmented Greedy Dynamic,0.3226460362699066
28,3,2,3,0.3796379933865448,0.3638812112679724,Augmented Counting Greedy,0.3226460362699066
28,3,2,3,0.3796379933865448,0.3638812112679724,Augmented Dynamic Optimal,0.3226460362699066
28,3,2,3,0.3796379933865448,0.3638812112679724,Upper Bound,0.3593814774879764
29,3,2,3,0.21979050322869884,0.5331936744403812,Non-Pooled,0.3544029476308077
29,3,2,3,0.21979050322869884,0.5331936744403812,Static Non-Overlapping,0.3544029476308077
29,3,2,3,0.21979050322869884,0.5331936744403812,Static Overlapping,0.3544029476308077
29,3,2,3,0.21979050322869884,0.5331936744403812,Classical Dynamic Optimal,0.3544029476308077
29,3,2,3,0.21979050322869884,0.5331936744403812,Augmented Greedy Dynamic,0.3544029476308077
29,3,2,3,0.21979050322869884,0.5331936744403812,Augmented Counting Greedy,0.3544029476308077
29,3,2,3,0.21979050322869884,0.5331936744403812,Augmented Dynamic Optimal,0.3544029476308077
29,3,2,3,0.21979050322869884,0.5331936744403812,Upper Bound,0.39503185870326063
30,3,2,3,0.3953013080360601,0.44464322924816524,Non-Pooled,0.4565371018507079
30,3,2,3,0.3953013080360601,0.44464322924816524,Static Non-Overlapping,0.4565371018507079
30,3,2,3,0.3953013080360601,0.44464322924816524,Static Overlapping,0.45653710185070795
30,3,2,3,0.3953013080360601,0.44464322924816524,Classical Dynamic Optimal,0.45653710185070795
30,3,2,3,0.3953013080360601,0.44464322924816524,Augmented Greedy Dynamic,0.45653710185070795
30,3,2,3,0.3953013080360601,0.44464322924816524,Augmented Counting Greedy,0.45653710185070795
30,3,2,3,0.3953013080360601,0.44464322924816524,Augmented Dynamic Optimal,0.45653710185070795
30,3,2,3,0.3953013080360601,0.44464322924816524,Upper Bound,0.48292439018804817
31,3,2,3,0.6637298370903504,0.15790476760226888,Non-Pooled,0.3902735292904855
31,3,2,3,0.6637298370903504,0.15790476760226888,Static Non-Overlapping,0.3902735292904855
31,3,2,3,0.6637298370903504,0.15790476760226888,Static Overlapping,0.3902735292904854
31,3,2,3,0.6637298370903504,0.15790476760226888,Classical Dynamic Optimal,0.40480919582392616
31,3,2,3,0.6637298370903504,0.15790476760226888,Augmented Greedy Dynamic,0.3902735292904855
31,3,2,3,0.6637298370903504,0.15790476760226888,Augmented Counting Greedy,0.3902735292904855
31,3,2,3,0.6637298370903504,0.15790476760226888,Augmented Dynamic Optimal,0.40489844521644713
31,3,2,3,0.6637298370903504,0.15790476760226888,Upper Bound,0.41480735666946844
32,3,2,3,0.20807229364223126,0.44296026399524413,Non-Pooled,0.2608730490249583
32,3,2,3,0.20807229364223126,0.44296026399524413,Static Non-Overlapping,0.2608730490249583
32,3,2,3,0.20807229364223126,0.44296026399524413,Static Overlapping,0.2608730490249583
32,3,2,3,0.20807229364223126,0.44296026399524413,Classical Dynamic Optimal,0.26087304902495834
32,3,2,3,0.20807229364223126,0.44296026399524413,Augmented Greedy Dynamic,0.2608730490249583
32,3,2,3,0.20807229364223126,0.44296026399524413,Augmented Counting Greedy,0.2608730490249583
32,3,2,3,0.20807229364223126,0.44296026399524413,Augmented Dynamic Optimal,0.26087304902495834
32,3,2,3,0.20807229364223126,0.44296026399524413,Upper Bound,0.26658827760328435
33,3,2,3,0.763024019453134,0.6737131152037614,Non-Pooled,1.0282294495728546
33,3,2,3,0.763024019453134,0.6737131152037614,Static Non-Overlapping,1.3421043554282353
33,3,2,3,0.763024019453134,0.6737131152037614,Static Overlapping,1.3453085969363872
33,3,2,3,0.763024019453134,0.6737131152037614,Classical Dynamic Optimal,1.3453085969363872
33,3,2,3,0.763024019453134,0.6737131152037614,Augmented Greedy Dynamic,1.246468380349178
33,3,2,3,0.763024019453134,0.6737131152037614,Augmented Counting Greedy,1.246468380349178
33,3,2,3,0.763024019453134,0.6737131152037614,Augmented Dynamic Optimal,1.3707577853674104
33,3,2,3,0.763024019453134,0.6737131152037614,Upper Bound,1.5177054706739221
34,3,2,3,0.5057857726142055,0.6097008575860483,Non-Pooled,0.8173993769746388
34,3,2,3,0.5057857726142055,0.6097008575860483,Static Non-Overlapping,0.8173993769746388
34,3,2,3,0.5057857726142055,0.6097008575860483,Static Overlapping,0.8173993769746386
34,3,2,3,0.5057857726142055,0.6097008575860483,Classical Dynamic Optimal,0.8173993769746386
34,3,2,3,0.5057857726142055,0.6097008575860483,Augmented Greedy Dynamic,0.7442260969373761
34,3,2,3,0.5057857726142055,0.6097008575860483,Augmented Counting Greedy,0.7442260969373761
34,3,2,3,0.5057857726142055,0.6097008575860483,Augmented Dynamic Optimal,0.8173993769746386
34,3,2,3,0.5057857726142055,0.6097008575860483,Upper Bound,0.8213415518084969
35,3,2,3,0.6188149785025204,0.4912391928836361,Non-Pooled,0.8177023827022106
35,3,2,3,0.6188149785025204,0.4912391928836361,Static Non-Overlapping,0.8247062772582233
35,3,2,3,0.6188149785025204,0.4912391928836361,Static Overlapping,0.8247062772582233
35,3,2,3,0.6188149785025204,0.4912391928836361,Classical Dynamic Optimal,0.8433025782349036
35,3,2,3,0.6188149785025204,0.4912391928836361,Augmented Greedy Dynamic,0.8247062772582232
35,3,2,3,0.6188149785025204,0.4912391928836361,Augmented Counting Greedy,0.8247062772582232
35,3,2,3,0.6188149785025204,0.4912391928836361,Augmented Dynamic Optimal,0.8504525517365025
35,3,2,3,0.6188149785025204,0.4912391928836361,Upper Bound,0.8952085986950028
36,3,2,3,0.29201779202797257,0.5909993303282716,Non-Pooled,0.42095445036689183
36,3,2,3,0.29201779202797257,0.5909993303282716,Static Non-Overlapping,0.42095445036689183
36,3,2,3,0.29201779202797257,0.5909993303282716,Static Overlapping,0.42095445036689194
36,3,2,3,0.29201779202797257,0.5909993303282716,Classical Dynamic Optimal,0.4209544503668919
36,3,2,3,0.29201779202797257,0.5909993303282716,Augmented Greedy Dynamic,0.42095445036689183
36,3,2,3,0.29201779202797257,0.5909993303282716,Augmented Counting Greedy,0.4209544503668919
36,3,2,3,0.29201779202797257,0.5909993303282716,Augmented Dynamic Optimal,0.4209544503668919
36,3,2,3,0.29201779202797257,0.5909993303282716,Upper Bound,0.4844806920276814
37,3,2,3,0.6376747711765663,0.5128321262668557,Non-Pooled,1.1307646231918551
37,3,2,3,0.6376747711765663,0.5128321262668557,Static Non-Overlapping,1.1307646231918551
37,3,2,3,0.6376747711765663,0.5128321262668557,Static Overlapping,1.130764623191855
37,3,2,3,0.6376747711765663,0.5128321262668557,Classical Dynamic Optimal,1.1463715257370877
37,3,2,3,0.6376747711765663,0.5128321262668557,Augmented Greedy Dynamic,1.1474486125049175
37,3,2,3,0.6376747711765663,0.5128321262668557,Augmented Counting Greedy,1.1474486125049175
37,3,2,3,0.6376747711765663,0.5128321262668557,Augmented Dynamic Optimal,1.1474486125049175
37,3,2,3,0.6376747711765663,0.5128321262668557,Upper Bound,1.1875439606285554
