N,B,G,instance,U_single,U_s_NO,U_s_O,U_D,U_D_A,U_max
3,2,3,55,1.250700710550875,1.250700710550875,1.2507007105508752,1.2507007105508752,1.2507007105508752,1.4712752965394567
3,2,3,56,3.5747185819269696,3.5747185819269696,3.5747185819269696,3.5747185819269696,3.580642400844321,4.139494207649374
3,2,3,57,0.8192607212609125,0.8192607212609125,0.8192607212609126,0.8192607212609126,0.8192607212609126,1.1032512480229428
3,2,3,58,4.2006266373926735,4.2006266373926735,4.2006266373926735,4.250579838328063,4.253089347655523,4.371278548020454
3,2,3,59,3.073418559317491,3.073418559317491,3.073418559317491,3.1209695640116735,3.1419827464976424,3.3677511125575004
3,2,3,60,2.9664112766589126,2.9664112766589126,2.9664112766589126,2.966411276658912,2.970289370849706,3.0833048833587697
3,2,3,61,2.576366909582896,3.0649846206838642,3.0649846206838642,3.06781716931708,3.139006147069877,3.411347776603308
3,2,3,62,3.8312577056517187,3.8312577056517187,3.831257705651719,3.8312577056517187,3.8312577056517187,3.932333069125244
3,2,3,63,0.9729611000171704,0.9729611000171704,0.9729611000171706,0.9729611000171705,0.9729611000171705,1.0888263985661615
3,2,3,64,0.54497966606963,0.54497966606963,0.54497966606963,0.54497966606963,0.54497966606963,0.5687736331386671
3,2,3,65,1.2411273450055513,1.2411273450055513,1.2411273450055513,1.2411273450055513,1.2411273450055513,1.4676654592809144
3,2,3,66,1.6250986640025709,1.7331293703471993,1.7377590621534948,1.823931852277155,1.8361963161035808,2.050349645731629
3,2,3,67,1.4507687455283294,1.4507687455283294,1.4507687455283298,1.4507687455283294,1.4507687455283294,1.5323168442988344
3,2,3,68,2.645861920824425,2.645861920824425,2.645861920824425,2.6458619208244256,2.6458619208244256,2.985828738075796
3,2,3,69,2.276198015456995,2.276198015456995,2.276198015456995,2.276198015456995,2.276198015456995,2.2950483282587353
3,2,3,70,2.590748680124681,2.590748680124681,2.590748680124682,2.5907486801246815,2.5907486801246815,2.6203480691024534
3,2,3,71,2.76979615498511,2.76979615498511,2.7697961549851096,2.76979615498511,2.792137526128586,3.410511620374064
3,2,3,72,2.5041966669660773,2.5041966669660773,2.504196666966078,2.5520410924100148,2.6007873178347167,2.8056824682324786
3,2,3,73,4.379570174065736,4.379570174065736,4.379570174065735,4.480105967569148,4.480309297437824,4.602844677568488
3,2,3,74,4.061635623058541,4.061635623058541,4.210135220002146,4.556922818062715,4.5821058687675835,5.049750109759542
3,2,3,75,1.9326601838553803,1.9326601838553803,1.9326601838553803,1.9326601838553803,1.9473997097136633,2.3886143453363737
3,2,3,76,1.6731383828254112,1.6731383828254112,1.673138382825411,1.6731383828254112,1.6731383828254112,1.9759299686310121
3,2,3,77,1.547599830408893,1.547599830408893,1.5475998304088927,1.547599830408893,1.547599830408893,1.726508818218344
3,2,3,78,3.3972883714742945,3.3972883714742945,3.5189307128291833,3.7126070920935117,3.712662319474469,3.849351158338596
3,2,3,79,2.81992916983086,2.81992916983086,2.81992916983086,2.81992916983086,2.81992916983086,3.2484115148757002
3,2,3,80,2.8857096111233727,2.8857096111233727,2.8857096111233727,2.8959312392312384,2.9259091872138323,3.18216713363861
3,2,3,81,2.3149569166345403,2.3149569166345403,2.3149569166345403,2.436645635210003,2.4526890672380635,2.6820160608687442
3,2,3,82,1.576229401276135,1.576229401276135,1.5762294012761349,1.6250136309021959,1.6671858578434124,1.9034337307189682
3,2,3,83,1.471984036878049,1.471984036878049,1.471984036878049,1.471984036878049,1.471984036878049,1.5041119913143461
3,2,3,84,1.4646797337886124,1.4646797337886124,1.4646797337886124,1.4646797337886124,1.4646797337886124,1.7463338182896238
3,2,3,85,2.3328523526121523,2.3328523526121523,2.3328523526121523,2.4161240954540775,2.4170300175458204,2.5818878759936794
3,2,3,86,1.3061555678497276,1.3061555678497276,1.3061555678497276,1.3061555678497276,1.3061555678497276,1.4322574410111084
3,2,3,87,5.23590688576076,5.23590688576076,5.235906885760759,5.23590688576076,5.23590688576076,5.400966856849879
3,2,3,88,1.363524219262273,1.363524219262273,1.363524219262273,1.363524219262273,1.363524219262273,1.387739313129377
3,2,3,89,0.8526950517730042,0.8526950517730042,0.8526950517730043,0.8526950517730042,0.8526950517730042,1.068654459090968
3,2,3,90,1.8445301260046492,1.8445301260046492,1.8445301260046494,1.8445301260046492,1.8445301260046492,2.2600453966548626
3,2,3,91,3.067717221159934,3.067717221159934,3.0677172211599335,3.067717221159934,3.067717221159934,3.627844627895031
3,2,3,92,1.408575324499053,1.4507382657158558,1.4507382657158558,1.4515595314060463,1.5327060114570843,1.8684231019805968
3,2,3,93,3.266483712633729,3.8976693460892946,3.9327801710223573,3.9327801710223573,4.024794548480787,4.500413127771052
3,2,3,94,3.547948363250457,3.547948363250457,3.547948363250458,3.7301692261267023,3.808836825804234,4.462726082242627
3,2,3,95,2.1996227410088984,2.1996227410088984,2.1996227410088984,2.2138949431201054,2.2166782955917883,2.361436640238597
3,2,3,96,3.93293142481654,3.9616701900525455,4.129721601086775,4.398061195729559,4.399595072985186,4.672506049638383
3,2,3,97,0.7351091836888941,0.7351091836888941,0.7351091836888941,0.7351091836888941,0.7351091836888941,0.9352410127476264
3,2,3,98,3.933561729011422,4.915500751057687,5.234632784609018,5.234632784609018,5.259826789378323,5.626053800871512
3,2,3,99,4.102695358692543,4.511396620349852,4.511396620349853,4.511396620349852,4.533574745539856,4.975067561411382
3,2,3,100,1.8983221594439448,1.8983221594439448,1.8983221594439448,1.8983221594439448,1.8983221594439448,1.9913932968571766
3,2,3,101,2.8052041374358483,3.539121546679352,3.5543590449544276,3.5543590449544276,3.5944908289734476,3.7549195039472205
3,2,3,102,2.4156002538192944,2.4156002538192944,2.4156002538192944,2.4156002538192944,2.4156002538192944,2.6563202818155034
3,2,3,103,1.3103620664910554,1.3103620664910554,1.3103620664910554,1.3103620664910554,1.3103620664910554,1.4754511515789344
3,2,3,104,0.6981012515062356,0.6981012515062356,0.6981012515062356,0.6981012515062356,0.6981012515062356,0.9168682018953407
3,2,3,105,1.8974480883526206,1.8974480883526206,1.8974480883526206,1.8974480883526206,1.8974480883526206,2.2189903957834245
3,2,3,106,1.7736659224015092,1.9245788307838074,1.9245788307838074,1.9245788307838076,1.9935632671652037,2.555701381495006
3,2,3,107,1.3896158247105306,1.3896158247105306,1.3896158247105306,1.4195379802513697,1.453181973902817,1.782368330819599
3,2,3,108,2.1152403497442704,2.1152403497442704,2.11524034974427,2.11524034974427,2.11524034974427,2.2574660129300272
3,2,3,109,1.3099553215673296,1.3099553215673296,1.3099553215673296,1.3099553215673294,1.354572215588409,1.7178574603174774
3,2,3,110,0.848708667916767,0.848708667916767,0.848708667916767,0.848708667916767,0.848708667916767,1.076227782965543
3,2,3,111,3.6732546643704196,3.769310770346042,3.769310770346042,3.769310770346042,3.8093822334353833,4.932112911934308
3,2,3,112,3.504090584697069,3.819809906068492,4.223331436878686,4.223331436878686,4.231459629696106,4.663973103013413
3,2,3,113,4.161808509913182,4.161808509913182,4.161808509913182,4.161808509913182,4.161808509913182,4.270233495108078
3,2,3,114,1.8434367696116865,1.8434367696116865,1.8434367696116865,1.8434367696116865,1.8434367696116865,1.9470155758974534
3,2,3,115,2.0276344308976553,2.0276344308976553,2.027634430897655,2.0276344308976553,2.0276344308976553,2.296608216592533
3,2,3,116,3.3389927492206684,3.3389927492206684,3.3389927492206684,3.338992749220669,3.338992749220669,3.6940991972123527
3,2,3,117,2.6771784244397305,2.6771784244397305,2.6771784244397305,2.6771784244397305,2.6771784244397305,3.1828719208238088
3,2,3,118,1.9258252431871432,1.9258252431871432,1.9258252431871434,1.9258252431871432,1.9258252431871432,2.284865303912467
3,2,3,119,4.798320732767927,4.798320732767927,4.798320732767926,4.873774277942599,4.873864552139364,4.902195577213864
3,2,3,120,2.8538234930059865,2.9264694590019875,2.9275287056589785,2.9275287056589785,3.0802143424953625,3.9016372714376573
3,2,3,121,2.463753848500268,2.7391130051259136,2.7391130051259136,2.7574376049937395,2.8377927939916114,3.0849552441033157
3,2,3,122,2.601540233647177,2.601540233647177,2.601540233647177,2.6015402336471776,2.6015402336471776,3.2736201904535456
3,2,3,123,2.1956019992583062,2.1956019992583062,2.1956019992583062,2.1956019992583062,2.1956019992583062,2.741856736405128
3,2,3,124,5.060279465388531,5.519104547945859,5.519104547945859,5.519104547945859,5.519104547945859,5.940724724133478
3,2,3,125,4.595878200062298,4.595878200062298,4.595878200062298,4.638824721639238,4.680873805508932,5.3800642395354465
3,2,3,126,2.604830205727345,2.954585266851659,3.0699166914745315,3.0699166914745315,3.092843045661232,3.32183150245239
3,2,3,127,3.3179835316756194,3.3179835316756194,3.3179835316756194,3.4075993546872083,3.4187711297960504,3.609965045964588
3,2,3,128,1.7778570557885174,1.7778570557885174,1.7778570557885174,1.7778570557885174,1.7778570557885174,1.8337674409927769
3,2,3,129,1.6496654587974693,1.6496654587974693,1.6496654587974693,1.6496654587974693,1.6496654587974693,2.075601239171137
3,2,3,130,1.2224259801691941,1.2224259801691941,1.2224259801691941,1.2224259801691943,1.2224259801691943,1.3402987866329878
3,2,3,131,2.117209523636589,2.117209523636589,2.1206296637687365,2.1496812903464075,2.2527934112619437,2.744307487124556
3,2,3,132,3.3513149773870325,3.3513149773870325,3.351314977387032,3.3513149773870325,3.3513149773870325,3.3695606092563724
3,2,3,133,3.197082331203668,3.197082331203668,3.1998158208873297,3.2313125563177363,3.394231330110391,4.151937260943233
3,2,3,134,2.46283194596977,2.46283194596977,2.4628319459697705,2.4628319459697705,2.4628319459697705,2.4927381645693765
3,2,3,135,1.5811868988710556,1.5811868988710556,1.5811868988710558,1.5811868988710558,1.5811868988710558,1.7384162978949216
3,2,3,136,4.050671798321201,4.101760161331093,4.233425219098233,4.387179399869884,4.4208218465353575,4.946687307165683
3,2,3,137,3.7230527182698676,3.94198681422788,3.9419868142278807,4.058673182543593,4.140828447062449,4.941619132911177
3,2,3,138,5.086189301059486,5.086189301059486,5.086189301059486,5.122418411395124,5.12708369390267,5.3669758383784405
3,2,3,139,2.7410339731272617,2.7410339731272617,2.7410339731272617,2.7410339731272617,2.7410339731272617,2.8073655146817487
3,2,3,140,2.566538028037316,2.9654365293925036,3.007512821592688,3.007512821592688,3.039666194273904,3.300905556396676
3,2,3,141,0.9856716240411814,0.9856716240411814,0.9856716240411814,0.9856716240411815,0.9856716240411815,1.143286566105905
3,2,3,142,1.834764971436567,1.834764971436567,1.8347649714365668,1.834764971436567,1.834764971436567,1.9494124899484855
3,2,3,143,2.490650085202999,2.490650085202999,2.490650085202999,2.490650085202999,2.490650085202999,2.822381417325638
3,2,3,144,4.974915632871033,4.974915632871033,4.974915632871032,4.974915632871032,4.974915632871032,5.013004530678196
3,2,3,145,1.788696363762653,1.788696363762653,1.788696363762653,1.788696363762653,1.788696363762653,1.7891239468852016
3,2,3,146,3.608638759709925,3.608638759709925,3.608638759709925,3.608638759709925,3.7556130762981743,4.7241799508695195
3,2,3,147,1.43148932099809,1.43148932099809,1.43148932099809,1.43148932099809,1.43148932099809,1.4933788488666826
3,2,3,148,2.329992144278513,2.329992144278513,2.329992144278513,2.329992144278513,2.329992144278513,2.6145259554778075
3,2,3,149,1.5365119533812583,1.5365119533812583,1.5365119533812583,1.5365119533812583,1.5365119533812583,1.7760121813236014
3,2,3,150,3.4011443268316803,3.4011443268316803,3.4011443268316808,3.4011443268316803,3.4011443268316803,3.4309596000231033
3,2,3,151,2.545724075329772,2.545724075329772,2.545724075329772,2.5457240753297716,2.5457240753297716,2.888063688846643
3,2,3,152,1.6174249861732886,1.6174249861732886,1.6174249861732888,1.6174249861732886,1.6174249861732886,1.9947911135715772
3,2,3,153,1.9142249876716266,1.9142249876716266,1.9142249876716266,1.9142249876716269,1.9142249876716269,2.058879465982731
3,2,3,154,3.314764206126069,3.314764206126069,3.314764206126069,3.416900160760852,3.4242004816822784,3.6847419291220085
3,2,3,155,1.8022879806110113,1.8022879806110113,1.8502672311729298,1.9011851907782056,1.9243057137009734,2.2514489736083414
3,2,3,156,3.242667249147498,3.242667249147498,3.2426672491474986,3.2426672491474986,3.2426672491474986,3.444708069345185
3,2,3,157,1.057127212133337,1.057127212133337,1.057127212133337,1.057127212133337,1.057127212133337,1.1163933143232105
3,2,3,158,3.3754637235952454,3.3754637235952454,3.375463723595245,3.5357500819016696,3.5467953453746435,3.7760861249203455
3,2,3,159,2.7563153679825323,2.7563153679825323,2.7563153679825323,2.772533011600675,2.8206748364218477,3.1763030039763054
3,2,3,160,3.554371350607986,3.554371350607986,3.554371350607986,3.5543713506079855,3.5543713506079855,3.9674336281938247
3,2,3,161,2.995477909448918,3.0372901708673252,3.037290170867325,3.0372901708673252,3.1105547507703313,4.026795138345477
3,2,3,162,0.4583426945825335,0.4583426945825335,0.4583426945825335,0.4583426945825335,0.4583426945825335,0.4967934319173448
3,2,3,163,5.168370764534415,5.168370764534415,5.168370764534415,5.397056874466403,5.401633239778676,5.617281814335897
3,2,3,164,0.8784783495939864,0.8784783495939864,0.8784783495939864,0.8784783495939864,0.8784783495939864,0.9016503457152615
3,2,3,165,0.9441048534487906,0.9441048534487906,0.9441048534487906,0.9441048534487906,0.945793231600822,1.013397673095083
3,2,3,166,3.8542455085122396,3.8542455085122396,3.8542455085122396,3.9992099637577354,3.9994840722360117,4.033362153119306
3,2,3,167,2.5057676296935076,2.5057676296935076,2.5057676296935076,2.505767629693508,2.505767629693508,2.5658540416112956
3,2,3,168,1.972376246501536,1.972376246501536,1.9723762465015358,1.972376246501536,1.972376246501536,2.268845661800153
3,2,3,169,1.2321637800667133,1.2321637800667133,1.2321637800667136,1.2321637800667136,1.2321637800667136,1.3238845948213611
3,2,3,170,1.7120310336802285,1.82499548638636,1.8249954863863596,1.82499548638636,1.889084764035319,2.477112110474782
3,2,3,171,3.2081226217045633,3.2081226217045633,3.2081226217045637,3.2081226217045637,3.2081226217045637,3.229784893484018
3,2,3,172,3.6093759277464135,3.938548987138459,4.144611542699308,4.144611542699308,4.159064642042423,4.3099098475023485
3,2,3,173,3.975347339881895,4.1323149026212995,4.177968269828115,4.177968269828115,4.327474179602272,5.258420655281168
3,2,3,174,5.253144000815723,5.253144000815723,5.253144000815724,5.373734761008034,5.379304919487956,5.668105053053817
3,2,3,175,3.232104976030355,3.232104976030355,3.232104976030355,3.232104976030355,3.232104976030355,3.49361792795969
3,2,3,176,1.7471775671135765,1.7471775671135765,1.7471775671135763,1.7471775671135765,1.7471775671135765,2.0504519720126133
3,2,3,177,3.212481786628169,3.212481786628169,3.2124817866281687,3.2124817866281687,3.2124817866281687,3.3767748818242307
3,2,3,178,1.3960148622042978,1.3960148622042978,1.396014862204298,1.396014862204298,1.396014862204298,1.471956716557414
3,2,3,179,3.917311602417659,3.917311602417659,3.917311602417659,3.94746269571713,3.9593934890313136,4.210640685097287
3,2,3,180,1.453649523079736,1.453649523079736,1.453649523079736,1.453649523079736,1.453649523079736,1.4755733921990433
3,2,3,181,1.656967186928276,1.656967186928276,1.656967186928276,1.7405937807251997,1.743145116385139,2.061764993836478
3,2,3,182,1.9308844105577407,1.9308844105577407,1.9308844105577407,1.9308844105577407,1.9310201568278131,2.2184185378765644
3,2,3,183,4.772590415384419,6.043139042520663,6.043139042520662,6.043139042520662,6.126085197523303,7.02071001525357
3,2,3,184,0.856740545425552,0.856740545425552,0.8567405454255521,0.8567405454255521,0.8567405454255521,1.0499331372796163
3,2,3,185,2.236913002697428,2.236913002697428,2.236913002697428,2.3243128868601666,2.326886221069516,2.4483025186872744
3,2,3,186,4.41745823890774,4.41745823890774,4.62066724375018,4.640907743461828,4.78918444744552,5.586452052070185
3,2,3,187,3.961312037469033,4.035265894852749,4.21161293572548,4.327498381309213,4.372180271738958,4.957722512939353
3,2,3,188,0.7274360725427941,0.7274360725427941,0.7274360725427941,0.7274360725427941,0.7274360725427941,0.8570391132177544
3,2,3,189,0.9711447851524981,0.9711447851524981,0.9711447851524981,0.9711447851524981,0.9711447851524981,0.9912025423705947
3,2,3,190,3.3624457649910204,3.3624457649910204,3.36244576499102,3.534402114548125,3.5375286414236924,3.7810818278131455
3,2,3,191,2.2286423728902447,2.2286423728902447,2.228642372890245,2.2762621246083903,2.3514759540158656,2.8476168736177696
3,2,3,192,2.198405662903534,2.198405662903534,2.198405662903534,2.198405662903534,2.198405662903534,3.1738959967775684
3,2,3,193,4.209464317457639,4.209464317457639,4.215132901862747,4.447240703923692,4.454635703361925,4.737898263286296
3,2,3,194,2.9038542633947326,2.9038542633947326,2.903854263394732,2.9038542633947326,2.9038542633947326,2.9575927305127863
3,2,3,195,4.3986238566373475,4.3986238566373475,4.3986238566373475,4.3986238566373475,4.3986238566373475,4.624105239580342
3,2,3,196,2.2899705388001914,2.2899705388001914,2.2899705388001914,2.289970538800191,2.289970538800191,2.441828233564475
3,2,3,197,3.557303148268522,4.802372710795474,4.802372710795474,4.802372710795474,4.860945788615436,5.248257343448852
3,2,3,198,2.0599583923332956,2.0599583923332956,2.0599583923332956,2.0599583923332956,2.0599583923332956,2.1209053266196403
3,2,3,199,2.9910357395697,2.9910357395697,2.9910357395697,2.9910357395697003,2.9942311270775743,3.1393702300154187
5,3,5,0,3.897641481884559,3.8976414818845595,3.8976414818845586,4.009882561286245,4.08064155032251,4.189628429226089
5,3,5,1,4.030415264450467,4.030415264450468,4.030415264450468,4.030415264450468,4.030415264450468,4.07050104844406
5,3,5,2,3.0004848133584314,3.0004848133584314,3.000484813358431,3.014964643296828,3.1152393843727637,3.398788077959763
5,3,5,3,4.457986813043493,4.457986813043493,4.457986813043494,4.599513790725162,4.693437096341248,4.926577212472267
5,3,5,4,4.968452981671692,5.3146880373138945,5.400896619226324,5.506985340406203,5.745867989837757,6.248021042661406
5,3,5,5,6.0745918268326555,6.400353364025408,6.439329140591707,6.564317118223411,6.634779764849461,6.834079552951304
5,3,5,6,4.4579427010071955,4.457942701007196,4.4579427010071955,4.597954598808595,4.685836535725163,4.843792838700906
5,3,5,7,5.48461371283018,6.254342743492763,6.254342743492762,6.504715556920751,6.864569993509829,7.855567164342194
5,3,5,8,5.308055561222419,5.690463333810523,5.690463333810523,5.6904633338105235,5.935975926466176,6.814353209487402
5,3,5,9,4.084702664133108,4.084702664133108,4.084702664133108,4.084702664133108,4.112723216157805,4.541773192584525
5,3,5,10,5.1190212026170725,5.1190212026170725,5.169307846894211,5.341739796604986,5.3751597038401675,5.530928303822379
5,3,5,11,2.2685891507047242,2.2685891507047242,2.2685891507047242,2.2685891507047247,2.462426662870968,3.234626418111943
5,3,5,12,2.3554654640312203,2.3554654640312203,2.3554654640312203,2.439132857312245,2.5468132307347684,2.7003885155302436
5,3,5,13,5.801377504659056,6.384476942458425,6.601698861168892,6.675163491955093,6.917058001187604,7.41088564650134
5,3,5,14,5.351288379127015,5.351288379127015,5.3512883791270145,5.554753805444012,5.972847302654026,6.718684430868059
5,3,5,15,2.6257668978115984,2.6257668978115984,2.6257668978115984,2.74272697926908,2.8066691949980926,3.064899542956121
5,3,5,16,4.805701910786271,4.805701910786271,4.805701910786274,4.932797602946841,5.01464004939141,5.3026671915943195
5,3,5,17,4.353070135025393,4.68606932686654,4.686069326866541,4.68606932686654,5.0034610018135774,5.71704987324275
5,3,5,18,4.287459972915164,4.287459972915164,4.324470855341111,4.521670620662361,4.769546598223227,5.615645166072415
5,3,5,19,6.985105220941382,7.124462757482499,7.29670895292704,7.528294410339492,7.825373721688138,8.603976823472104
5,3,5,20,4.336369741558933,5.040245398064354,5.321198494092531,5.450367824231147,5.55358174043418,5.742456431582403
5,3,5,21,5.828321874821565,6.281199844807036,6.281199844807036,6.441608324445438,6.816749106497926,7.6431728353811685
5,3,5,22,6.715019873933164,6.969300976919406,7.050072428263469,7.170389347056277,7.2153401785799804,7.287401918860574
5,3,5,23,5.777378844272146,6.382938760919952,6.484211991376495,6.699214285667172,6.934462952926245,7.32411378011983
5,3,5,24,5.653763370966722,6.374301418157377,6.395621805916791,6.565105709399777,6.807015416331789,7.37988999551418
5,3,5,25,4.355752781831454,4.742093018680864,4.802667899233174,4.827221217577443,5.061073005251584,5.603613338358024
5,3,5,26,4.337552279062635,4.854343085042554,4.8543430850425535,4.854343085042553,5.088540712638874,5.619849885144868
5,3,5,27,4.178530075477923,4.178530075477923,4.178530075477923,4.178530075477924,4.254933520304004,5.170118649069455
5,3,5,28,4.2195857893992255,4.2195857893992255,4.2195857893992255,4.2195857893992255,4.411584197130412,4.983493293905933
5,3,5,29,6.320126254049186,6.687571451041094,6.798049120512572,6.933991740936925,7.148600071007956,7.5146285084535105
5,3,5,30,4.599714798250552,4.599714798250552,4.599714798250553,4.599714798250552,4.599714798250552,5.016143469871589
5,3,5,31,6.28565308221577,6.960272580997493,6.9602725809974935,7.114317386565993,7.29467072873592,7.526398880247349
5,3,5,32,3.7501524206597168,4.112983124530273,4.116009910479311,4.156493636936743,4.6061078417866295,5.532097438692261
5,3,5,33,3.0136688407182457,3.0136688407182457,3.0136688407182466,3.0198763291895574,3.302359686235144,4.007013581087936
5,3,5,34,3.3013417843620982,3.3013417843620987,3.3013417843620987,3.3013417843620987,3.323837449401129,3.5565454384159643
