n,B,G,q,score,valor,v_star,v_star_laminar,ratio_vs_optimo
4,1,3,0.3,alfa=1,0.3,0.30000000000000004,0.30000000000000004,0.9999999999999998
4,1,3,0.3,alfa=1.5,0.3,0.30000000000000004,0.30000000000000004,0.9999999999999998
4,1,3,0.45,S0,0.4500000000000001,0.44999999999999996,0.44999999999999996,1.0000000000000004
4,1,3,0.45,alfa=0,0.4500000000000001,0.44999999999999996,0.44999999999999996,1.0000000000000004
4,1,3,0.45,alfa=0.5,0.4500000000000001,0.44999999999999996,0.44999999999999996,1.0000000000000004
4,1,3,0.45,alfa=1,0.4500000000000001,0.44999999999999996,0.44999999999999996,1.0000000000000004
4,1,3,0.45,alfa=1.5,0.4500000000000001,0.44999999999999996,0.44999999999999996,1.0000000000000004
4,1,3,0.7,S0,1.0289999999999997,1.0289999999999997,1.0289999999999997,1.0
4,1,3,0.7,alfa=0,0.7000000000000001,1.0289999999999997,1.0289999999999997,0.6802721088435377
4,1,3,0.7,alfa=0.5,0.7000000000000001,1.0289999999999997,1.0289999999999997,0.6802721088435377
4,1,3,0.7,alfa=1,0.7000000000000001,1.0289999999999997,1.0289999999999997,0.6802721088435377
4,1,3,0.7,alfa=1.5,0.7000000000000001,1.0289999999999997,1.0289999999999997,0.6802721088435377
4,2,2,0.15,S0,0.3,0.30000000000000004,0.30000000000000004,0.9999999999999998
4,2,2,0.15,alfa=0,0.28425,0.30000000000000004,0.30000000000000004,0.9474999999999999
4,2,2,0.15,alfa=0.5,0.28425,0.30000000000000004,0.30000000000000004,0.9474999999999999
4,2,2,0.15,alfa=1,0.28425,0.30000000000000004,0.30000000000000004,0.9474999999999999
4,2,2,0.15,alfa=1.5,0.28425,0.30000000000000004,0.30000000000000004,0.9474999999999999
4,2,2,0.3,S0,0.5999999999999999,0.6000000000000001,0.6000000000000001,0.9999999999999997
4,2,2,0.3,alfa=0,0.564,0.6000000000000001,0.6000000000000001,0.9399999999999997
4,2,2,0.3,alfa=0.5,0.564,0.6000000000000001,0.6000000000000001,0.9399999999999997
4,2,2,0.3,alfa=1,0.564,0.6000000000000001,0.6000000000000001,0.9399999999999997
4,2,2,0.3,alfa=1.5,0.5999999999999999,0.6000000000000001,0.6000000000000001,0.9999999999999997
4,2,2,0.45,S0,0.9000000000000001,0.8999999999999999,0.8999999999999999,1.0000000000000002
4,2,2,0.45,alfa=0,0.8797500000000003,0.8999999999999999,0.8999999999999999,0.9775000000000004
4,2,2,0.45,alfa=0.5,0.8797500000000003,0.8999999999999999,0.8999999999999999,0.9775000000000004
4,2,2,0.45,alfa=1,0.8797500000000003,0.8999999999999999,0.8999999999999999,0.9775000000000004
4,2,2,0.45,alfa=1.5,0.9000000000000001,0.8999999999999999,0.8999999999999999,1.0000000000000002
4,2,2,0.7,S0,1.9599999999999997,1.9599999999999997,1.9599999999999997,1.0
4,2,2,0.7,alfa=0,1.6799999999999997,1.9599999999999997,1.9599999999999997,0.8571428571428571
4,2,2,0.7,alfa=0.5,1.6799999999999997,1.9599999999999997,1.9599999999999997,0.8571428571428571
4,2,2,0.7,alfa=1,1.6799999999999997,1.9599999999999997,1.9599999999999997,0.8571428571428571
4,2,2,0.7,alfa=1.5,1.4,1.9599999999999997,1.9599999999999997,0.7142857142857143
4,2,3,0.15,S0,0.3,0.30000000000000004,0.30000000000000004,0.9999999999999998
4,2,3,0.15,alfa=0,0.24937499999999996,0.30000000000000004,0.30000000000000004,0.8312499999999997
4,2,3,0.15,alfa=0.5,0.24937499999999996,0.30000000000000004,0.30000000000000004,0.8312499999999997
4,2,3,0.15,alfa=1,0.24937499999999996,0.30000000000000004,0.30000000000000004,0.8312499999999997
4,2,3,0.15,alfa=1.5,0.24937499999999996,0.30000000000000004,0.30000000000000004,0.8312499999999997
4,2,3,0.3,S0,0.5999999999999999,0.6000000000000001,0.6000000000000001,0.9999999999999997
4,2,3,0.3,alfa=0,0.564,0.6000000000000001,0.6000000000000001,0.9399999999999997
4,2,3,0.3,alfa=0.5,0.564,0.6000000000000001,0.6000000000000001,0.9399999999999997
4,2,3,0.3,alfa=1,0.564,0.6000000000000001,0.6000000000000001,0.9399999999999997
4,2,3,0.3,alfa=1.5,0.5999999999999999,0.6000000000000001,0.6000000000000001,0.9999999999999997
4,2,3,0.45,S0,0.9000000000000001,0.8999999999999999,0.8999999999999999,1.0000000000000002
4,2,3,0.45,alfa=0,0.8797500000000003,0.8999999999999999,0.8999999999999999,0.9775000000000004
4,2,3,0.45,alfa=0.5,0.8797500000000003,0.8999999999999999,0.8999999999999999,0.9775000000000004
4,2,3,0.45,alfa=1,0.8797500000000003,0.8999999999999999,0.8999999999999999,0.9775000000000004
4,2,3,0.45,alfa=1.5,0.9000000000000001,0.8999999999999999,0.8999999999999999,1.0000000000000002
4,2,3,0.7,S0,1.7289999999999996,1.9599999999999997,1.9599999999999997,0.8821428571428571
4,2,3,0.7,alfa=0,1.6799999999999997,1.9599999999999997,1.9599999999999997,0.8571428571428571
4,2,3,0.7,alfa=0.5,1.6799999999999997,1.9599999999999997,1.9599999999999997,0.8571428571428571
4,2,3,0.7,alfa=1,1.6799999999999997,1.9599999999999997,1.9599999999999997,0.8571428571428571
4,2,3,0.7,alfa=1.5,1.4,1.9599999999999997,1.9599999999999997,0.7142857142857143
4,3,2,0.15,S0,0.44999999999999996,0.5426250000000001,0.5426250000000001,0.8293020041465098
4,3,2,0.15,alfa=0,0.44763749999999997,0.5426250000000001,0.5426250000000001,0.8249481686247406
4,3,2,0.15,alfa=0.5,0.44763749999999997,0.5426250000000001,0.5426250000000001,0.8249481686247406
4,3,2,0.15,alfa=1,0.44763749999999997,0.5426250000000001,0.5426250000000001,0.8249481686247406
4,3,2,0.15,alfa=1.5,0.44763749999999997,0.5426250000000001,0.5426250000000001,0.8249481686247406
4,3,2,0.3,S0,0.9000000000000001,1.0110000000000001,1.0110000000000001,0.8902077151335311
4,3,2,0.3,alfa=0,0.6918,1.0110000000000001,1.0110000000000001,0.6842729970326409
4,3,2,0.3,alfa=0.5,0.8892,1.0110000000000001,1.0110000000000001,0.8795252225519287
4,3,2,0.3,alfa=1,0.8892,1.0110000000000001,1.0110000000000001,0.8795252225519287
4,3,2,0.3,alfa=1.5,0.9000000000000001,1.0110000000000001,1.0110000000000001,0.8902077151335311
4,3,2,0.45,S0,1.3500000000000003,1.4912437499999998,1.465875,0.9052845988457625
4,3,2,0.45,alfa=0,1.1824875000000001,1.4912437499999998,1.465875,0.7929538682056507
4,3,2,0.45,alfa=0.5,1.1824875000000001,1.4912437499999998,1.465875,0.7929538682056507
4,3,2,0.45,alfa=1,1.1824875000000001,1.4912437499999998,1.465875,0.7929538682056507
4,3,2,0.45,alfa=1.5,1.3500000000000003,1.4912437499999998,1.465875,0.9052845988457625
4,3,2,0.7,S0,2.2917999999999994,2.5710999999999995,2.4177999999999997,0.8913694527634086
4,3,2,0.7,alfa=0,2.2917999999999994,2.5710999999999995,2.4177999999999997,0.8913694527634086
4,3,2,0.7,alfa=0.5,2.2917999999999994,2.5710999999999995,2.4177999999999997,0.8913694527634086
4,3,2,0.7,alfa=1,2.2917999999999994,2.5710999999999995,2.4177999999999997,0.8913694527634086
4,3,2,0.7,alfa=1.5,2.099999999999999,2.5710999999999995,2.4177999999999997,0.8167710318540701
4,3,3,0.15,S0,0.44999999999999996,0.5426250000000001,0.5426250000000001,0.8293020041465098
4,3,3,0.15,alfa=0,0.39886874999999994,0.5426250000000001,0.5426250000000001,0.7350725639253626
4,3,3,0.15,alfa=0.5,0.39886874999999994,0.5426250000000001,0.5426250000000001,0.7350725639253626
4,3,3,0.15,alfa=1,0.43138125,0.5426250000000001,0.5426250000000001,0.7949896337249479
4,3,3,0.15,alfa=1.5,0.43138125,0.5426250000000001,0.5426250000000001,0.7949896337249479
4,3,3,0.3,S0,0.9000000000000001,1.0110000000000001,1.0110000000000001,0.8902077151335311
4,3,3,0.3,alfa=0,0.7569,1.0110000000000001,1.0110000000000001,0.7486646884272996
4,3,3,0.3,alfa=0.5,0.7569,1.0110000000000001,1.0110000000000001,0.7486646884272996
4,3,3,0.3,alfa=1,0.8451,1.0110000000000001,1.0110000000000001,0.8359050445103856
4,3,3,0.3,alfa=1.5,0.9000000000000001,1.0110000000000001,1.0110000000000001,0.8902077151335311
4,3,3,0.45,S0,1.3500000000000003,1.4912437499999998,1.465875,0.9052845988457625
4,3,3,0.45,alfa=0,1.1571187500000002,1.4912437499999998,1.465875,0.7759420617856742
4,3,3,0.45,alfa=0.5,1.1571187500000002,1.4912437499999998,1.465875,0.7759420617856742
4,3,3,0.45,alfa=1,1.2660187500000002,1.4912437499999998,1.465875,0.8489683527592323
4,3,3,0.45,alfa=1.5,1.3500000000000003,1.4912437499999998,1.465875,0.9052845988457625
4,3,3,0.7,S0,2.0859999999999994,2.5857999999999994,2.4177999999999997,0.8067135896047645
4,3,3,0.7,alfa=0,2.174199999999999,2.5857999999999994,2.4177999999999997,0.8408229561450999
4,3,3,0.7,alfa=0.5,2.174199999999999,2.5857999999999994,2.4177999999999997,0.8408229561450999
4,3,3,0.7,alfa=1,2.0859999999999994,2.5857999999999994,2.4177999999999997,0.8067135896047645
4,3,3,0.7,alfa=1.5,2.099999999999999,2.5857999999999994,2.4177999999999997,0.812127774769897
5,1,2,0.15,S0,0.15,0.15000000000000005,0.15000000000000005,0.9999999999999997
5,1,2,0.15,alfa=0,0.15,0.15000000000000005,0.15000000000000005,0.9999999999999997
5,1,2,0.15,alfa=0.5,0.15,0.15000000000000005,0.15000000000000005,0.9999999999999997
5,1,2,0.15,alfa=1,0.15,0.15000000000000005,0.15000000000000005,0.9999999999999997
5,1,2,0.15,alfa=1.5,0.15,0.15000000000000005,0.15000000000000005,0.9999999999999997
5,1,2,0.3,S0,0.3,0.30000000000000004,0.30000000000000004,0.9999999999999998
5,1,2,0.3,alfa=0,0.3,0.30000000000000004,0.30000000000000004,0.9999999999999998
5,1,2,0.3,alfa=0.5,0.3,0.30000000000000004,0.30000000000000004,0.9999999999999998
5,1,2,0.3,alfa=1,0.3,0.30000000000000004,0.30000000000000004,0.9999999999999998
5,1,2,0.3,alfa=1.5,0.3,0.30000000000000004,0.30000000000000004,0.9999999999999998
5,1,2,0.45,S0,0.4500000000000001,0.45,0.45,1.0000000000000002
5,1,2,0.45,alfa=0,0.4500000000000001,0.45,0.45,1.0000000000000002
5,1,2,0.45,alfa=0.5,0.4500000000000001,0.45,0.45,1.0000000000000002
5,1,2,0.45,alfa=1,0.4500000000000001,0.45,0.45,1.0000000000000002
5,1,2,0.45,alfa=1.5,0.4500000000000001,0.45,0.45,1.0000000000000002
5,1,2,0.7,S0,0.9799999999999999,0.9799999999999999,0.9799999999999999,1.0
5,1,2,0.7,alfa=0,0.6999999999999996,0.9799999999999999,0.9799999999999999,0.714285714285714
5,1,2,0.7,alfa=0.5,0.6999999999999996,0.9799999999999999,0.9799999999999999,0.714285714285714
5,1,2,0.7,alfa=1,0.6999999999999996,0.9799999999999999,0.9799999999999999,0.714285714285714
5,1,2,0.7,alfa=1.5,0.6999999999999996,0.9799999999999999,0.9799999999999999,0.714285714285714
5,1,3,0.15,S0,0.15,0.15000000000000005,0.15000000000000005,0.9999999999999997
5,1,3,0.15,alfa=0,0.15,0.15000000000000005,0.15000000000000005,0.9999999999999997
5,1,3,0.15,alfa=0.5,0.15,0.15000000000000005,0.15000000000000005,0.9999999999999997
5,1,3,0.15,alfa=1,0.15,0.15000000000000005,0.15000000000000005,0.9999999999999997
5,1,3,0.15,alfa=1.5,0.15,0.15000000000000005,0.15000000000000005,0.9999999999999997
5,1,3,0.3,S0,0.3,0.30000000000000004,0.30000000000000004,0.9999999999999998
5,1,3,0.3,alfa=0,0.3,0.30000000000000004,0.30000000000000004,0.9999999999999998
5,1,3,0.3,alfa=0.5,0.3,0.30000000000000004,0.30000000000000004,0.9999999999999998
5,1,3,0.3,alfa=1,0.3,0.30000000000000004,0.30000000000000004,0.9999999999999998
5,1,3,0.3,alfa=1.5,0.3,0.30000000000000004,0.30000000000000004,0.9999999999999998
5,1,3,0.45,S0,0.4500000000000001,0.45,0.45,1.0000000000000002
5,1,3,0.45,alfa=0,0.4500000000000001,0.45,0.45,1.0000000000000002
5,1,3,0.45,alfa=0.5,0.4500000000000001,0.45,0.45,1.0000000000000002
5,1,3,0.45,alfa=1,0.4500000000000001,0.45,0.45,1.0000000000000002
5,1,3,0.45,alfa=1.5,0.4500000000000001,0.45,0.45,1.0000000000000002
5,1,3,0.7,S0,1.0289999999999997,1.0289999999999997,1.0289999999999997,1.0
5,1,3,0.7,alfa=0,0.6999999999999996,1.0289999999999997,1.0289999999999997,0.6802721088435373
5,1,3,0.7,alfa=0.5,0.6999999999999996,1.0289999999999997,1.0289999999999997,0.6802721088435373
5,1,3,0.7,alfa=1,0.6999999999999996,1.0289999999999997,1.0289999999999997,0.6802721088435373
5,1,3,0.7,alfa=1.5,0.6999999999999996,1.0289999999999997,1.0289999999999997,0.6802721088435373
5,2,2,0.15,S0,0.3,0.30000000000000004,0.30000000000000004,0.9999999999999998
5,2,2,0.15,alfa=0,0.28425,0.30000000000000004,0.30000000000000004,0.9474999999999999
5,2,2,0.15,alfa=0.5,0.28425,0.30000000000000004,0.30000000000000004,0.9474999999999999
5,2,2,0.15,alfa=1,0.28425,0.30000000000000004,0.30000000000000004,0.9474999999999999
5,2,2,0.15,alfa=1.5,0.28425,0.30000000000000004,0.30000000000000004,0.9474999999999999
5,2,2,0.3,S0,0.6000000000000001,0.6000000000000001,0.6000000000000001,1.0
5,2,2,0.3,alfa=0,0.564,0.6000000000000001,0.6000000000000001,0.9399999999999997
5,2,2,0.3,alfa=0.5,0.564,0.6000000000000001,0.6000000000000001,0.9399999999999997
5,2,2,0.3,alfa=1,0.564,0.6000000000000001,0.6000000000000001,0.9399999999999997
5,2,2,0.3,alfa=1.5,0.6000000000000001,0.6000000000000001,0.6000000000000001,1.0
5,2,2,0.45,S0,0.9000000000000001,0.8999999999999999,0.8999999999999999,1.0000000000000002
5,2,2,0.45,alfa=0,0.8797500000000001,0.8999999999999999,0.8999999999999999,0.9775000000000003
5,2,2,0.45,alfa=0.5,0.8797500000000001,0.8999999999999999,0.8999999999999999,0.9775000000000003
5,2,2,0.45,alfa=1,0.8797500000000001,0.8999999999999999,0.8999999999999999,0.9775000000000003
5,2,2,0.45,alfa=1.5,0.9000000000000001,0.8999999999999999,0.8999999999999999,1.0000000000000002
5,2,2,0.7,S0,1.9599999999999989,1.9599999999999997,1.9599999999999997,0.9999999999999996
5,2,2,0.7,alfa=0,1.6799999999999995,1.9599999999999997,1.9599999999999997,0.857142857142857
5,2,2,0.7,alfa=0.5,1.6799999999999995,1.9599999999999997,1.9599999999999997,0.857142857142857
5,2,2,0.7,alfa=1,1.6799999999999995,1.9599999999999997,1.9599999999999997,0.857142857142857
5,2,2,0.7,alfa=1.5,1.4000000000000001,1.9599999999999997,1.9599999999999997,0.7142857142857144
5,2,3,0.15,S0,0.3,0.30000000000000004,0.30000000000000004,0.9999999999999998
5,2,3,0.15,alfa=0,0.24937499999999996,0.30000000000000004,0.30000000000000004,0.8312499999999997
5,2,3,0.15,alfa=0.5,0.24937499999999996,0.30000000000000004,0.30000000000000004,0.8312499999999997
5,2,3,0.15,alfa=1,0.24937499999999996,0.30000000000000004,0.30000000000000004,0.8312499999999997
5,2,3,0.15,alfa=1.5,0.24937499999999996,0.30000000000000004,0.30000000000000004,0.8312499999999997
5,2,3,0.3,S0,0.6000000000000001,0.6000000000000001,0.6000000000000001,1.0
5,2,3,0.3,alfa=0,0.564,0.6000000000000001,0.6000000000000001,0.9399999999999997
5,2,3,0.3,alfa=0.5,0.564,0.6000000000000001,0.6000000000000001,0.9399999999999997
5,2,3,0.3,alfa=1,0.564,0.6000000000000001,0.6000000000000001,0.9399999999999997
5,2,3,0.3,alfa=1.5,0.6000000000000001,0.6000000000000001,0.6000000000000001,1.0
5,2,3,0.45,S0,0.9000000000000001,0.8999999999999999,0.8999999999999999,1.0000000000000002
5,2,3,0.45,alfa=0,0.8797500000000001,0.8999999999999999,0.8999999999999999,0.9775000000000003
5,2,3,0.45,alfa=0.5,0.8797500000000001,0.8999999999999999,0.8999999999999999,0.9775000000000003
5,2,3,0.45,alfa=1,0.8797500000000001,0.8999999999999999,0.8999999999999999,0.9775000000000003
5,2,3,0.45,alfa=1.5,0.9000000000000001,0.8999999999999999,0.8999999999999999,1.0000000000000002
5,2,3,0.7,S0,2.0089999999999995,2.009,2.009,0.9999999999999998
5,2,3,0.7,alfa=0,1.6799999999999995,2.009,2.009,0.8362369337979092
5,2,3,0.7,alfa=0.5,1.6799999999999995,2.009,2.009,0.8362369337979092
5,2,3,0.7,alfa=1,1.6799999999999995,2.009,2.009,0.8362369337979092
5,2,3,0.7,alfa=1.5,1.4000000000000001,2.009,2.009,0.6968641114982579
5,3,2,0.15,S0,0.44999999999999996,0.5426250000000001,0.5426250000000001,0.8293020041465098
5,3,2,0.15,alfa=0,0.5308912499999999,0.5426250000000001,0.5426250000000001,0.9783759502418794
5,3,2,0.15,alfa=0.5,0.5308912499999999,0.5426250000000001,0.5426250000000001,0.9783759502418794
5,3,2,0.15,alfa=1,0.5308912499999999,0.5426250000000001,0.5426250000000001,0.9783759502418794
5,3,2,0.15,alfa=1.5,0.5308912499999999,0.5426250000000001,0.5426250000000001,0.9783759502418794
5,3,2,0.3,S0,0.8999999999999997,1.0110000000000001,1.0110000000000001,0.8902077151335307
5,3,2,0.3,alfa=0,0.7927199999999999,1.0110000000000001,1.0110000000000001,0.784094955489614
5,3,2,0.3,alfa=0.5,0.9901199999999996,1.0110000000000001,1.0110000000000001,0.9793471810089015
5,3,2,0.3,alfa=1,0.9901199999999996,1.0110000000000001,1.0110000000000001,0.9793471810089015
5,3,2,0.3,alfa=1.5,0.8999999999999997,1.0110000000000001,1.0110000000000001,0.8902077151335307
5,3,2,0.45,S0,1.35,1.4912437499999998,1.465875,0.9052845988457623
5,3,2,0.45,alfa=0,1.2972487500000003,1.4912437499999998,1.465875,0.8699106031458643
5,3,2,0.45,alfa=0.5,1.2972487500000003,1.4912437499999998,1.465875,0.8699106031458643
5,3,2,0.45,alfa=1,1.2972487500000003,1.4912437499999998,1.465875,0.8699106031458643
5,3,2,0.45,alfa=1.5,1.35,1.4912437499999998,1.465875,0.9052845988457623
5,3,2,0.7,S0,2.66,2.77466,2.66,0.9586760179625613
5,3,2,0.7,alfa=0,2.66,2.77466,2.66,0.9586760179625613
5,3,2,0.7,alfa=0.5,2.66,2.77466,2.66,0.9586760179625613
5,3,2,0.7,alfa=1,2.66,2.77466,2.66,0.9586760179625613
5,3,2,0.7,alfa=1.5,2.0999999999999988,2.77466,2.66,0.7568494878651795
5,3,3,0.15,S0,0.44999999999999996,0.5426250000000001,0.5426250000000001,0.8293020041465098
5,3,3,0.15,alfa=0,0.4127625,0.5426250000000001,0.5426250000000001,0.760677263303386
5,3,3,0.15,alfa=0.5,0.4127625,0.5426250000000001,0.5426250000000001,0.760677263303386
5,3,3,0.15,alfa=1,0.44527500000000003,0.5426250000000001,0.5426250000000001,0.8205943331029715
5,3,3,0.15,alfa=1.5,0.44527500000000003,0.5426250000000001,0.5426250000000001,0.8205943331029715
5,3,3,0.3,S0,0.8999999999999997,1.0110000000000001,1.0110000000000001,0.8902077151335307
5,3,3,0.3,alfa=0,0.7901999999999998,1.0110000000000001,1.0110000000000001,0.7816023738872401
5,3,3,0.3,alfa=0.5,0.7901999999999998,1.0110000000000001,1.0110000000000001,0.7816023738872401
5,3,3,0.3,alfa=1,0.79755,1.0110000000000001,1.0110000000000001,0.7888724035608308
5,3,3,0.3,alfa=1.5,0.8999999999999997,1.0110000000000001,1.0110000000000001,0.8902077151335307
5,3,3,0.45,S0,1.35,1.4912437499999998,1.465875,0.9052845988457623
5,3,3,0.45,alfa=0,1.2722203125000007,1.4912437499999998,1.465875,0.8531270038851804
5,3,3,0.45,alfa=0.5,1.2722203125000007,1.4912437499999998,1.465875,0.8531270038851804
5,3,3,0.45,alfa=1,1.3334765625000005,1.4912437499999998,1.465875,0.8942042925578066
5,3,3,0.45,alfa=1.5,1.35,1.4912437499999998,1.465875,0.9052845988457623
5,3,3,0.7,S0,2.4569299999999994,2.79377,2.6877199999999997,0.8794317356117359
5,3,3,0.7,alfa=0,2.4569299999999994,2.79377,2.6877199999999997,0.8794317356117359
5,3,3,0.7,alfa=0.5,2.4569299999999994,2.79377,2.6877199999999997,0.8794317356117359
5,3,3,0.7,alfa=1,2.4569299999999994,2.79377,2.6877199999999997,0.8794317356117359
5,3,3,0.7,alfa=1.5,2.0999999999999988,2.79377,2.6877199999999997,0.7516724712485275
6,1,2,0.15,S0,0.15000000000000002,0.15000000000000005,0.15000000000000005,0.9999999999999998
6,1,2,0.15,alfa=0,0.15000000000000002,0.15000000000000005,0.15000000000000005,0.9999999999999998
6,1,2,0.15,alfa=0.5,0.15000000000000002,0.15000000000000005,0.15000000000000005,0.9999999999999998
6,1,2,0.15,alfa=1,0.15000000000000002,0.15000000000000005,0.15000000000000005,0.9999999999999998
6,1,2,0.15,alfa=1.5,0.15000000000000002,0.15000000000000005,0.15000000000000005,0.9999999999999998
6,1,2,0.3,S0,0.29999999999999993,0.29999999999999993,0.29999999999999993,1.0
6,1,2,0.3,alfa=0,0.29999999999999993,0.29999999999999993,0.29999999999999993,1.0
6,1,2,0.3,alfa=0.5,0.29999999999999993,0.29999999999999993,0.29999999999999993,1.0
6,1,2,0.3,alfa=1,0.29999999999999993,0.29999999999999993,0.29999999999999993,1.0
6,1,2,0.3,alfa=1.5,0.29999999999999993,0.29999999999999993,0.29999999999999993,1.0
6,1,2,0.45,S0,0.4500000000000002,0.45,0.45,1.0000000000000004
6,1,2,0.45,alfa=0,0.4500000000000002,0.45,0.45,1.0000000000000004
6,1,2,0.45,alfa=0.5,0.4500000000000002,0.45,0.45,1.0000000000000004
6,1,2,0.45,alfa=1,0.4500000000000002,0.45,0.45,1.0000000000000004
6,1,2,0.45,alfa=1.5,0.4500000000000002,0.45,0.45,1.0000000000000004
6,1,2,0.7,S0,0.9799999999999999,0.9800000000000001,0.9800000000000001,0.9999999999999998
6,1,2,0.7,alfa=0,0.6999999999999996,0.9800000000000001,0.9800000000000001,0.7142857142857139
6,1,2,0.7,alfa=0.5,0.6999999999999996,0.9800000000000001,0.9800000000000001,0.7142857142857139
6,1,2,0.7,alfa=1,0.6999999999999996,0.9800000000000001,0.9800000000000001,0.7142857142857139
6,1,2,0.7,alfa=1.5,0.6999999999999996,0.9800000000000001,0.9800000000000001,0.7142857142857139
6,1,3,0.15,S0,0.15000000000000002,0.15000000000000005,0.15000000000000005,0.9999999999999998
6,1,3,0.15,alfa=0,0.15000000000000002,0.15000000000000005,0.15000000000000005,0.9999999999999998
6,1,3,0.15,alfa=0.5,0.15000000000000002,0.15000000000000005,0.15000000000000005,0.9999999999999998
6,1,3,0.15,alfa=1,0.15000000000000002,0.15000000000000005,0.15000000000000005,0.9999999999999998
6,1,3,0.15,alfa=1.5,0.15000000000000002,0.15000000000000005,0.15000000000000005,0.9999999999999998
6,1,3,0.3,S0,0.29999999999999993,0.29999999999999993,0.29999999999999993,1.0
6,1,3,0.3,alfa=0,0.29999999999999993,0.29999999999999993,0.29999999999999993,1.0
6,1,3,0.3,alfa=0.5,0.29999999999999993,0.29999999999999993,0.29999999999999993,1.0
6,1,3,0.3,alfa=1,0.29999999999999993,0.29999999999999993,0.29999999999999993,1.0
6,1,3,0.3,alfa=1.5,0.29999999999999993,0.29999999999999993,0.29999999999999993,1.0
6,1,3,0.45,S0,0.4500000000000002,0.45,0.45,1.0000000000000004
6,1,3,0.45,alfa=0,0.4500000000000002,0.45,0.45,1.0000000000000004
6,1,3,0.45,alfa=0.5,0.4500000000000002,0.45,0.45,1.0000000000000004
6,1,3,0.45,alfa=1,0.4500000000000002,0.45,0.45,1.0000000000000004
6,1,3,0.45,alfa=1.5,0.4500000000000002,0.45,0.45,1.0000000000000004
6,1,3,0.7,S0,1.0289999999999997,1.029,1.029,0.9999999999999998
6,1,3,0.7,alfa=0,0.6999999999999996,1.029,1.029,0.6802721088435371
6,1,3,0.7,alfa=0.5,0.6999999999999996,1.029,1.029,0.6802721088435371
6,1,3,0.7,alfa=1,0.6999999999999996,1.029,1.029,0.6802721088435371
6,1,3,0.7,alfa=1.5,0.6999999999999996,1.029,1.029,0.6802721088435371
6,2,2,0.15,S0,0.2999999999999999,0.30000000000000004,0.30000000000000004,0.9999999999999994
6,2,2,0.15,alfa=0,0.2842499999999999,0.30000000000000004,0.30000000000000004,0.9474999999999995
6,2,2,0.15,alfa=0.5,0.2842499999999999,0.30000000000000004,0.30000000000000004,0.9474999999999995
6,2,2,0.15,alfa=1,0.2842499999999999,0.30000000000000004,0.30000000000000004,0.9474999999999995
6,2,2,0.15,alfa=1.5,0.2842499999999999,0.30000000000000004,0.30000000000000004,0.9474999999999995
