q_sano,n,G,B,u,convencion,clase,optimo,baseline_singletons,ratio_vs_singletons,tamanos_optimos,singleton_optimo,grupo_optimo,preferencia,valor_singleton_primero,valor_mejor_grupo_primero,brecha_grupo_individual
0.2,14,2,7,1,posterior_zero,pathwise,2.0431320424448,1.4,1.459380030318,2,False,True,solo_grupo,1.94021236736,2.0431320424448,0.1029196750848
0.2,16,2,8,1,posterior_zero,pathwise,2.34619774641766,1.6,1.466373591511,2,False,True,solo_grupo,2.2431320424448,2.34619774641766,0.10306570397286
0.25,4,2,2,1,posterior_zero,pathwise,0.65625,0.5,1.3125,2,False,True,solo_grupo,0.5,0.65625,0.15625
0.25,6,2,3,1,posterior_zero,pathwise,1.00390625,0.75,1.338541666667,2,False,True,solo_grupo,0.90625,1.00390625,0.09765625
0.25,8,2,4,1,posterior_zero,pathwise,1.37353515625,1.0,1.37353515625,2,False,True,solo_grupo,1.25390625,1.37353515625,0.11962890625
0.25,10,2,5,1,posterior_zero,pathwise,1.73492431640625,1.25,1.387939453125,2,False,True,solo_grupo,1.62353515625,1.73492431640625,0.11138916015625
0.25,12,2,6,1,posterior_zero,pathwise,2.09940338134766,1.5,1.399602254232,2,False,True,solo_grupo,1.98492431640625,2.09940338134766,0.11447906494141
0.25,14,2,7,1,posterior_zero,pathwise,2.46272373199463,1.75,1.407270703997,2,False,True,solo_grupo,2.34940338134766,2.46272373199463,0.11332035064697
0.25,16,2,8,1,posterior_zero,pathwise,2.82647860050201,2.0,1.413239300251,2,False,True,solo_grupo,2.71272373199463,2.82647860050201,0.11375486850739
0.3,4,2,2,1,posterior_zero,pathwise,0.774,0.6,1.29,2,False,True,solo_grupo,0.6,0.774,0.174
0.3,6,2,3,1,posterior_zero,pathwise,1.17492,0.9,1.305466666667,2,False,True,solo_grupo,1.074,1.17492,0.10092
0.3,8,2,4,1,posterior_zero,pathwise,1.6065336,1.2,1.338778,2,False,True,solo_grupo,1.47492,1.6065336,0.1316136
0.3,10,2,5,1,posterior_zero,pathwise,2.025255888,1.5,1.350170592,2,False,True,solo_grupo,1.9065336,2.025255888,0.118722288
0.3,12,2,6,1,posterior_zero,pathwise,2.44939252704,1.8,1.360773626133,2,False,True,solo_grupo,2.325255888,2.44939252704,0.12413663904
0.3,14,2,7,1,posterior_zero,pathwise,2.8712551386432,2.1,1.367264351735,2,False,True,solo_grupo,2.74939252704,2.8712551386432,0.1218626116032
0.3,16,2,8,1,posterior_zero,pathwise,3.29407284176986,2.4,1.372530350737,2,False,True,solo_grupo,3.1712551386432,3.29407284176986,0.12281770312666
0.35,4,2,2,1,posterior_zero,pathwise,0.89075,0.7,1.2725,2,False,True,solo_grupo,0.7,0.89075,0.19075
0.35,6,2,3,1,posterior_zero,pathwise,1.34470875,1.05,1.280675,2,False,True,solo_grupo,1.24075,1.34470875,0.10395875
0.35,8,2,4,1,posterior_zero,pathwise,1.83815751875,1.4,1.31296965625,2,False,True,solo_grupo,1.69470875,1.83815751875,0.14344876875
0.35,10,2,5,1,posterior_zero,pathwise,2.31363832896875,1.75,1.322079045125,2,False,True,solo_grupo,2.18815751875,2.31363832896875,0.12548081021875
0.35,12,2,6,1,posterior_zero,pathwise,2.79729456031922,2.1,1.332045028723,2,False,True,solo_grupo,2.66363832896875,2.79729456031922,0.13365623135047
0.35,14,2,7,1,posterior_zero,pathwise,3.27723097505476,2.45,1.337645295941,2,False,True,solo_grupo,3.14729456031922,3.27723097505476,0.12993641473554
0.35,16,2,8,1,posterior_zero,pathwise,3.75885990635009,2.8,1.342449966554,2,False,True,solo_grupo,3.62723097505476,3.75885990635009,0.13162893129533
0.4,4,2,2,1,posterior_zero,pathwise,1.008,0.8,1.26,2,False,True,solo_grupo,0.8,1.008,0.208
0.4,6,2,3,1,posterior_zero,pathwise,1.51616,1.2,1.263466666667,2,False,True,solo_grupo,1.408,1.51616,0.10816
0.4,8,2,4,1,posterior_zero,pathwise,2.0722432,1.6,1.295152,2,False,True,solo_grupo,1.91616,2.0722432,0.1560832
0.4,10,2,5,1,posterior_zero,pathwise,2.605323264,2.0,1.302661632,2,False,True,solo_grupo,2.4722432,2.605323264,0.133080064
0.4,12,2,6,1,posterior_zero,pathwise,3.14944483328,2.4,1.312268680533,2,False,True,solo_grupo,3.005323264,3.14944483328,0.14412156928
0.4,14,2,7,1,posterior_zero,pathwise,3.6882664800256,2.8,1.317238028581,2,False,True,solo_grupo,3.54944483328,3.6882664800256,0.1388216467456
0.4,16,2,8,1,posterior_zero,pathwise,4.22963208958771,3.2,1.321760027996,2,False,True,solo_grupo,4.0882664800256,4.22963208958771,0.14136560956211
0.45,4,2,2,1,posterior_zero,pathwise,1.12725,0.9,1.2525,2,False,True,solo_grupo,0.9,1.12725,0.22725
0.45,6,2,3,1,posterior_zero,pathwise,1.69201125,1.35,1.253341666667,2,False,True,solo_grupo,1.57725,1.69201125,0.11476125
0.45,8,2,4,1,posterior_zero,pathwise,2.31245443125,1.8,1.28469690625,2,False,True,solo_grupo,2.14201125,2.31245443125,0.17044318125
0.45,10,2,5,1,posterior_zero,pathwise,2.90533505653125,2.25,1.291260025125,2,False,True,solo_grupo,2.76245443125,2.90533505653125,0.14288062528125
0.45,12,2,6,1,posterior_zero,pathwise,3.51185914701703,2.7,1.300688572969,2,False,True,solo_grupo,3.35533505653125,3.51185914701703,0.15652409048578
0.45,14,2,7,1,posterior_zero,pathwise,4.11162972222657,3.15,1.305279276897,2,False,True,solo_grupo,3.96185914701703,4.11162972222657,0.14977057520954
0.45,16,2,8,1,posterior_zero,pathwise,4.71474328749785,3.6,1.309650913194,2,False,True,solo_grupo,4.56162972222657,4.71474328749785,0.15311356527128
0.5,4,2,2,1,posterior_zero,pathwise,1.25,1.0,1.25,2,False,True,solo_grupo,1.0,1.25,0.25
0.5,6,2,3,1,posterior_zero,pathwise,1.875,1.5,1.25,2,False,True,solo_grupo,1.75,1.875,0.125
0.5,8,2,4,1,posterior_zero,pathwise,2.5625,2.0,1.28125,2,False,True,solo_grupo,2.375,2.5625,0.1875
0.5,10,2,5,1,posterior_zero,pathwise,3.21875,2.5,1.2875,2,False,True,solo_grupo,3.0625,3.21875,0.15625
0.5,12,2,6,1,posterior_zero,pathwise,3.890625,3.0,1.296875,2,False,True,solo_grupo,3.71875,3.890625,0.171875
0.5,14,2,7,1,posterior_zero,pathwise,4.5546875,3.5,1.301339285714,2,False,True,solo_grupo,4.390625,4.5546875,0.1640625
0.5,16,2,8,1,posterior_zero,pathwise,5.22265625,4.0,1.3056640625,2,False,True,solo_grupo,5.0546875,5.22265625,0.16796875
0.55,4,2,2,1,posterior_zero,pathwise,1.405525,1.1,1.27775,2,False,True,solo_grupo,1.155,1.405525,0.250525
0.55,6,2,3,1,posterior_zero,pathwise,2.109265125,1.65,1.2783425,2,False,True,solo_grupo,1.955525,2.109265125,0.153740125
0.55,8,2,4,1,posterior_zero,pathwise,2.860913763125,2.2,1.300415346875,2,False,True,solo_grupo,2.659265125,2.860913763125,0.201648638125
0.55,10,2,5,1,posterior_zero,pathwise,3.58884768725313,2.75,1.305035522638,2,False,True,solo_grupo,3.410913763125,3.58884768725313,0.17793392412813
0.55,12,2,6,1,posterior_zero,pathwise,4.3285203948097,3.3,1.311672846912,2,False,True,solo_grupo,4.13884768725313,4.3285203948097,0.18967270755658
0.55,14,2,7,1,posterior_zero,pathwise,5.0623824045692,3.85,1.314904520667,2,False,True,solo_grupo,4.8785203948097,5.0623824045692,0.18386200975949
0.55,16,2,8,1,posterior_zero,pathwise,5.79912070973825,4.4,1.317981979486,2,False,True,solo_grupo,5.6123824045692,5.79912070973825,0.18673830516905
0.6,4,2,2,1,posterior_zero,pathwise,1.5744,1.2,1.312,2,False,True,solo_grupo,1.32,1.5744,0.2544
0.6,6,2,3,1,posterior_zero,pathwise,2.364288,1.8,1.313493333333,2,False,True,solo_grupo,2.1744,2.364288,0.189888
0.6,8,2,4,1,posterior_zero,pathwise,3.18514176,2.4,1.3271424,2,False,True,solo_grupo,2.964288,3.18514176,0.22085376
0.6,10,2,5,1,posterior_zero,pathwise,3.9911319552,3.0,1.3303773184,2,False,True,solo_grupo,3.78514176,3.9911319552,0.2059901952
0.6,12,2,6,1,posterior_zero,pathwise,4.804256661504,3.6,1.334515739307,2,False,True,solo_grupo,4.5911319552,4.804256661504,0.213124706304
0.6,14,2,7,1,posterior_zero,pathwise,5.61395680247808,4.2,1.336656381542,2,False,True,solo_grupo,5.404256661504,5.61395680247808,0.20970014097408
0.6,16,2,8,1,posterior_zero,pathwise,6.42530073481052,4.8,1.338604319752,2,False,True,solo_grupo,6.21395680247808,6.42530073481052,0.21134393233244
0.65,4,2,2,1,posterior_zero,pathwise,1.760525,1.3,1.35425,2,False,True,solo_grupo,1.495,1.760525,0.265525
0.65,6,2,3,1,posterior_zero,pathwise,2.643961125,1.95,1.3558775,2,False,True,solo_grupo,2.410525,2.643961125,0.233436125
0.65,8,2,4,1,posterior_zero,pathwise,3.541997688125,2.6,1.362306803125,2,False,True,solo_grupo,3.293961125,3.541997688125,0.248036563125
0.65,10,2,5,1,posterior_zero,pathwise,4.43339105190313,3.25,1.364120323663,2,False,True,solo_grupo,4.191997688125,4.43339105190313,0.24139336377812
0.65,12,2,6,1,posterior_zero,pathwise,5.32780707138408,3.9,1.366104377278,2,False,True,solo_grupo,5.08339105190313,5.32780707138408,0.24441601948095
0.65,14,2,7,1,posterior_zero,pathwise,6.22084778252025,4.55,1.367219292862,2,False,True,solo_grupo,5.97780707138408,6.22084778252024,0.24304071113617
0.65,16,2,8,1,posterior_zero,pathwise,7.11451425895329,5.2,1.368175819029,2,False,True,solo_grupo,6.87084778252024,7.11451425895329,0.24366647643304
0.7,4,2,2,1,posterior_zero,pathwise,1.9684,1.4,1.406,2,False,True,solo_grupo,1.68,1.9684,0.2884
0.7,6,2,3,1,posterior_zero,pathwise,2.953272,2.1,1.40632,2,False,True,solo_grupo,2.6684,2.953272,0.284872
0.7,8,2,4,1,posterior_zero,pathwise,3.93962576,2.8,1.4070092,2,False,True,solo_grupo,3.653272,3.93962576,0.28635376
0.7,10,2,5,1,posterior_zero,pathwise,4.9253571808,3.5,1.4072449088,2,False,True,solo_grupo,4.63962576,4.9253571808,0.2857314208
0.7,12,2,6,1,posterior_zero,pathwise,5.911349984064,4.2,1.40746428192,2,False,True,solo_grupo,5.6253571808,5.911349984064,0.285992803264
0.7,14,2,7,1,posterior_zero,pathwise,6.89723300669312,4.9,1.407598572795,2,False,True,solo_grupo,6.611349984064,6.89723300669312,0.28588302262912
0.7,16,2,8,1,posterior_zero,pathwise,7.88316213718889,5.6,1.407707524498,2,False,True,solo_grupo,7.59723300669312,7.88316213718889,0.28592913049577
0.75,4,2,2,1,posterior_zero,pathwise,2.25,1.5,1.5,2,False,True,solo_grupo,1.875,2.25,0.375
0.75,6,2,3,1,posterior_zero,pathwise,3.375,2.25,1.5,2,False,True,solo_grupo,3.0,3.375,0.375
0.75,8,2,4,1,posterior_zero,pathwise,4.5,3.0,1.5,2,False,True,solo_grupo,4.125,4.5,0.375
0.75,10,2,5,1,posterior_zero,pathwise,5.625,3.75,1.5,2,False,True,solo_grupo,5.25,5.625,0.375
0.75,12,2,6,1,posterior_zero,pathwise,6.75,4.5,1.5,2,False,True,solo_grupo,6.375,6.75,0.375
0.75,14,2,7,1,posterior_zero,pathwise,7.875,5.25,1.5,2,False,True,solo_grupo,7.5,7.875,0.375
0.75,16,2,8,1,posterior_zero,pathwise,9.0,6.0,1.5,2,False,True,solo_grupo,8.625,9.0,0.375
0.8,4,2,2,1,posterior_zero,pathwise,2.56,1.6,1.6,2,False,True,solo_grupo,2.08,2.56,0.48
0.8,6,2,3,1,posterior_zero,pathwise,3.84,2.4,1.6,2,False,True,solo_grupo,3.36,3.84,0.48
0.8,8,2,4,1,posterior_zero,pathwise,5.12,3.2,1.6,2,False,True,solo_grupo,4.64,5.12,0.48
0.8,10,2,5,1,posterior_zero,pathwise,6.4,4.0,1.6,2,False,True,solo_grupo,5.92,6.4,0.48
0.8,12,2,6,1,posterior_zero,pathwise,7.68,4.8,1.6,2,False,True,solo_grupo,7.2,7.68,0.48
0.8,14,2,7,1,posterior_zero,pathwise,8.96,5.6,1.6,2,False,True,solo_grupo,8.48,8.96,0.48
0.8,16,2,8,1,posterior_zero,pathwise,10.24000000000001,6.4,1.6,2,False,True,solo_grupo,9.76,10.24,0.48
0.85,4,2,2,1,posterior_zero,pathwise,2.89,1.7,1.7,2,False,True,solo_grupo,2.295,2.89,0.595
0.85,6,2,3,1,posterior_zero,pathwise,4.335,2.55,1.7,2,False,True,solo_grupo,3.74,4.335,0.595
0.85,8,2,4,1,posterior_zero,pathwise,5.78,3.4,1.7,2,False,True,solo_grupo,5.185,5.78,0.595
0.85,10,2,5,1,posterior_zero,pathwise,7.225,4.25,1.7,2,False,True,solo_grupo,6.63,7.225,0.595
0.85,12,2,6,1,posterior_zero,pathwise,8.67,5.1,1.7,2,False,True,solo_grupo,8.075,8.67,0.595
0.85,14,2,7,1,posterior_zero,pathwise,10.115,5.95,1.7,2,False,True,solo_grupo,9.52,10.115,0.595
0.85,16,2,8,1,posterior_zero,pathwise,11.56,6.8,1.7,2,False,True,solo_grupo,10.965,11.56,0.595
0.9,4,2,2,1,posterior_zero,pathwise,3.24,1.8,1.8,2,False,True,solo_grupo,2.52,3.24,0.72
0.9,6,2,3,1,posterior_zero,pathwise,4.86,2.7,1.8,2,False,True,solo_grupo,4.14,4.86,0.72
0.9,8,2,4,1,posterior_zero,pathwise,6.48,3.6,1.8,2,False,True,solo_grupo,5.76,6.48,0.72
0.9,10,2,5,1,posterior_zero,pathwise,8.1,4.5,1.8,2,False,True,solo_grupo,7.38,8.1,0.72
0.9,12,2,6,1,posterior_zero,pathwise,9.72,5.4,1.8,2,False,True,solo_grupo,9.0,9.72,0.72
0.9,14,2,7,1,posterior_zero,pathwise,11.34,6.3,1.8,2,False,True,solo_grupo,10.62,11.34,0.72
0.9,16,2,8,1,posterior_zero,pathwise,12.96,7.2,1.8,2,False,True,solo_grupo,12.24,12.96,0.72
0.95,4,2,2,1,posterior_zero,pathwise,3.61,1.9,1.9,2,False,True,solo_grupo,2.755,3.61,0.855
0.95,6,2,3,1,posterior_zero,pathwise,5.415,2.85,1.9,2,False,True,solo_grupo,4.56,5.415,0.855
0.95,8,2,4,1,posterior_zero,pathwise,7.22,3.8,1.9,2,False,True,solo_grupo,6.365,7.22,0.855
0.95,10,2,5,1,posterior_zero,pathwise,9.025,4.75,1.9,2,False,True,solo_grupo,8.17,9.025,0.855
0.95,12,2,6,1,posterior_zero,pathwise,10.83,5.7,1.9,2,False,True,solo_grupo,9.975,10.83,0.855
0.95,14,2,7,1,posterior_zero,pathwise,12.635,6.65,1.9,2,False,True,solo_grupo,11.78,12.635,0.855
0.95,16,2,8,1,posterior_zero,pathwise,14.44,7.6,1.9,2,False,True,solo_grupo,13.585,14.44,0.855
0.05,6,3,2,1,posterior_zero,pathwise,0.14525,0.1,1.4525,2,False,True,solo_grupo,0.1,0.14525,0.04525
0.05,9,3,3,1,posterior_zero,pathwise,0.276926875,0.15,1.846179166667,3,False,True,solo_grupo,0.19525,0.276926875,0.081676875
0.05,12,3,4,1,posterior_zero,pathwise,0.3991141703125,0.2,1.995570851563,3,False,True,solo_grupo,0.326926875,0.3991141703125,0.0721872953125
0.05,15,3,5,1,posterior_zero,pathwise,0.51919317760547,0.25,2.076772710422,3,False,True,solo_grupo,0.4491141703125,0.51919317760547,0.07007900729297
0.05,18,3,6,1,posterior_zero,pathwise,0.64047412601153,0.3,2.134913753372,3,False,True,solo_grupo,0.56919317760547,0.64047412601153,0.07128094840606
0.05,21,3,7,1,posterior_zero,pathwise,0.76178408517084,0.35,2.176525957631,3,False,True,solo_grupo,0.69047412601153,0.76178408517084,0.0713099591593
0.05,24,3,8,1,posterior_zero,pathwise,0.88297572589206,0.4,2.20743931473,3,False,True,solo_grupo,0.81178408517084,0.88297572589206,0.07119164072122
0.1,6,3,2,1,posterior_zero,pathwise,0.282,0.2,1.41,2,False,True,solo_grupo,0.2,0.282,0.082
0.1,9,3,3,1,posterior_zero,pathwise,0.51486,0.3,1.7162,3,False,True,solo_grupo,0.382,0.51486,0.13286
0.1,12,3,4,1,posterior_zero,pathwise,0.7192278,0.4,1.7980695,3,False,True,solo_grupo,0.61486,0.7192278,0.1043678
0.1,15,3,5,1,posterior_zero,pathwise,0.922133694,0.5,1.844267388,3,False,True,solo_grupo,0.8192278,0.922133694,0.102905894
0.1,18,3,6,1,posterior_zero,pathwise,1.13056289862,0.6,1.8842714977,3,False,True,solo_grupo,1.022133694,1.13056289862,0.10842920462
0.1,21,3,7,1,posterior_zero,pathwise,1.3377639524526,0.7,1.911091360647,3,False,True,solo_grupo,1.23056289862,1.3377639524526,0.1072010538326
0.1,24,3,8,1,posterior_zero,pathwise,1.5443024110862,0.8,1.930378013858,3,False,True,solo_grupo,1.4377639524526,1.5443024110862,0.1065384586336
0.15,6,3,2,1,posterior_zero,pathwise,0.41175,0.3,1.3725,2,False,True,solo_grupo,0.3,0.41175,0.11175
0.15,9,3,3,1,posterior_zero,pathwise,0.723380625,0.45,1.6075125,3,False,True,solo_grupo,0.56175,0.723380625,0.161630625
0.15,12,3,4,1,posterior_zero,pathwise,0.9874356609375,0.6,1.645726101562,3,False,True,solo_grupo,0.873380625,0.9874356609375,0.1140550359375
0.15,15,3,5,1,posterior_zero,pathwise,1.25696880031641,0.75,1.675958400422,3,False,True,solo_grupo,1.1374356609375,1.25696880031641,0.11953313937891
0.15,18,3,6,1,posterior_zero,pathwise,1.53653834033991,0.9,1.7072648226,3,False,True,solo_grupo,1.40696880031641,1.53653834033991,0.12956954002351
0.15,21,3,7,1,posterior_zero,pathwise,1.8108720407393,1.05,1.724640038799,3,False,True,solo_grupo,1.68653834033991,1.8108720407393,0.12433370039939
0.15,24,3,8,1,posterior_zero,pathwise,2.08464916763054,1.2,1.737207639692,3,False,True,solo_grupo,1.9608720407393,2.08464916763054,0.12377712689124
0.2,6,3,2,1,posterior_zero,pathwise,0.536,0.4,1.34,2,False,True,solo_grupo,0.4,0.536,0.136
0.2,9,3,3,1,posterior_zero,pathwise,0.91072,0.6,1.517866666667,3,False,True,solo_grupo,0.736,0.91072,0.17472
0.2,12,3,4,1,posterior_zero,pathwise,1.2233344,0.8,1.529168,3,False,True,solo_grupo,1.11072,1.2233344,0.1126144
0.2,15,3,5,1,posterior_zero,pathwise,1.553369088,1.0,1.553369088,3,False,True,solo_grupo,1.4233344,1.553369088,0.130034688
0.2,18,3,6,1,posterior_zero,pathwise,1.89491582976,1.2,1.5790965248,3,False,True,solo_grupo,1.753369088,1.89491582976,0.14154674176
0.2,21,3,7,1,posterior_zero,pathwise,2.2253622935552,1.4,1.589544495397,3,False,True,solo_grupo,2.09491582976,2.2253622935552,0.1304464637952
0.2,24,3,8,1,posterior_zero,pathwise,2.5574530335703,1.6,1.598408145981,3,False,True,solo_grupo,2.4253622935552,2.5574530335703,0.1320907400151
0.25,6,3,2,1,posterior_zero,pathwise,0.65625,0.5,1.3125,2,False,True,solo_grupo,0.5,0.65625,0.15625
0.25,9,3,3,1,posterior_zero,pathwise,1.083984375,0.75,1.4453125,3,False,True,solo_grupo,0.90625,1.083984375,0.177734375
0.25,12,3,4,1,posterior_zero,pathwise,1.4410400390625,1.0,1.441040039062,3,False,True,solo_grupo,1.333984375,1.4410400390625,0.1070556640625
0.25,15,3,5,1,posterior_zero,pathwise,1.82979583740234,1.25,1.463836669922,3,False,True,solo_grupo,1.6910400390625,1.82979583740234,0.13875579833984
0.25,18,3,6,1,posterior_zero,pathwise,2.22722482681274,1.5,1.484816551208,3,False,True,solo_grupo,2.07979583740234,2.22722482681274,0.1474289894104
0.25,21,3,7,1,posterior_zero,pathwise,2.60788759589195,1.75,1.490221483367,3,False,True,solo_grupo,2.47722482681274,2.60788759589195,0.13066276907921
0.25,24,3,8,1,posterior_zero,pathwise,2.994728917256,2.0,1.497364458628,3,False,True,solo_grupo,2.85788759589195,2.994728917256,0.13684132136405
0.3,6,3,2,1,posterior_zero,pathwise,0.774,0.6,1.29,2,False,True,solo_grupo,0.6,0.774,0.174
0.3,9,3,3,1,posterior_zero,pathwise,1.24938,0.9,1.3882,3,False,True,solo_grupo,1.074,1.24938,0.17538
0.3,12,3,4,1,posterior_zero,pathwise,1.6508106,1.2,1.3756755,3,False,True,solo_grupo,1.54938,1.6508106,0.1014306
0.3,15,3,5,1,posterior_zero,pathwise,2.098249722,1.5,1.398833148,3,False,True,solo_grupo,1.9508106,2.098249722,0.147439122
0.3,18,3,6,1,posterior_zero,pathwise,2.54776222314,1.8,1.4154234573,3,False,True,solo_grupo,2.398249722,2.54776222314,0.14951250114
0.3,21,3,7,1,posterior_zero,pathwise,2.9766449161818,2.1,1.417449960087,3,False,True,solo_grupo,2.84776222314,2.9766449161818,0.1288826930418
0.3,24,3,8,1,posterior_zero,pathwise,3.41765356908667,2.4,1.424022320453,3,False,True,solo_grupo,3.2766449161818,3.41765356908667,0.14100865290487
0.35,6,3,2,1,posterior_zero,pathwise,0.89075,0.7,1.2725,2,False,True,solo_grupo,0.7,0.89075,0.19075
0.35,9,3,3,1,posterior_zero,pathwise,1.412438125,1.05,1.345179166667,3,False,True,solo_grupo,1.24075,1.412438125,0.171688125
0.35,12,3,4,1,posterior_zero,pathwise,1.875070028125,1.4,1.339335734375,2,False,True,solo_grupo,1.762438125,1.875070028125,0.112631903125
0.35,15,3,5,1,posterior_zero,pathwise,2.37195565736719,1.75,1.355403232781,3,False,True,solo_grupo,2.225070028125,2.37195565736719,0.14688562924219
0.35,18,3,6,1,posterior_zero,pathwise,2.87233369948752,2.1,1.367777952137,3,False,True,solo_grupo,2.72195565736719,2.87233369948752,0.15037804212033
0.35,21,3,7,1,posterior_zero,pathwise,3.3547427244352,2.45,1.369282744667,3,False,True,solo_grupo,3.22233369948752,3.3547427244352,0.13240902494768
0.35,24,3,8,1,posterior_zero,pathwise,3.84782655574366,2.8,1.374223769908,3,False,True,solo_grupo,3.7047427244352,3.84782655574366,0.14308383130846
0.4,6,3,2,1,posterior_zero,pathwise,1.008,0.8,1.26,2,False,True,solo_grupo,0.8,1.008,0.208
0.4,9,3,3,1,posterior_zero,pathwise,1.57824,1.2,1.3152,3,False,True,solo_grupo,1.408,1.57824,0.17024
0.4,12,3,4,1,posterior_zero,pathwise,2.1045248,1.6,1.315328,2,False,True,solo_grupo,1.97824,2.1045248,0.1262848
0.4,15,3,5,1,posterior_zero,pathwise,2.651908096,2.0,1.325954048,2,False,True,solo_grupo,2.5045248,2.651908096,0.147383296
0.4,18,3,6,1,posterior_zero,pathwise,3.20517541888,2.4,1.335489757867,3,False,True,solo_grupo,3.051908096,3.20517541888,0.15326732288
0.4,21,3,7,1,posterior_zero,pathwise,3.7440789643264,2.8,1.337171058688,3,False,True,solo_grupo,3.60517541888,3.7440789643264,0.1389035454464
0.4,24,3,8,1,posterior_zero,pathwise,4.29050009662259,3.2,1.340781280195,3,False,True,solo_grupo,4.1440789643264,4.29050009662259,0.14642113229619
0.45,6,3,2,1,posterior_zero,pathwise,1.12725,0.9,1.2525,2,False,True,solo_grupo,0.9,1.12725,0.22725
0.45,9,3,3,1,posterior_zero,pathwise,1.751641875,1.35,1.2975125,3,False,True,solo_grupo,1.57725,1.751641875,0.174391875
0.45,12,3,4,1,posterior_zero,pathwise,2.342567896875,1.8,1.301426609375,2,False,True,solo_grupo,2.201641875,2.342567896875,0.140926021875
0.45,15,3,5,1,posterior_zero,pathwise,2.95347338008594,2.25,1.312654835594,3,False,True,solo_grupo,2.792567896875,2.95347338008594,0.16090548321094
